Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Kunwar Mukesh Pratap Singh,AAP,0,12th Pass,45,Dariyabad + Barabanki,1114995,0
Mubashshir Ahmad,All India Majlis-E-Ittehadul Muslimeen,0,Post Graduate,42,Dariyabad + Barabanki,21054837,3994890
Ram Ji Tiwari,Rashtrawadi Kisan Kranti Dal,0,Literate,52,Dariyabad + Barabanki,2795000,1200000
Ritesh Kumar Singh,IND,0,Post Graduate,46,Dariyabad + Barabanki,22458078,0
Satish Chandra Sharma,BJP, 1 ,Post Graduate,39,Dariyabad + Barabanki,15119389,1844179
Dinesh Rawat,BJP,0,12th Pass,32,Haidergarh (Sc) + Barabanki,6778291,984705
Nirmla Chaudhri,INC,0,8th Pass,31,Haidergarh (Sc) + Barabanki,3750000,0
Ram Magan,SP, 1 ,12th Pass,53,Haidergarh (Sc) + Barabanki,7567000,300000
Ramhet,Aazad Samaj Party (Kanshi Ram),0,Graduate,30,Haidergarh (Sc) + Barabanki,105400,0
Sanjay Gautam,IND,0,Graduate,43,Haidergarh (Sc) + Barabanki,7094700,110000
Shivani,AAP,0,Post Graduate,31,Haidergarh (Sc) + Barabanki,1340849,250000
Shri Chandra,BSP,0,8th Pass,26,Haidergarh (Sc) + Barabanki,44448650,300000
Ajay Gangwar,IND, 1 ,Graduate Professional,28,Baheri + Bareilly,4180000,400000
Asey Ram,BSP, 2 ,12th Pass,45,Baheri + Bareilly,40754000,4750000
Asif Raza,AAP,0,Post Graduate,32,Baheri + Bareilly,60000,0
Ataur Rehman,SP, 1 ,Others,54,Baheri + Bareilly,39206274,0
Chhatr Pal,IND, 1 ,10th Pass,39,Baheri + Bareilly,672300,0
Chhatra Pal Singh,BJP, 2 ,Post Graduate,59,Baheri + Bareilly,37151951,545044
Dharm Pal,Bharatiya Subhash Sena,0,12th Pass,51,Baheri + Bareilly,6410000,0
Dushyant Kumar,IND,0,Graduate,47,Baheri + Bareilly,15287891,9000000
Farida Rehman,IND,0,Graduate,48,Baheri + Bareilly,39306274,0
Jitendra Pal Singh,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,33,Baheri + Bareilly,4210000,0
Santosh,INC,0,8th Pass,52,Baheri + Bareilly,4629000,0
Dr. D. C. Verma,BJP,0,Post Graduate,55,Meerganj + Bareilly,39788154,1412450
Javed Khan,IND, 4 ,Literate,37,Meerganj + Bareilly,1551080,1800000
Kunwar Bhanu Pratap Singh Kunwar Pratap,BSP,0,Graduate,41,Meerganj + Bareilly,35183835,3880000
Laik Ahamad Mansuri,VANCHITSAMAJ INSAAF PARTY,0,Illiterate,55,Meerganj + Bareilly,540095,0
Mu. Iliyas,INC, 2 ,10th Pass,43,Meerganj + Bareilly,4299212,1098240
Sultan Beg,SP, 2 ,Post Graduate,65,Meerganj + Bareilly,18852049,0
Yogesh Kumar,AAP,0,Graduate,34,Meerganj + Bareilly,5838616,2424071
Bahoran Lal Maurya,BJP,0,Graduate,69,Bhojipura + Bareilly,28448772,0
Mahendra Singh,AAP,0,Graduate,44,Bhojipura + Bareilly,11680000,0
Sardar Khan,INC, 1 ,10th Pass,50,Bhojipura + Bareilly,9070000,0
Shazil Islam Ansari,SP, 2 ,Graduate Professional,47,Bhojipura + Bareilly,95833446,2887189
Yogesh Kumar,BSP, 1 ,10th Pass,51,Bhojipura + Bareilly,479502638,35249221
Bhagwat Saran Gangwar,SP, 2 ,12th Pass,65,Nawabganj + Bareilly,34529767,0
Dr. M. P. Arya,BJP, 6 ,Graduate Professional,64,Nawabganj + Bareilly,199983897,27577679
Komil Parshad,IND,0,Graduate Professional,53,Nawabganj + Bareilly,44551202,7700000
Lekhraj Gangwar,IND, 2 ,Graduate,56,Nawabganj + Bareilly,22221000,0
Meenakshi Gangwar,IND, 2 ,Graduate Professional,35,Nawabganj + Bareilly,29323332,0
Mohd. Saleem,Bahujan Mukti Party, 3 ,5th Pass,57,Nawabganj + Bareilly,17600000,0
Rashid Ali,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,28,Nawabganj + Bareilly,1060000,0
Ratan Lal,Bharatiya Subhash Sena,0,Literate,72,Nawabganj + Bareilly,2125000,0
Sunita Gangwar,AAP,0,Post Graduate,52,Nawabganj + Bareilly,44551202,7700000
Umesh Kumar,IND,0,Graduate,30,Nawabganj + Bareilly,1103419,300000
Usha Devi Gangwar,INC,0,Literate,56,Nawabganj + Bareilly,9668300,0
Yusuf Khan,BSP,0,10th Pass,53,Nawabganj + Bareilly,51555000,1500000
Amish Sagar,Lok Dal,0,Graduate,26,Faridpur (Sc) + Bareilly,7181569,1936000
Janak Prasad,AAP,0,10th Pass,51,Faridpur (Sc) + Bareilly,9940831,1100000
Mahendra,IND,0,Illiterate,50,Faridpur (Sc) + Bareilly,3485000,0
Prempal Sagar,VANCHITSAMAJ INSAAF PARTY,0,Literate,44,Faridpur (Sc) + Bareilly,1823474,0
Priyanka Kumari,IND,0,Graduate,28,Faridpur (Sc) + Bareilly,295415,0
Prof. Shyam Bihari Lal,BJP, 4 ,Doctorate,55,Faridpur (Sc) + Bareilly,59443904,7490002
Shalini Singh,BSP,0,Graduate,42,Faridpur (Sc) + Bareilly,29442185,8148000
Suneeta Singh,IND,0,10th Pass,51,Faridpur (Sc) + Bareilly,231803775,5751737
Sushil Kumar Gautam,Bahujan Mukti Party,0,12th Pass,43,Faridpur (Sc) + Bareilly,2030000,80000
Ulfat,Jan Seva Sahayak Party,0,Literate,50,Faridpur (Sc) + Bareilly,314709,0
Vijay Pal Singh,SP, 2 ,Graduate,59,Faridpur (Sc) + Bareilly,231803775,5751737
Vishal Sagar,INC,0,10th Pass,40,Faridpur (Sc) + Bareilly,7357000,1000000
Abdul Fahim,IND,0,Graduate,37,Bithari Chainpur + Bareilly,3028026,0
Agam Kumar Maurya,SP, 2 ,Graduate Professional,35,Bithari Chainpur + Bareilly,7454184,0
Ahmad Husain,Aazad Samaj Party (Kanshi Ram),0,8th Pass,47,Bithari Chainpur + Bareilly,5050000,0
Alka Singh,INC, 2 ,Post Graduate,38,Bithari Chainpur + Bareilly,40016291,250852
Ashish Patel,BSP,0,Graduate,33,Bithari Chainpur + Bareilly,162394144,0
Devendra Kumar,IND,0,Post Graduate,32,Bithari Chainpur + Bareilly,1367240,0
Dr. Raghavendra Sharma,BJP,0,Post Graduate,50,Bithari Chainpur + Bareilly,170991240,37787258
Manoj Singh,IND,0,Post Graduate,44,Bithari Chainpur + Bareilly,29450000,600000
Pappu Sagar,AAP,0,8th Pass,50,Bithari Chainpur + Bareilly,4000000,0
Priti Kashyap,Rashtriya Mazdoor Ekta Party,0,12th Pass,28,Bithari Chainpur + Bareilly,2100000,0
Sangh Priya,IND,0,Graduate Professional,33,Bithari Chainpur + Bareilly,465767,0
Satish Kumar Singh,CPI,0,Graduate,51,Bithari Chainpur + Bareilly,10485042,59925
Suresh Giri,IND, 2 ,Literate,54,Bithari Chainpur + Bareilly,4851005,79626
Toufeeq,All India Majlis-E-Ittehadul Muslimeen, 5 ,Illiterate,41,Bithari Chainpur + Bareilly,16730000,0
Amit Khandelwal,Jan Shakti Ekta Party,0,Post Graduate,42,Bareilly + Bareilly,421200000,70000
Brahama Nand Sharma,BSP, 1 ,Graduate,56,Bareilly + Bareilly,3398596,50000
Dr Arun Kumar,BJP,0,Graduate Professional,70,Bareilly + Bareilly,146468299,0
Javed Husain,Mera Adhikaar Rashtriya Dal, 1 ,8th Pass,29,Bareilly + Bareilly,243280,0
Krishna Bhardwaj,AAP,0,Post Graduate,39,Bareilly + Bareilly,26765304,2748303
Krishna Kant Sharma,INC,0,Graduate Professional,54,Bareilly + Bareilly,21724269,884450
Rafia Shabnam,Aazad Samaj Party (Kanshi Ram),0,Post Graduate,50,Bareilly + Bareilly,7220000,0
Rajesh Kumar Agarwal,SP, 1 ,Graduate,54,Bareilly + Bareilly,75325114,46765000
Rakesh Agarwal Advocate,IND,0,Graduate Professional,64,Bareilly + Bareilly,35355000,0
Safiya Khatoon,VANCHITSAMAJ INSAAF PARTY,0,Literate,34,Bareilly + Bareilly,5583200,0
Shaheem Khan Alias Raju,All India Majlis-E-Ittehadul Muslimeen, 1 ,5th Pass,39,Bareilly + Bareilly,70066479,3800000
Adarsh Kumar Gupta,IND,0,Post Graduate,43,Bareilly Cantt. + Bareilly,3604536,1500000
Anil Kumar,BSP,0,Graduate,41,Bareilly Cantt. + Bareilly,9775000,819000
Chandra Bhoj Pathak,IND,0,Literate,52,Bareilly Cantt. + Bareilly,30900000,420000
Krishna Pal,IND, 2 ,12th Pass,50,Bareilly Cantt. + Bareilly,1818315,0
Mohd Nafees,IND,0,8th Pass,66,Bareilly Cantt. + Bareilly,240000,0
Mohd. Islam Ansari,INC,0,Literate,54,Bareilly Cantt. + Bareilly,33656174,0
Rahees Miya,VANCHITSAMAJ INSAAF PARTY,0,Literate,67,Bareilly Cantt. + Bareilly,1555000,0
Ram Gopal Kashyap,SHS,0,Graduate,43,Bareilly Cantt. + Bareilly,1838500,0
Sanjeev Agarwal,BJP,0,Post Graduate,59,Bareilly Cantt. + Bareilly,235304806,20365040
Shahnaz Begum,Peace Party,0,Illiterate,38,Bareilly Cantt. + Bareilly,1048000,0
Shivri Nagvanshi,AAP,0,12th Pass,29,Bareilly Cantt. + Bareilly,2360000,0
Sunil Kumar,IND,0,10th Pass,49,Bareilly Cantt. + Bareilly,1283916,0
Supriya Aron,SP,0,Post Graduate,60,Bareilly Cantt. + Bareilly,1573049919,5764873
Vinod Kumar Gautam,Jan Shakti Ekta Party,0,Post Graduate,52,Bareilly Cantt. + Bareilly,8934500,0
Vishnu Mourya,Jan Seva Sahayak Party,0,Literate,31,Bareilly Cantt. + Bareilly,612000,0
Devendra Maithil,IND,0,Post Graduate,41,Aonla + Bareilly,2150478,0
Dharmpal Singh,BJP, 1 ,Post Graduate,69,Aonla + Bareilly,29367373,0
Jeeraj Singh,IND,0,Graduate Professional,48,Aonla + Bareilly,25500000,543294
Laxman Prasad,BSP, 1 ,12th Pass,66,Aonla + Bareilly,7424000,350000
Makkhan,Bahujan Mukti Party,0,12th Pass,42,Aonla + Bareilly,4696801,0
Mueenuddin,Aazad Samaj Party (Kanshi Ram), 1 ,Post Graduate,52,Aonla + Bareilly,8870000,0
Omveer,INC, 6 ,Graduate,42,Aonla + Bareilly,66035000,2020418
Pt. Radha Krishan Sharma,SP,0,Graduate,55,Aonla + Bareilly,44252222,0
Ram Singh Maurya,AAP,0,12th Pass,56,Aonla + Bareilly,2130000,0
Shivadas Verma,Vikassheel Insaan Party,0,10th Pass,41,Aonla + Bareilly,560000,0
Adya Sharan Chaudhary,IND,0,Post Graduate,72,Harraiya + Basti,48079043,0
Ajay Singh,BJP, 2 ,Post Graduate,50,Harraiya + Basti,139897731,7063415
Chandramani (Sudama Ji),IND,0,Post Graduate,41,Harraiya + Basti,16670889,0
Deep Kumar,Vikassheel Insaan Party,0,Graduate,31,Harraiya + Basti,3391651,3549
Laboni Singh,INC,0,Post Graduate,57,Harraiya + Basti,13943000,2000000
Raj Kishor Singh,BSP, 3 ,Graduate,53,Harraiya + Basti,118137308,0
Shravan Kumar,IND,0,Graduate,34,Harraiya + Basti,11000,0
Suresh Kumar Singh,AAP,0,12th Pass,63,Harraiya + Basti,24135628,0
Tarayambak Nath,SP, 5 ,Graduate,63,Harraiya + Basti,18639187,2790494
Ambika Singh,INC,0,Graduate Professional,75,Kaptanganj + Basti,20425000,0
Chandra Prakash Shukla,BJP,0,Graduate,53,Kaptanganj + Basti,119982920,8113578
Digvijay Singh,IND, 12 ,Graduate,37,Kaptanganj + Basti,2624437,0
Hridayram,Bahujan Mukti Party,0,Graduate Professional,33,Kaptanganj + Basti,14000,0
Kapil Dev,IND, 1 ,12th Pass,53,Kaptanganj + Basti,546000,100000
Kavindra Chaudhary,SP, 1 ,Graduate,29,Kaptanganj + Basti,154435178,21717841
Laxman,Log Party,0,8th Pass,36,Kaptanganj + Basti,2388800,0
Om Prakash,Atal Janshakti Party,0,8th Pass,37,Kaptanganj + Basti,238000,0
Ram Ji,IND, 1 ,Graduate,47,Kaptanganj + Basti,4159646,150000
Sanjay Kumar,AAP,0,Post Graduate,49,Kaptanganj + Basti,3201148,0
Sunil,Jan Adhikar Party,0,Graduate,34,Kaptanganj + Basti,2163721,0
Zaheer Ahmad,BSP,0,Graduate,38,Kaptanganj + Basti,25686209,0
Ajay Pratap,IND,0,Graduate Professional,32,Rudhauli + Basti,2006621,0
Ashok Kumar,BSP,0,8th Pass,51,Rudhauli + Basti,97809891,44496000
Basant Chaudhary,INC, 1 ,8th Pass,49,Rudhauli + Basti,176304817,86699219
Jai Govind Pandey,Akhil Bharatiya Socialist Party,0,Post Graduate,52,Rudhauli + Basti,21089000,1000000
Laxmikant Bhatt,IND,0,12th Pass,39,Rudhauli + Basti,1115000,0
Mahfooj Ali,Peace Party, 1 ,Post Graduate,34,Rudhauli + Basti,16753000,945000
Mohd. Kayoom,Atal Janshakti Party,0,Graduate,30,Rudhauli + Basti,2756000,0
Neelam,Log Party,0,Post Graduate,62,Rudhauli + Basti,35240000,0
Nihaluddin,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,63,Rudhauli + Basti,11104240,0
Prem Kumar,IND,0,10th Pass,27,Rudhauli + Basti,1169115,0
Pushkaraditya Singh,AAP, 1 ,Graduate,25,Rudhauli + Basti,15674317,3400921
Rajendra Prasad Chaudhary,SP, 1 ,Post Graduate,61,Rudhauli + Basti,111758532,48622340
Sangeeta Devi Alias Sangeeta Pratap Jaiswal,BJP,0,Graduate,49,Rudhauli + Basti,15776141,5000000
Sunil Kumar,IND,0,Literate,49,Rudhauli + Basti,172000,0
Alok Ranjan Verma,BSP,0,Graduate Professional,30,Basti Sadar + Basti,9559111,769890
Ambrish Dev Gupta (Sonu),Bharat Mahaparivar Party,0,Graduate,40,Basti Sadar + Basti,98494,50000
Arbabul Haq,Aazad Samaj Party (Kanshi Ram),0,10th Pass,42,Basti Sadar + Basti,9341666,0
Babita,IND,0,Post Graduate,46,Basti Sadar + Basti,24724024,761047
Dayaram Chaudhary,BJP, 2 ,12th Pass,68,Basti Sadar + Basti,70254000,19334292
Devendra Kumar Srivastava,INC, 3 ,Post Graduate,63,Basti Sadar + Basti,10594927,0
Gyan Prakash Tripathi,Atal Janshakti Party,0,Post Graduate,33,Basti Sadar + Basti,21933000,300000
Mahendra Nath Yadav,SP, 13 ,Post Graduate,45,Basti Sadar + Basti,13440065,0
Pradeep Kumar,Bahujan Mukti Party,0,Literate,46,Basti Sadar + Basti,567000,0
Ram Prasad,Janhit Kisan Party, 1 ,Graduate Professional,52,Basti Sadar + Basti,5125000,976000
Ramesh Kumar Singh,AAP,0,Graduate,66,Basti Sadar + Basti,1445526,0
Brijesh Kumar,INC,0,12th Pass,27,Mahadewa (Sc) + Basti,5915232,1185000
Dudhram,Suheldev Bharatiya Samaj Party, 4 ,Literate,61,Mahadewa (Sc) + Basti,39958771,8100000
Laxmi Chandra Kharvar,BSP,0,Graduate,39,Mahadewa (Sc) + Basti,14374581,0
Purnima,Jan Adhikar Party,0,Post Graduate,38,Mahadewa (Sc) + Basti,3515980,1213553
Ram Karan,Bahujan Mukti Party,0,12th Pass,70,Mahadewa (Sc) + Basti,5432000,0
Ravi,BJP,0,Graduate,45,Mahadewa (Sc) + Basti,36732937,0
Suresh,AAP,0,Literate,59,Mahadewa (Sc) + Basti,283000,0
Vijay Vikram,IND, 1 ,12th Pass,26,Mahadewa (Sc) + Basti,1048063,0
Bindu,IND,0,5th Pass,54,Bhadohi + Bhadohi,34374468,811000
Diyam Singh (Gaharwar),JD(U), 1 ,Graduate,26,Bhadohi + Bhadohi,1375000,0
Harishankar (Dada Chauhan),BSP,0,12th Pass,57,Bhadohi + Bhadohi,34374458,811000
Kaladhar,AAP,0,12th Pass,57,Bhadohi + Bhadohi,8980000,0
Mahesh Kumar,Swarna Bharat Party,0,Graduate,30,Bhadohi + Bhadohi,1860000,0
Pankaj Kumar Dwivedi,Lok Dal,0,Graduate,31,Bhadohi + Bhadohi,1384500,50000
Ravindra Nath Tripathi,BJP, 3 ,Graduate,59,Bhadohi + Bhadohi,59661945,126507
Ravishankar,All India Majlis-E-Ittehadul Muslimeen, 3 ,8th Pass,39,Bhadohi + Bhadohi,23489728,0
Shweta Kumari,Jan Adhikar Party,0,Post Graduate,29,Bhadohi + Bhadohi,2509145,721000
Shyam Pal,Rashtriya Samaj Paksha,0,10th Pass,32,Bhadohi + Bhadohi,334242,0
Vasim Ansari,INC, 1 ,12th Pass,37,Bhadohi + Bhadohi,1102000,288350
Zahid,SP, 3 ,12th Pass,57,Bhadohi + Bhadohi,16218587,0
Dharmraj,Swarna Bharat Party,0,10th Pass,39,Gyanpur + Bhadohi,2221000,0
Ram Kishore Bind,SP, 1 ,Post Graduate,74,Gyanpur + Bhadohi,44306130,0
Ramdhani,Bhartiya Manav Samaj Party,0,12th Pass,51,Gyanpur + Bhadohi,450000,0
Suresh Chandra Mishra,INC, 1 ,Graduate Professional,59,Gyanpur + Bhadohi,4065434,701172
Svatantr Kumar,Anjaan Aadmi Party,0,8th Pass,34,Gyanpur + Bhadohi,2708000,0
Upendra Kumar Singh,BSP,0,Graduate,56,Gyanpur + Bhadohi,28100000,0
Vijay Mishra,Pragatisheel Manav Samaj Party, 24 ,Graduate,68,Gyanpur + Bhadohi,86628011,25646176
Vipul Dubey,Nirbal Indian Shoshit Hamara Aam Dal, 4 ,Post Graduate,40,Gyanpur + Bhadohi,11840572,0
Virendra Tirpathi Alias Dabang,IND,0,10th Pass,34,Gyanpur + Bhadohi,5290000,0
Anjani,SP,0,Graduate,33,Aurai (Sc) + Bhadohi,100948494,8650000
Babita,Vikassheel Insaan Party,0,Post Graduate,32,Aurai (Sc) + Bhadohi,2124750,398000
Dinanath Bhashkar,BJP, 2 ,Post Graduate,58,Aurai (Sc) + Bhadohi,70099019,5245000
Kamala Shankar,BSP,0,8th Pass,71,Aurai (Sc) + Bhadohi,14806220,0
Kavita Rai,AAP,0,Post Graduate,36,Aurai (Sc) + Bhadohi,3397307,0
Sanjoo Devi,INC,0,Post Graduate,31,Aurai (Sc) + Bhadohi,2330026,288350
Tedhai,All India Majlis-E-Ittehadul Muslimeen,0,Post Graduate,67,Aurai (Sc) + Bhadohi,2561000,0
Amit Kumar Singh,IND,0,Post Graduate,40,Noorpur + Bijnor,244600,0
Atul Kumar,IND,0,Graduate,26,Noorpur + Bijnor,4500000,0
Bala,INC,0,8th Pass,48,Noorpur + Bijnor,3846000,1525000
Chandraprakash Singh,BJP, 1 ,Post Graduate,49,Noorpur + Bijnor,73023386,4651028
Jahan Ara,Samajwadi Andolan Party,0,Literate,37,Noorpur + Bijnor,1110000,0
Jiyauddin,BSP,0,10th Pass,47,Noorpur + Bijnor,93740000,0
Nayyar Jahan,IND,0,5th Pass,46,Noorpur + Bijnor,95650000,0
Ram Avatar Singh,SP,0,Post Graduate,57,Noorpur + Bijnor,3502999,73000
Ravendra Kumar,Bhartiya Damitjan Party,0,Literate,39,Noorpur + Bijnor,11680000,0
Rovin Kumar Sharma,AAP,0,Graduate Professional,51,Noorpur + Bijnor,508000,0
Ajay Pal Singh,Peoples Party of India (Democratic), 1 ,12th Pass,39,Chandpur + Bijnor,2044363,400000
Kamlesh Saini,BJP,0,Post Graduate,55,Chandpur + Bijnor,27506950,0
Krishan Kumar,Aazad Samaj Party (Kanshi Ram),0,Literate,52,Chandpur + Bijnor,1240000,0
Manoj Kumar,AAP,0,12th Pass,28,Chandpur + Bijnor,213555,0
Ravindranath Tyagi,IND,0,12th Pass,74,Chandpur + Bijnor,10040000,1000000
Shakeel Ahmad,BSP,0,Graduate Professional,45,Chandpur + Bijnor,25372093,0
Swami Omvesh,SP, 6 ,Post Graduate,71,Chandpur + Bijnor,55897675,6000000
Uday Tyagi,INC,0,Graduate,28,Chandpur + Bijnor,1154590,0
Vijay Pal Singh,IND,0,12th Pass,50,Chandpur + Bijnor,4682000,995000
Yasir Arafat,All India Majlis-E-Ittehadul Muslimeen,0,Post Graduate,32,Chandpur + Bijnor,80000,0
Amiruddin,Bhartiya Jan Samman Party,0,10th Pass,37,Bijnor + Bijnor,260000,0
Archana Chaudhary,IND,0,12th Pass,44,Bijnor + Bijnor,185000,0
Gaurav Kumar,Peoples Party of India (Democratic),0,Post Graduate,37,Bijnor + Bijnor,1267636,0
Jitendra Kumar,IND,0,8th Pass,48,Bijnor + Bijnor,5336000,100000
Mamun Ul Haq Alias Adil Naeem,Aazad Samaj Party (Kanshi Ram), 9 ,10th Pass,30,Bijnor + Bijnor,3207000,0
Mohan Lal,IND,0,12th Pass,49,Bijnor + Bijnor,2700000,0
Munir Ahmed,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,48,Bijnor + Bijnor,616765,0
Neeraj Chaudhary,RLD,0,Graduate Professional,51,Bijnor + Bijnor,90205692,20579136
Ruchi Vira,BSP, 3 ,Graduate,60,Bijnor + Bijnor,258610168,0
Suchi,BJP,0,Post Graduate,32,Bijnor + Bijnor,33830301,616262
Udai Veer Singh,IND,0,Graduate,60,Bijnor + Bijnor,9509558,0
Umesh Chand,IND,0,Graduate,29,Bijnor + Bijnor,653700,0
Vineet,AAP,0,Graduate,48,Bijnor + Bijnor,17251231,2547785
Alok Kumar,Aazad Samaj Party (Kanshi Ram),0,Graduate,37,Nehtaur (Sc) + Bijnor,250000,0
Dilawar Singh,Peoples Party of India (Democratic),0,Post Graduate,48,Nehtaur (Sc) + Bijnor,2975400,0
Gita,Ambedkar Samaj Party, 3 ,Literate,46,Nehtaur (Sc) + Bijnor,310576,0
Meenakshi,INC,0,Post Graduate,34,Nehtaur (Sc) + Bijnor,8270000,0
Munshiram,RLD,0,Others,62,Nehtaur (Sc) + Bijnor,89656900,1178216
Omkar Singh,Rashtrawadi Janlok Party (Satya),0,10th Pass,29,Nehtaur (Sc) + Bijnor,71000,0
Omkumar,BJP,0,12th Pass,53,Nehtaur (Sc) + Bijnor,348984290,121649591
Pratap Singh,Bhartiya Damitjan Party,0,Post Graduate,65,Nehtaur (Sc) + Bijnor,81256815,0
Priya Singh,BSP,0,Graduate,30,Nehtaur (Sc) + Bijnor,19200000,0
Rishipal,IND,0,Literate,60,Nehtaur (Sc) + Bijnor,1385000,0
Vishal Kumar,AAP,0,Post Graduate,26,Nehtaur (Sc) + Bijnor,13500,0
Arun Kumar Gahlot,AAP,0,Graduate,66,Dhampur + Bijnor,350000,0
Ashok Kumar Rana,BJP,0,12th Pass,62,Dhampur + Bijnor,104725336,5919657
Hussain Ahmad,INC, 2 ,Literate,64,Dhampur + Bijnor,2095358,0
Meetan,Pichhra Samaj Party,0,Literate,51,Dhampur + Bijnor,4647812,0
Naim Ul Hasan,SP, 2 ,Graduate,51,Dhampur + Bijnor,50935573,1970919
Thakur Moolchand Chauhan,BSP, 1 ,Post Graduate,70,Dhampur + Bijnor,52993159,0
Vivek Kumar,Aazad Samaj Party (Kanshi Ram), 1 ,12th Pass,28,Dhampur + Bijnor,2201000,0
Ahasan Ali,INC,0,Graduate Professional,45,Barhapur + Bijnor,10425000,1787000
Anil Kumar,IND,0,10th Pass,38,Barhapur + Bijnor,21310000,0
Chandrapal,Loktanter Suraksha Party,0,Post Graduate,36,Barhapur + Bijnor,455000,0
Hirdesh Kumar,Peoples Party of India (Democratic),0,Graduate Professional,35,Barhapur + Bijnor,8476841,300000
Ijahar,Aazad Samaj Party (Kanshi Ram), 1 ,Literate,56,Barhapur + Bijnor,11260000,1157500
Kapil Kumar,SP, 1 ,Graduate Professional,38,Barhapur + Bijnor,19022724,0
Khoob Singh,Pichhra Samaj Party,0,Graduate,58,Barhapur + Bijnor,8476000,0
Kunwar Sushant Singh,BJP,0,Graduate,33,Barhapur + Bijnor,68684579,300000
Mohammed Ghazi,BSP, 3 ,8th Pass,46,Barhapur + Bijnor,82242080,54049832
Mohiuddin Ansari,All India Majlis-E-Ittehadul Muslimeen,0,8th Pass,42,Barhapur + Bijnor,2592051,0
Nirmal Mishra,AAP, 1 ,Graduate Professional,53,Barhapur + Bijnor,27750800,0
Padam Singh,Jan Adhikar Party,0,12th Pass,39,Barhapur + Bijnor,5010000,0
Rajiya,Bhartiya Jan Samman Party,0,Literate,41,Barhapur + Bijnor,45506,0
Shabnam Naz,IND,0,Graduate,41,Barhapur + Bijnor,82242080,54049832
Abhinay Kumar,Peoples Party of India (Democratic),0,Graduate Professional,35,Nagina (Sc) + Bijnor,1508457,0
Arjun Singh,AAP,0,Graduate,29,Nagina (Sc) + Bijnor,6885000,0
Brajpal,BSP, 1 ,Post Graduate,33,Nagina (Sc) + Bijnor,14202382,0
Brijpal Singh,IND,0,Post Graduate,49,Nagina (Sc) + Bijnor,1600000,0
Chandraveer Singh,IND,0,Graduate,52,Nagina (Sc) + Bijnor,3060000,160000
Dr Yashwant Singh,BJP, 1 ,Post Graduate,59,Nagina (Sc) + Bijnor,104125000,15628000
Lalita,All India Majlis-E-Ittehadul Muslimeen,0,Graduate,27,Nagina (Sc) + Bijnor,430000,0
Manoj Kumar Paras,SP, 4 ,12th Pass,53,Nagina (Sc) + Bijnor,41952700,2705403
Shrimati Henreita,INC,0,Graduate Professional,45,Nagina (Sc) + Bijnor,86808837,100000
Sunil Kumar,IND,0,Post Graduate,34,Nagina (Sc) + Bijnor,1324955,0
Tej Singh,Ambedkar Samaj Party, 3 ,Graduate,66,Nagina (Sc) + Bijnor,14330050,138684
Vikas Kumar,Aazad Samaj Party (Kanshi Ram),0,10th Pass,29,Nagina (Sc) + Bijnor,1270000,0
Begraj,Rashtriya mahan Gantantra Party,0,8th Pass,62,Najibabad + Bijnor,2890000,200000
Bhupendra Singh,Ambedkar Samaj Party,0,Graduate Professional,31,Najibabad + Bijnor,205000,0
Hamid Husain,IND,0,Literate,70,Najibabad + Bijnor,40000,0
Mo. Umar,Gareeb Kranti Party,0,Illiterate,72,Najibabad + Bijnor,740000,0
Mohd Danish,Aazad Samaj Party (Kanshi Ram),0,12th Pass,31,Najibabad + Bijnor,2940000,0
Mohd Saleem Ansari,INC, 1 ,8th Pass,54,Najibabad + Bijnor,30382500,0
Om Prakash,IND,0,10th Pass,47,Najibabad + Bijnor,5168000,190000
Raja Bharatendra Singh,BJP, 2 ,Graduate,58,Najibabad + Bijnor,486025676,0
Shahnawaz,IND,0,Literate,30,Najibabad + Bijnor,16399,0
Shahnawaz Alam,BSP,0,Graduate,43,Najibabad + Bijnor,25087000,0
Sharvan Rajput,AAP,0,Graduate Professional,59,Najibabad + Bijnor,3232825,0
Tasleem Ahmad,SP, 1 ,Literate,61,Najibabad + Bijnor,11000849,714769
Arjun Singh,SP, 1 ,Graduate,36,Dataganj + Budaun,19318403,3376549
Atif Khan,INC,0,Post Graduate,47,Dataganj + Budaun,1600000,0
Brajpal Singh,Jan Seva Sahayak Party,0,Not Given,32,Dataganj + Budaun,560000,0
Dheerpal Kashyap,AAP,0,Graduate Professional,58,Dataganj + Budaun,5656000,0
Ganesh,Jan Adhikar Party,0,Post Graduate,40,Dataganj + Budaun,3529000,0
Kirpa Shankar,Bahujan Mukti Party,0,Post Graduate,42,Dataganj + Budaun,2098610,0
Munna Lal,Rashtra Uday Party,0,Graduate Professional,52,Dataganj + Budaun,5716000,81000
Omveer,Vikassheel Insaan Party,0,12th Pass,37,Dataganj + Budaun,573500,0
Rachit Gupta,BSP, 2 ,Graduate Professional,42,Dataganj + Budaun,54086812,11223000
Raghunandan,Bharatiya Subhash Sena,0,Literate,35,Dataganj + Budaun,550000,0
Rajeev Kumar,Garib Berozgar Vikas Party, 1 ,10th Pass,36,Dataganj + Budaun,1300000,0
