Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Paritosh Kumar,IND,0,Graduate,30,Pratapgarh + Pratapgarh,337204,0
Rajendra Kumar,BJP, 2 ,Graduate,54,Pratapgarh + Pratapgarh,54720241,1600500
Ram Ajor,Bahujan Mukti Party, 1 ,Post Graduate,65,Pratapgarh + Pratapgarh,17395000,370000
Ram Bahadur Sharma,Moulik Adhikar Party,0,Post Graduate,71,Pratapgarh + Pratapgarh,2320014,0
Ajay Sharma,Bharatiya Sarvjan Vikas Party, 1 ,Post Graduate,38,Vishwanath Ganj + Pratapgarh,3262566,600000
Anil Kumar,Log Party,0,Graduate Professional,45,Vishwanath Ganj + Pratapgarh,4671215,0
Jeet Lal,Apna Dal (Soneylal),0,Graduate,53,Vishwanath Ganj + Pratapgarh,6488660,110000
Maharani Deen,CPI,0,12th Pass,60,Vishwanath Ganj + Pratapgarh,1496300,0
Mohd Ashfaq,Jan Adhikar Party,0,Literate,37,Vishwanath Ganj + Pratapgarh,41068966,17400000
Mohd Khalid,IND,0,Post Graduate,27,Vishwanath Ganj + Pratapgarh,2395000,0
Pankaj Pal,AAP,0,Graduate,31,Vishwanath Ganj + Pratapgarh,554796,0
Prashant Singh,INC,0,Graduate Professional,25,Vishwanath Ganj + Pratapgarh,80116,0
Rajesh,IND,0,8th Pass,52,Vishwanath Ganj + Pratapgarh,8362000,274600
Ramdarash Saroj,Bahujan Mukti Party, 1 ,Graduate Professional,38,Vishwanath Ganj + Pratapgarh,2482500,0
Sanjay,BSP,0,Graduate Professional,56,Vishwanath Ganj + Pratapgarh,33303277,150000
Sanjay Pandey,IND,0,Graduate Professional,43,Vishwanath Ganj + Pratapgarh,90203726,1395000
Sarita Pal,Rashtra Uday Party,0,12th Pass,35,Vishwanath Ganj + Pratapgarh,1308841,0
Saurabh Singh,SP,0,Graduate Professional,28,Vishwanath Ganj + Pratapgarh,33661159,5471527
Shiv Murat Ram Smuj Sharma,Moulik Adhikar Party,0,8th Pass,51,Vishwanath Ganj + Pratapgarh,1602044,0
Sushil Kumar,SHS, 2 ,10th Pass,31,Vishwanath Ganj + Pratapgarh,1264320,150000
Sushil Kumar Tiwari,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),0,Post Graduate,31,Vishwanath Ganj + Pratapgarh,130400,0
Vinod,Rashtriya Janshanti Party,0,Post Graduate,49,Vishwanath Ganj + Pratapgarh,80000,0
Vishnudatt,IND,0,10th Pass,69,Vishwanath Ganj + Pratapgarh,927216,0
Dharmaraj,Bahujan Mukti Party,0,Post Graduate,39,Kunda + Pratapgarh,1203000,0
Dhirendra Kumar,IND, 3 ,12th Pass,34,Kunda + Pratapgarh,1200000,300000
Gulshan Yadav,SP, 20 ,10th Pass,38,Kunda + Pratapgarh,33059054,725916
Harivansh Kumar,IND,0,Post Graduate,64,Kunda + Pratapgarh,1970753,0
Jayesh Singh,IND,0,Graduate,29,Kunda + Pratapgarh,1950000,0
Mu Phaheem,BSP, 1 ,10th Pass,40,Kunda + Pratapgarh,15450182,800000
Raghuraj Pratap Singh,Jansatta Dal Loktantrik, 1 ,Graduate,52,Kunda + Pratapgarh,236971038,0
Seema,IND,0,Post Graduate,36,Kunda + Pratapgarh,33059054,725916
Sindhuja Mishra Senani,BJP,0,Post Graduate,57,Kunda + Pratapgarh,522036165,12486730
Tanveer,IND,0,Post Graduate,42,Kunda + Pratapgarh,620000,0
Yogesh Kumar,INC,0,10th Pass,34,Kunda + Pratapgarh,62000,0
Girish Chandra,SP, 3 ,12th Pass,55,Babaganj (Sc) + Pratapgarh,26659501,1761740
Keshav Prasad,BJP,0,12th Pass,60,Babaganj (Sc) + Pratapgarh,7660000,0
Ram Pratap Saroj,Bahujan Mukti Party,0,12th Pass,28,Babaganj (Sc) + Pratapgarh,1811500,0
Sita Ram,IND,0,Graduate Professional,44,Babaganj (Sc) + Pratapgarh,15311623,0
Sushil Kumar,BSP,0,Post Graduate,41,Babaganj (Sc) + Pratapgarh,2291587,0
Veena Rani,INC,0,Graduate,60,Babaganj (Sc) + Pratapgarh,38432500,150000
Vijay Pal Saroj,LJP, 1 ,8th Pass,43,Babaganj (Sc) + Pratapgarh,8600000,0
Vinod Kumar,Jansatta Dal Loktantrik, 2 ,Post Graduate,43,Babaganj (Sc) + Pratapgarh,38216704,8958
Vinod Kumar,IND,0,Graduate,31,Babaganj (Sc) + Pratapgarh,238242,0
Ajeet,AAP,0,Graduate Professional,36,Rampur Khas + Pratapgarh,4761524,1700000
"Aradhana Mishra, Mona",INC, 6 ,Graduate,47,Rampur Khas + Pratapgarh,340621305,0
Awadhesh,Apana Dal Balihari Party,0,Graduate,46,Rampur Khas + Pratapgarh,6520000,0
Bankelal Patel,BSP, 2 ,Graduate Professional,51,Rampur Khas + Pratapgarh,7255000,320000
Devendr Pratap,IND, 1 ,Graduate,29,Rampur Khas + Pratapgarh,2175292,0
Durgesh Kumar,Lok Dal,0,Graduate,42,Rampur Khas + Pratapgarh,2930000,300000
Karan Alis Karan Bahadur Singh,Rashtriya Rashtrawadi Party,0,Graduate,47,Rampur Khas + Pratapgarh,6213217,915000
Kuldeep Singh,IND,0,12th Pass,33,Rampur Khas + Pratapgarh,932500,0
Lalji,JD(U),0,10th Pass,45,Rampur Khas + Pratapgarh,7616000,0
Ramraj Saroj,Bahujan Mukti Party, 1 ,Graduate,35,Rampur Khas + Pratapgarh,2413200,0
Ravindra Kumar,Sarvodaya Bharat Party,0,Graduate,52,Rampur Khas + Pratapgarh,4409000,300000
Samay Nath,Moulik Adhikar Party,0,Graduate,42,Rampur Khas + Pratapgarh,224000,0
Surendra Singh,SHS,0,Post Graduate,45,Rampur Khas + Pratapgarh,31932454,2150000
Ansar Ahmad,SP, 1 ,8th Pass,67,Phaphamau + Prayagraj,71795786,1605988
Dilip Kumar Kushwaha,IND,0,Post Graduate,51,Phaphamau + Prayagraj,20577600,2864962
Durgesh Panday,INC,0,10th Pass,46,Phaphamau + Prayagraj,2235890,0
Guru Prasad Maurya,BJP,0,Graduate,53,Phaphamau + Prayagraj,14335781,322734
Gyan Prakash Mourya,Jan Adhikar Party,0,Post Graduate,52,Phaphamau + Prayagraj,13529726,1492160
Jitendra Kumar Bhartiya,LJP,0,Graduate,27,Phaphamau + Prayagraj,213000,0
Lakshmi Narayan,Jansatta Dal Loktantrik,0,Graduate,38,Phaphamau + Prayagraj,24747024,9887856
Mangla Prasad Pal,Rashtra Uday Party,0,Others,58,Phaphamau + Prayagraj,4136048,0
Mithlesh Kumar Prajapati,IND,0,8th Pass,35,Phaphamau + Prayagraj,423240,0
Om Prakash,BSP,0,Post Graduate,44,Phaphamau + Prayagraj,18227473,2286042
Pankaj Pandey,Akhil Bharatiya Socialist Party, 2 ,Graduate Professional,42,Phaphamau + Prayagraj,3956071,130005
Parul Jaiswal,IND,0,Post Graduate,32,Phaphamau + Prayagraj,24747024,9673096
Praveen Kumar,IND, 1 ,10th Pass,46,Phaphamau + Prayagraj,4083000,0
Rajeswari Patel,Jan Jan (United) Party,0,Post Graduate,44,Phaphamau + Prayagraj,14851263,3241704
Sanjay Prakash Shukla,AAP,0,Graduate,54,Phaphamau + Prayagraj,9130550,640960
Sanjaya Kumar Yadav,Right to Recall Party,0,12th Pass,26,Phaphamau + Prayagraj,25663,0
Shivendra Kumar,IND,0,Graduate,32,Phaphamau + Prayagraj,2074409,0
Subhash Chandra,Samyak Party,0,12th Pass,42,Phaphamau + Prayagraj,20000,0
Udai Bhan Singh Yadev,IND,0,Post Graduate,39,Phaphamau + Prayagraj,622000,600000
Vinod Kumar,Yuva Vikas Party,0,Graduate,44,Phaphamau + Prayagraj,504000,0
Vinod Kumar Pandey,IND,0,Graduate Professional,61,Phaphamau + Prayagraj,7085000,0
Anand Bharti,BSP,0,Graduate,38,Soraon (Sc) + Prayagraj,9923238,1000000
Anil Kumar Gautam,Aazad Samaj Party (Kanshi Ram),0,12th Pass,34,Soraon (Sc) + Prayagraj,2425000,300000
Dr. Jamuna Prasad Saroj,Apna Dal (Soneylal),0,Post Graduate,52,Soraon (Sc) + Prayagraj,27110654,2873210
Geeta Shastri (Pasi),SP,0,12th Pass,57,Soraon (Sc) + Prayagraj,20701440,1000000
Lallan,AAP,0,12th Pass,51,Soraon (Sc) + Prayagraj,470000,155000
Manoj Kumar Pasi,INC,0,Graduate,31,Soraon (Sc) + Prayagraj,40590,0
Pradeep Kumar Jatav,Ambedkarite Party of India,0,Graduate Professional,35,Soraon (Sc) + Prayagraj,2081300,0
Rakesh Kumar,Lok Samaj Party,0,5th Pass,40,Soraon (Sc) + Prayagraj,756000,50000
Rakesh Kumar Gautam,IND,0,10th Pass,47,Soraon (Sc) + Prayagraj,21257,0
Ratnesh Kumar Chaudhari,Pragatisheel Samaj Party,0,Graduate,27,Soraon (Sc) + Prayagraj,78100,0
Sita Ram,All India Majlis-E-Ittehadul Muslimeen,0,12th Pass,61,Soraon (Sc) + Prayagraj,1321500,0
Sudhir Kumar,Jansatta Dal Loktantrik, 1 ,Graduate,33,Soraon (Sc) + Prayagraj,528500,100000
Bhanu Pratap Singh,IND,0,Graduate,57,Phulpur + Prayagraj,7020000,0
Dr.Ashok Maurya,Peoples Party of India (Democratic),0,12th Pass,50,Phulpur + Prayagraj,1722166,0
Hari Lal Sahu,IND,0,5th Pass,55,Phulpur + Prayagraj,6100000,0
Mohd.Mujataba Siddiqui,SP,0,Graduate Professional,66,Phulpur + Prayagraj,50915842,12708873
Mridula Singh,Jan Adhikar Party,0,Post Graduate,54,Phulpur + Prayagraj,42806725,0
Praveen Patel,BJP, 1 ,Post Graduate,43,Phulpur + Prayagraj,402603596,21784766
Rakesh Kumar,Loktantrik Janwadi Party,0,Graduate,49,Phulpur + Prayagraj,160000,0
Ram Surat,AAP,0,Post Graduate,39,Phulpur + Prayagraj,558500,0
Ram Taulan Yadav,BSP, 2 ,12th Pass,48,Phulpur + Prayagraj,185688064,0
Salik Ram,Bhartiya Kamgar Party,0,12th Pass,53,Phulpur + Prayagraj,8173000,0
Sandeep Kumar,Bharat Vaibhav Party,0,12th Pass,28,Phulpur + Prayagraj,4446025,200000
Shyam Sundar Pal,Rashtriya Samaj Paksha,0,Graduate,37,Phulpur + Prayagraj,208000,600000
Siddhanath Maurya,INC,0,12th Pass,45,Phulpur + Prayagraj,1409907,0
Tahseen Ahmad,Akhil Bharatiya Socialist Party,0,10th Pass,47,Phulpur + Prayagraj,3684200,0
Vimal Kumar Gupta,IND,0,Graduate,28,Phulpur + Prayagraj,600000,0
Afatab Alam,Aazad Samaj Party (Kanshi Ram),0,12th Pass,50,Pratappur + Prayagraj,6669250,0
Arvind Kumar Vishwakarma,Samyak Party,0,Graduate Professional,32,Pratappur + Prayagraj,695000,0
Dharmendra Kumar,IND,0,Illiterate,37,Pratappur + Prayagraj,75768,0
Durvijay Singh,Pragatisheel Manav Samaj Party,0,Graduate,53,Pratappur + Prayagraj,8151863,0
Fazlur Rahman,IND,0,Graduate Professional,48,Pratappur + Prayagraj,13758393,4500000
Ghanshyam,SHS,0,Graduate Professional,31,Pratappur + Prayagraj,265000,0
Ghanshyam Pandey,BSP,0,Graduate Professional,65,Pratappur + Prayagraj,96817094,2067337
Gita Devi,Bhartiya Kamgar Party,0,12th Pass,47,Pratappur + Prayagraj,24062350,3050000
Harishchandra,AAP,0,Post Graduate,64,Pratappur + Prayagraj,45890803,2000000
Hira Mani,IND,0,Literate,59,Pratappur + Prayagraj,8000,0
Kamal,Vikassheel Insaan Party,0,8th Pass,38,Pratappur + Prayagraj,150000,0
Kripa Shankar Yadav,IND,0,Graduate Professional,43,Pratappur + Prayagraj,2484497,0
Manju Maurya,Jan Adhikar Party,0,12th Pass,58,Pratappur + Prayagraj,11937726,0
Mohd Ahmad Ansari,Peace Party,0,12th Pass,62,Pratappur + Prayagraj,15087963,246894
Narend Kumar,Peoples Party of India (Democratic),0,Post Graduate,31,Pratappur + Prayagraj,409000,0
Rakesh Dhar Tripathi,Apna Dal (Soneylal), 1 ,Doctorate,71,Pratappur + Prayagraj,55032792,8715000
Ram Kailash,IND,0,Post Graduate,44,Pratappur + Prayagraj,735000,0
Ramesh Chandra,IND,0,10th Pass,38,Pratappur + Prayagraj,458500,0
Sanjay Tiwari,INC, 1 ,Post Graduate,51,Pratappur + Prayagraj,6862000,0
Sanju Devi,Pragatisheel Samaj Party, 1 ,Graduate,30,Pratappur + Prayagraj,120000,0
Sujeet Kumar,Bharat Vaibhav Party,0,8th Pass,44,Pratappur + Prayagraj,4216675,70350
Vijama Yadav,SP, 2 ,Literate,51,Pratappur + Prayagraj,34640753,3764767
Vikash Yadav,IND,0,12th Pass,27,Pratappur + Prayagraj,597540,0
Vinod Kumar,Janadhar Shakti Party,0,12th Pass,36,Pratappur + Prayagraj,170000,0
Ziaoul Haque,IND, 2 ,12th Pass,58,Pratappur + Prayagraj,7561000,436573
Avanish Kumar,Akhil Bharatiya Socialist Party,0,Post Graduate,36,Handia + Prayagraj,1883000,320000
Gulab Chandra,Jan Adhikar Party,0,8th Pass,55,Handia + Prayagraj,2200000,0
Hakim Lal Bind,SP, 3 ,Graduate,44,Handia + Prayagraj,34639160,8795711
Lal Sahab,IND,0,Graduate,36,Handia + Prayagraj,4425000,600000
Madan Chandra,Pragatisheel Manav Samaj Party,0,Graduate,34,Handia + Prayagraj,452300,0
Narendra Kumar Alias Munna Tripathi,BSP, 3 ,Post Graduate,55,Handia + Prayagraj,30850000,2000000
Pawan Kumar Tiwari,AAP, 1 ,Graduate Professional,41,Handia + Prayagraj,2942288,0
Prashant Kumar Singh Rahul,Nirbal Indian Shoshit Hamara Aam Dal,0,Graduate Professional,35,Handia + Prayagraj,60684909,358429
Raj Bahadur,IND,0,Graduate,32,Handia + Prayagraj,309000,0
Ravi Dhar Tripathi,IND,0,12th Pass,41,Handia + Prayagraj,107000,0
Reena Kumari Bind,INC,0,Graduate,30,Handia + Prayagraj,1034852,0
Shashank Shekhar Singh,IND,0,Post Graduate,32,Handia + Prayagraj,8419000,0
Awdhesh Kumar,Aazad Samaj Party (Kanshi Ram),0,12th Pass,48,Meja + Prayagraj,302000,800000
Babaloo Kumar,Jan Adhikar Party,0,Graduate,33,Meja + Prayagraj,12450000,650000
Dayashankar,Vikassheel Insaan Party, 1 ,12th Pass,48,Meja + Prayagraj,153100,0
Dhirendra Pratap,Bhartiya Shakti Chetna Party,0,Post Graduate,43,Meja + Prayagraj,10131000,0
Haider Abbas,LJP,0,Graduate,29,Meja + Prayagraj,8900,0
Neelam Karvariya,BJP,0,Post Graduate,52,Meja + Prayagraj,215698518,5927120
Praveen Kumar,Samyak Party,0,Post Graduate,38,Meja + Prayagraj,21300,0
Ram Kumar Mishra,AAP,0,Doctorate,43,Meja + Prayagraj,3030834,7123357
Rampal,Parivartan Samaj Party, 3 ,10th Pass,49,Meja + Prayagraj,11381000,300000
Sandeep Singh,SP, 3 ,Graduate,51,Meja + Prayagraj,111292361,36424458
Sarvesh Chandra Tiwari,BSP, 9 ,Post Graduate,37,Meja + Prayagraj,7528560,0
Shalini Dwivedi,INC,0,Post Graduate,27,Meja + Prayagraj,233500,0
Shrikant,Pragatisheel Manav Samaj Party,0,12th Pass,60,Meja + Prayagraj,3910000,0
Vivekanand,Bharat Vaibhav Party,0,12th Pass,48,Meja + Prayagraj,100000,0
Anil Kumar Singh,Bahujan Mukti Party,0,Graduate,43,Karachhana + Prayagraj,1104741,550000
Arvind Kumar Shukla,BSP,0,12th Pass,41,Karachhana + Prayagraj,14427406,10140788
Dhanraj Singh,Yuva Vikas Party,0,Post Graduate,46,Karachhana + Prayagraj,3361000,2000000
Jagannath Patel,AAP,0,Graduate,64,Karachhana + Prayagraj,9778500,0
Om Guru Charan Das,Sanatan Sanskriti Raksha Dal,0,10th Pass,47,Karachhana + Prayagraj,287000,0
Piyush Ranjan Nishad,BJP, 2 ,12th Pass,49,Karachhana + Prayagraj,97600969,8948624
Pramod Kumar,IND,0,Graduate,40,Karachhana + Prayagraj,1478600,61000
Rajupal,Rashtriya Shoshit Samaj Party,0,Graduate,35,Karachhana + Prayagraj,1050000,500000
Rinki Patel,INC,0,Graduate,28,Karachhana + Prayagraj,213000,500000
Ujjwal Raman Singh,SP,0,Graduate Professional,49,Karachhana + Prayagraj,236523888,22200080
Vinay Kumar,IND,0,Graduate,34,Karachhana + Prayagraj,770000,0
Adv. Sushmita Raghav,AAP,0,Graduate Professional,43,Allahabad West + Prayagraj,11124725,2936818
Ajay Kumar Gupta,IND,0,Post Graduate,53,Allahabad West + Prayagraj,5739000,0
Ajeet Kumar Chaudhary,Peoples Party of India (Democratic),0,Graduate Professional,35,Allahabad West + Prayagraj,2441000,300000
Dilshad Ahmad,National Democratic Peoples Front,0,Literate,30,Allahabad West + Prayagraj,31900,0
Ganesh Ji Tripathi,IND, 1 ,Graduate,57,Allahabad West + Prayagraj,15372000,0
Gulam Qadir,BSP,0,8th Pass,48,Allahabad West + Prayagraj,13554255,1000000
Kamar Jahan,IND,0,12th Pass,31,Allahabad West + Prayagraj,239164,0
Kamlesh Kumar Singh,Parivartan Samaj Party,0,12th Pass,34,Allahabad West + Prayagraj,25335000,0
Richa Singh,SP, 16 ,Doctorate,35,Allahabad West + Prayagraj,3772356,0
Saklain Mushtak,IND,0,8th Pass,26,Allahabad West + Prayagraj,110000,0
Sidharth Nath Singh,BJP,0,Graduate,58,Allahabad West + Prayagraj,323897885,76035288
Tasleem Uddin,INC,0,12th Pass,58,Allahabad West + Prayagraj,40088153,3160273
Anil,IND,0,Graduate Professional,54,Allahabad North + Prayagraj,3455669,0
Anugrah Narain Singh,INC, 1 ,Graduate Professional,70,Allahabad North + Prayagraj,13345785,0
Harshvardhan Bajpai,BJP, 2 ,Graduate Professional,40,Allahabad North + Prayagraj,86702441,5370184
Mo. Ali,All India Majlis-E-Ittehadul Muslimeen,0,Graduate,56,Allahabad North + Prayagraj,8131100,0
Rajeev Kumar Pandey,Akhil Bharatiya Socialist Party,0,Post Graduate,52,Allahabad North + Prayagraj,46767094,0
Ratan Srivastava,Rashtravadi Vikas Party,0,Graduate,49,Allahabad North + Prayagraj,21367619,1800000
Sandeep Yadav,SP, 35 ,Graduate,32,Allahabad North + Prayagraj,582021,0
Sanjay Goswami,BSP,0,12th Pass,58,Allahabad North + Prayagraj,73968606,96227230
Sanjiv Mishra,AAP,0,Graduate,45,Allahabad North + Prayagraj,26995316,9003771
Alpana Nishad,INC,0,Graduate Professional,36,Allahabad South + Prayagraj,3391562,0
Altaf Ahmad,AAP, 9 ,Graduate Professional,43,Allahabad South + Prayagraj,679571,3197134
Devendra Mishra Nagraha,BSP, 1 ,Graduate Professional,55,Allahabad South + Prayagraj,30396465,3776172
Gopal Swaroop Joshi,IND,0,12th Pass,75,Allahabad South + Prayagraj,1594101,0
Kailash Chandra Kesarwani,Samyak Party,0,Literate,60,Allahabad South + Prayagraj,494026,0
Kamala Prasad,Ambedkar Yug Party,0,Graduate Professional,56,Allahabad South + Prayagraj,4075000,0
Mohammad Farhan,All India Majlis-E-Ittehadul Muslimeen, 1 ,Graduate Professional,32,Allahabad South + Prayagraj,6861391,250000
Nand Gopal Gupta (Nandi),BJP, 7 ,12th Pass,47,Allahabad South + Prayagraj,373206000,50828000
Raish Chandra Shukla,SP,0,12th Pass,60,Allahabad South + Prayagraj,100722123,27551251
Santosh Pal,Bhartiya Shakti Chetna Party,0,Graduate Professional,41,Allahabad South + Prayagraj,509062,0
Ajay,SP,0,Graduate,44,Bara (Sc) + Prayagraj,60525432,14757470
Ajeet Bhaskar,IND,0,Post Graduate,33,Bara (Sc) + Prayagraj,1402787,0
Ayodhya Prasad Kol,CPI, 1 ,Graduate Professional,42,Bara (Sc) + Prayagraj,1157933,0
Dr Ajay Kumar,BSP, 2 ,Post Graduate,53,Bara (Sc) + Prayagraj,100790600,4189000
Kanhaiya Lal,AAP,0,Graduate,64,Bara (Sc) + Prayagraj,39371000,0
Manju Sant,INC,0,Post Graduate,42,Bara (Sc) + Prayagraj,6477451,300000
Rajendra Prasad,IND,0,12th Pass,37,Bara (Sc) + Prayagraj,7078000,0
Ram Kumar Vidyarthi,Peoples Party of India (Democratic),0,Graduate,59,Bara (Sc) + Prayagraj,2163782,0
Ravita Devi,Jan Kalyan Party,0,8th Pass,42,Bara (Sc) + Prayagraj,475233,0
Sumitra Varun,Akhil Bharatiya Socialist Party,0,Doctorate,71,Bara (Sc) + Prayagraj,8734840,0
Vachaspati,Apna Dal (Soneylal), 4 ,Post Graduate,65,Bara (Sc) + Prayagraj,182299003,0
Vivek Kumar,IND,0,Graduate,33,Bara (Sc) + Prayagraj,2207000,0
Akabal Bahadur,Rashtriya Samaj Dal (R),0,5th Pass,53,Koraon (Sc) + Prayagraj,11300000,0
Arati Devi,SHS,0,Graduate,35,Koraon (Sc) + Prayagraj,2640000,1000000
Ashok Dhuriya,Jan Adhikar Party,0,Graduate Professional,49,Koraon (Sc) + Prayagraj,137254,0
Chiraunji Lal,CPI(M),0,12th Pass,57,Koraon (Sc) + Prayagraj,672100,0
Dharmadas,Vikassheel Insaan Party,0,Literate,67,Koraon (Sc) + Prayagraj,630319,0
Harish Chandra,AAP,0,12th Pass,63,Koraon (Sc) + Prayagraj,10650000,0
Raj Mani,BJP,0,Post Graduate,61,Koraon (Sc) + Prayagraj,6933477,0
Rajbali Jaisal,BSP, 2 ,Graduate,54,Koraon (Sc) + Prayagraj,12334462,10000000
Ram Deo,SP, 3 ,Literate,57,Koraon (Sc) + Prayagraj,3676100,103400
Ramkripal,INC, 2 ,Graduate,57,Koraon (Sc) + Prayagraj,2496997,0
Santosh Kumar,Sanatan Sanskriti Raksha Dal,0,12th Pass,29,Koraon (Sc) + Prayagraj,128000,0
Siya Ram,Samyak Party,0,12th Pass,38,Koraon (Sc) + Prayagraj,903000,0
Babulal,Sabka Dal United,0,8th Pass,46,Bachhrawan (Sc) + Rae Bareli,4125000,0
Chandrashekhar,Moulik Adhikar Party,0,Literate,40,Bachhrawan (Sc) + Rae Bareli,364500,0
Deepanker,AAP,0,Post Graduate,25,Bachhrawan (Sc) + Rae Bareli,57500,0
Lajwanti Kuril,BSP,0,10th Pass,49,Bachhrawan (Sc) + Rae Bareli,21746413,2240946
Laxmikant,Apna Dal (Soneylal),0,8th Pass,41,Bachhrawan (Sc) + Rae Bareli,7658000,0
Om Prakash,IND,0,Post Graduate,43,Bachhrawan (Sc) + Rae Bareli,2165000,190000
Pooja Jaisawar,IND,0,Graduate Professional,27,Bachhrawan (Sc) + Rae Bareli,62000,0
Shyam Sunder,SP, 1 ,10th Pass,54,Bachhrawan (Sc) + Rae Bareli,6416150,0
Sushil Kumar Pasi,INC, 2 ,Post Graduate,46,Bachhrawan (Sc) + Rae Bareli,24665319,134639
Ashok Kumar,IND, 2 ,10th Pass,49,Harchandpur + Rae Bareli,1302000,0
Bachchu Lal,IND,0,Illiterate,62,Harchandpur + Rae Bareli,183772,0
Girja Shankar,Sabka Dal United,0,Post Graduate,63,Harchandpur + Rae Bareli,4702000,0
Rahul Kumar,IND,0,Graduate,30,Harchandpur + Rae Bareli,265686,0
Rahul Rajpoot,SP,0,Graduate,25,Harchandpur + Rae Bareli,27597000,0
Rakesh Kumar,IND,0,10th Pass,55,Harchandpur + Rae Bareli,879400,0
Rakesh Singh,BJP, 2 ,Graduate,46,Harchandpur + Rae Bareli,336272775,9331380
Ram Mohan Sahu,Parivartan Samaj Party,0,12th Pass,46,Harchandpur + Rae Bareli,6838100,140000
Ram Swaroop,Bahujan Mukti Party,0,Graduate Professional,58,Harchandpur + Rae Bareli,2238000,0
Rupesh Chandra Vishwakarma,IND,0,Post Graduate,30,Harchandpur + Rae Bareli,41438,0
Sher Bahadur,BSP, 3 ,Graduate,36,Harchandpur + Rae Bareli,11282000,0
Surendra Vikram Singh,INC, 2 ,12th Pass,60,Harchandpur + Rae Bareli,26773231,0
Sushma,Log Party,0,Graduate,32,Harchandpur + Rae Bareli,554009,0
Vimal Kishor,AAP,0,Post Graduate,47,Harchandpur + Rae Bareli,8718873,0
Aditi Singh,BJP,0,Post Graduate,34,Rae Bareli + Rae Bareli,309853494,36181193
Dr. Manish Chauhan,INC,0,Post Graduate,47,Rae Bareli + Rae Bareli,162075203,30982124
Gaurav Singh,AAP,0,Graduate,33,Rae Bareli + Rae Bareli,1972934,832000
Kuldeep Yadav,IND,0,Post Graduate,31,Rae Bareli + Rae Bareli,118800,0
Mahmood Ahmad,IND,0,Literate,44,Rae Bareli + Rae Bareli,128000,0
Mansingh Patel,Akhil Bhartiya Apna Dal, 3 ,Post Graduate,62,Rae Bareli + Rae Bareli,20060000,0
Mo. Ashraf,BSP,0,8th Pass,44,Rae Bareli + Rae Bareli,7407569,0
Phoolchandra,CPI(ML)(L), 1 ,Literate,44,Rae Bareli + Rae Bareli,518500,0
Radhe Shyam,Jan Adhikar Party, 2 ,Graduate,36,Rae Bareli + Rae Bareli,4123000,2500000
Raghvendra,Hindustan Samaj Party,0,Graduate,50,Rae Bareli + Rae Bareli,1170000,470000
Ram Bahadur,IND,0,8th Pass,43,Rae Bareli + Rae Bareli,848000,0
Ram Pratap Yadav,SP, 8 ,Post Graduate,51,Rae Bareli + Rae Bareli,2302515,1000
Sartaj Ali,IND, 1 ,Graduate,38,Rae Bareli + Rae Bareli,1260609,160300
Suryanath,Aazad Samaj Party (Kanshi Ram),0,Post Graduate,43,Rae Bareli + Rae Bareli,799000,0
Amit Kumar,JD(U),0,12th Pass,32,Salon (Sc) + Rae Bareli,1053000,0
Arjun Kumar,INC, 2 ,Post Graduate,31,Salon (Sc) + Rae Bareli,13168202,2735000
Ashok Kumar,BJP,0,Post Graduate,42,Salon (Sc) + Rae Bareli,6586548,500000
Jagdish Prasad,SP,0,Graduate Professional,66,Salon (Sc) + Rae Bareli,153205987,0
Kamalesh,IND,0,Graduate,51,Salon (Sc) + Rae Bareli,4891100,2500000
Radheyshyam,AAP,0,10th Pass,45,Salon (Sc) + Rae Bareli,1659000,0
Shakti Shekhar,IND,0,12th Pass,36,Salon (Sc) + Rae Bareli,215000,92000
Sudarshan Ram,Bhartiya Panchsheel Party,0,Others,64,Salon (Sc) + Rae Bareli,7526539,0
Svati Singh,BSP,0,Graduate,28,Salon (Sc) + Rae Bareli,45026000,2000000
Abhay Kumar,IND,0,12th Pass,36,Sareni + Rae Bareli,442000,0
Anil Kumar,IND,0,Graduate,50,Sareni + Rae Bareli,1028000,0
Devendra Pal,AAP,0,Graduate Professional,27,Sareni + Rae Bareli,131495,0
Devendra Pratap Singh,SP,0,Post Graduate,64,Sareni + Rae Bareli,26598082,1542811
Dharmendra Kumar,Rashtrawadi Party of India,0,Graduate,49,Sareni + Rae Bareli,1343045,434479
Dhirendra Bahadur Singh,BJP, 10 ,Graduate Professional,57,Sareni + Rae Bareli,17940469,6800000
Hori Lal,Pragatisheel Samaj Party,0,Graduate Professional,64,Sareni + Rae Bareli,968500,135000
Manoj Kumar Sharma,Vikassheel Janta Party,0,8th Pass,37,Sareni + Rae Bareli,8966222,6800000
Manorama,Akhil Bhartiya Apna Dal,0,Illiterate,60,Sareni + Rae Bareli,1130000,0
Ram Manohar,Voters Party International,0,Literate,71,Sareni + Rae Bareli,1306894,0
Shivpratap Singh,IND,0,Graduate,37,Sareni + Rae Bareli,5503000,0
Sohan Lal,India Praja Bandhu Party,0,8th Pass,55,Sareni + Rae Bareli,1086500,0
Sudha Dwivedi,INC, 1 ,Post Graduate,50,Sareni + Rae Bareli,150077090,7500000
Thakur Prasad Yadav,BSP,0,12th Pass,54,Sareni + Rae Bareli,121867971,20366529
Akshay Pratap Singh,IND,0,Graduate,33,Unchahar + Rae Bareli,4665000,400000
