Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
RAJIV RANJAN SINGH,SP,0,Graduate,49,Aurangabad + Bihar,1332303,1200
RAMESHWAR SINGH,IND,0,Graduate,51,Aurangabad + Bihar,989000,50000
SARJOON PASWAN,IND,0,Not Given,25,Aurangabad + Bihar,185000,0
SUSHIL KUMAR SINGH,JD(U), 4 ,Post Graduate,39,Aurangabad + Bihar,14259836,375144
UCHIT NARAIN SINGH,IND,0,8th Pass,52,Aurangabad + Bihar,5000,0
GANESH PRASAD SINGH   Winner ,RJD,0,Post Graduate,57,Jahanabad + Bihar,8990298,294350
AJAY KUMAR BHADANI,IND,0,Graduate,47,Jahanabad + Bihar,5000,0
ARUN KUMAR,JD(U), 1 ,Doctorate,44,Jahanabad + Bihar,10594721,398145
ATENDRA SINGH,IND,0,10th Pass,29,Jahanabad + Bihar,22430000,0
CHANDRASHEKHAR SINGH ALIAS CHANDRASHEKHAR PRASAD YADAV,IND,0,Not Given,41,Jahanabad + Bihar,129000,0
JAGYA NAND SINGH,IND,0,12th Pass,30,Jahanabad + Bihar,142000,0
MAHANAND PRASAD,CPI(ML)(L), 3 ,12th Pass,38,Jahanabad + Bihar,191600,0
NAUSHAD AHMAD,BSP,0,10th Pass,51,Jahanabad + Bihar,856500,0
RAM SINGHASAN SINGH,AD,0,10th Pass,49,Jahanabad + Bihar,450400,4000
RAMASHRAY PRASAD SINGH,SPVD,0,Not Given,79,Jahanabad + Bihar,2322751,200000
SADHU SINHA,IND,0,Graduate,59,Jahanabad + Bihar,445766,0
SATYENDRA PRASAD YADAV,IND, 2 ,8th Pass,43,Jahanabad + Bihar,366000,0
SHEO PUJAN SINGH,JP,0,10th Pass,65,Jahanabad + Bihar,550000,73000
TAPSI SINGH,IND,0,10th Pass,56,Jahanabad + Bihar,1405000,0
VIRCHANDRA PASWAN   Winner ,RJD,0,Post Graduate,41,Nawada + Bihar,1797522,135728
BANBARI RAM,IND,0,Not Given,54,Nawada + Bihar,0,0
BHOLA RAM,BSP,0,Not Given,44,Nawada + Bihar,45000,0
DALIT PASWAN,IJP,0,Post Graduate,61,Nawada + Bihar,3013957,0
HARI CHOUDHARY,IND,0,Not Given,34,Nawada + Bihar,35200,0
MAHENDRA PASWAN,JP,0,Not Given,26,Nawada + Bihar,0,0
MEWALAL RAJWANSHI,CPI(ML)(L), 1 ,Others,37,Nawada + Bihar,20000,0
NAGANDRA KUMAR VIKAL,IND,0,Post Graduate,29,Nawada + Bihar,413000,0
POLISH KUMAR DAS,IND,0,Graduate,47,Nawada + Bihar,0,0
PRAMOD KUMAR AKELA,IND,0,Graduate,33,Nawada + Bihar,590000,0
RAGHUNANDAN MOCHI,IND,0,12th Pass,39,Nawada + Bihar,48400,0
SANJAY PASWAN,BJP,0,Doctorate,43,Nawada + Bihar,3401950,50000
SHIVLAL RAJAK,IND,0,10th Pass,39,Nawada + Bihar,163000,0
VIJAY RAVIDAS,IND,0,Graduate,34,Nawada + Bihar,79200,0
RAJESH KUMAR MANJHI   Winner ,RJD,0,8th Pass,32,Gaya + Bihar,0,26000
AJAY KUMAR CHOUDHARY,IND,0,Doctorate,43,Gaya + Bihar,5652,63000
BALBIR CHAND,BJP,0,Graduate,60,Gaya + Bihar,6376167,0
JANKI PASWAN,CPI,0,12th Pass,49,Gaya + Bihar,170600,0
LALDEV MANJHI,IND,0,Others,35,Gaya + Bihar,0,0
MANOJ KUMAR,SP,0,Graduate Professional,27,Gaya + Bihar,425000,0
NIRANJAN KUMAR,CPI(ML)(L),0,Graduate,32,Gaya + Bihar,270000,0
RAJU MANJHI,IND,0,10th Pass,42,Gaya + Bihar,0,5000
RAMADHAR RAJWAR,IJP,0,8th Pass,34,Gaya + Bihar,105000,0
SHAKTI RAJ,BSP,0,Graduate,25,Gaya + Bihar,94500,0
SURBALA KRISHNA,IND,0,Graduate,27,Gaya + Bihar,524000,0
VISHWANATH CHAUDAHARY,AD,0,Graduate,31,Gaya + Bihar,583000,0
PAWAN KUMAR BANSAL   Winner ,INC,0,Graduate Professional,55,Chandigarh + Chandigarh,17550052,0
ARVIND JAIN,IND,0,Graduate,43,Chandigarh + Chandigarh,7884180,0
BHUPINDER PAL,IND,0,12th Pass,28,Chandigarh + Chandigarh,203000,89385
DAULAT KULDEEP SINGH,IND,0,Graduate,58,Chandigarh + Chandigarh,80000,0
DHARAM PAUL SHARMA,IND,0,Post Graduate,47,Chandigarh + Chandigarh,2882817,0
GHANSHYAM LAL,IND,0,Others,42,Chandigarh + Chandigarh,15076200,0
GURCHARAN SINGH,IND,0,Graduate,72,Chandigarh + Chandigarh,10850000,0
HARMOHAN DHAWAN,INLD,0,Post Graduate,64,Chandigarh + Chandigarh,37745991,0
HEM RAJ,BSP,0,Graduate Professional,45,Chandigarh + Chandigarh,4650000,200000
MOHAMMAD IBRAHIM,AD,0,10th Pass,37,Chandigarh + Chandigarh,108100,0
MUKESH KUMAR,IND,0,10th Pass,35,Chandigarh + Chandigarh,433900,21000
PUSHPA KUMAR SINGH,IJP,0,Post Graduate,53,Chandigarh + Chandigarh,162756,0
REKHA SHARMA,IND,0,10th Pass,49,Chandigarh + Chandigarh,30717,0
SATYA PAL JAIN,BJP,0,Post Graduate,51,Chandigarh + Chandigarh,21531861,468108
SURINDER PAL,IND,0,Graduate,34,Chandigarh + Chandigarh,1191200,766700
VINAY KUMAR,BSJM,0,Post Graduate,37,Chandigarh + Chandigarh,330000,125000
NAND KUMAR SAI   Winner ,BJP, 1 ,Post Graduate,65,Surguja + Chhattisgarh,3124000,610000
KHELSAY SINGH,INC,0,Post Graduate,56,Surguja + Chhattisgarh,10893344,0
RAMLAKHAN,IND,0,Literate,60,Surguja + Chhattisgarh,365000,0
RAMNARAYAN SINGH AYAM,BSP,0,Graduate,35,Surguja + Chhattisgarh,726164,0
VISHNUDEO SAI   Winner ,BJP,0,12th Pass,39,Raigarh + Chhattisgarh,899500,70546
AMRIT TIRKEY,SP,0,Not Given,28,Raigarh + Chhattisgarh,50000,0
GOVIND SINGH NETI,GGP,0,8th Pass,46,Raigarh + Chhattisgarh,360000,0
KRIPA SHANKAR BHAGAT,BSP,0,Post Graduate,29,Raigarh + Chhattisgarh,584010,0
RAMPUKAR SINGH,INC,0,8th Pass,63,Raigarh + Chhattisgarh,4350000,300000
BADKURAM DHRUW,IND,0,Literate,25,Janjgir + Chhattisgarh,0,0
BHAGWATI PRASAD SHUKLA GURUJI,BPSGKD,0,Not Given,63,Janjgir + Chhattisgarh,130000,5000
DHANRAJ PATEL,AD,0,12th Pass,35,Janjgir + Chhattisgarh,460000,0
DR. CHARANDAS MAHANT,INC,0,Doctorate,48,Janjgir + Chhattisgarh,6871000,1161000
DR. VIDYANAND TIWARI,IND,0,Not Given,64,Janjgir + Chhattisgarh,100000,0
DR.URMILA MARKO,GGP,0,Graduate,41,Janjgir + Chhattisgarh,0,0
HAMID (ABDUL HAMID SIDDQIE),IND,0,8th Pass,40,Janjgir + Chhattisgarh,866000,0
HEMLATA,YGP,0,Not Given,33,Janjgir + Chhattisgarh,1460000,0
KANCHAN,SAP,0,Not Given,0,Janjgir + Chhattisgarh,350000,500000
MURTIRAMSAHU,BSP,0,Post Graduate,54,Janjgir + Chhattisgarh,3532449,0
PARSRAM YADAV,IND,0,5th Pass,40,Janjgir + Chhattisgarh,1900000,0
PRAMOD KUMAR,IND,0,Literate,0,Janjgir + Chhattisgarh,300000,0
RAMDAS MAHANT,CSP,0,Not Given,40,Janjgir + Chhattisgarh,0,0
SAHASRAM YADAV,SP,0,Not Given,50,Janjgir + Chhattisgarh,1373,0
SHOBHA LAL PRAJAPTI,LJNSP, 1 ,Graduate,48,Janjgir + Chhattisgarh,92000,0
PUNNULAL MOHLE   Winner ,BJP,0,12th Pass,52,Bilaspur + Chhattisgarh,3727718,0
CHOTELAL SUMER,IND,0,Not Given,28,Bilaspur + Chhattisgarh,0,0
DR. BASANT PAHRE,INC,0,Not Given,43,Bilaspur + Chhattisgarh,0,0
DR. BHAGIRATHI KHUTE,GGP,0,Not Given,47,Bilaspur + Chhattisgarh,0,0
ENGG.RAMESHWAR KHARE,BSP,0,Not Given,40,Bilaspur + Chhattisgarh,0,0
RAMLAL,SP,0,Not Given,43,Bilaspur + Chhattisgarh,0,0
SHEKHAR KUMAR BANJARE,IND,0,Not Given,29,Bilaspur + Chhattisgarh,0,0
GUHARAM AJGALLE   Winner ,BJP,0,Graduate Professional,37,Sarangarh + Chhattisgarh,1768900,0
AWADHRAM BEHARA,IND,0,Post Graduate,31,Sarangarh + Chhattisgarh,777000,0
DAU RAM RATNAKAR,BSP,0,Post Graduate,45,Sarangarh + Chhattisgarh,3050000,252000
DR. GOVIND CHOUHAN,IND,0,Post Graduate,26,Sarangarh + Chhattisgarh,0,0
KARAMCHAND SURYAWANSHI S/O SHRI RAMU SURYAWANSHI,IND,0,12th Pass,35,Sarangarh + Chhattisgarh,579000,0
PARASRAM BHARDWAJ,INC,0,Graduate,57,Sarangarh + Chhattisgarh,8617538,0
RAMASHANKAR,IND,0,10th Pass,34,Sarangarh + Chhattisgarh,50000,0
ROHIT KUMAR CHAUHAN,SP,0,Not Given,65,Sarangarh + Chhattisgarh,1000000,0
SAHEBLAL CHAUHAN,AD,0,Literate,38,Sarangarh + Chhattisgarh,110000,0
SHIV PRASAD,JD(U),0,10th Pass,52,Sarangarh + Chhattisgarh,1207000,0
RAMESH BAIS   Winner ,BJP,0,12th Pass,54,Raipur + Chhattisgarh,9690604,0
BALRAM SINGH YADAV ALIAS BALLU BHAIYA,SP,0,Post Graduate,34,Raipur + Chhattisgarh,350000,34000
DR. HEERAMAN BANJARE,BSP,0,Graduate,55,Raipur + Chhattisgarh,1849773,0
DR. RAMKUMAR SIRMOR,IND, 1 ,Not Given,57,Raipur + Chhattisgarh,3200000,0
KABEER BHAKT ASWANT DAS SAHU KARORPATI JEEVAN BIMA AGENT,IND,0,10th Pass,29,Raipur + Chhattisgarh,1009000,176000
MADHUSUDAN MISHRA JI,ABHM,0,Graduate,37,Raipur + Chhattisgarh,1137595,1147
MANMOHAN SINGH THAKUR (GIRDHARI PANDEY),IND,0,10th Pass,35,Raipur + Chhattisgarh,220000,0
NANHA MARKANDEY,IND,0,Post Graduate,35,Raipur + Chhattisgarh,0,0
PATRAKAR BIMAL KUMAR SAHU SANDI BANGLA,IND,0,12th Pass,40,Raipur + Chhattisgarh,180000,0
PRAKASH GOLCHA (SARAFA SANSAD),IND,0,Graduate,45,Raipur + Chhattisgarh,889976,0
RADHESHYAM SEN,IND,0,12th Pass,34,Raipur + Chhattisgarh,310000,0
SEEDHERAM,GGP,0,Not Given,43,Raipur + Chhattisgarh,250000,300000
SHYAMACHARAN SHUKLA,INC,0,Graduate Professional,79,Raipur + Chhattisgarh,27540381,277483
AJIT  JOGI   Winner ,INC, 2 ,Graduate Professional,57,Mahasamund + Chhattisgarh,8835009,0
COMRED SHIKHA DAS (PATRAKAR),Loktantrik Samajwadi Party, 2 ,Post Graduate,38,Mahasamund + Chhattisgarh,0,0
DHARAMDAS MAHILANG,IND, 1 ,Graduate,55,Mahasamund + Chhattisgarh,2915945,249095
GANPAT SARAIPALI,IND,0,Not Given,68,Mahasamund + Chhattisgarh,0,0
RAJENDRA KUMAR,BSP,0,Graduate,33,Mahasamund + Chhattisgarh,630000,0
SHRIDHAR PATEL,AD,0,Post Graduate,38,Mahasamund + Chhattisgarh,1002000,0
SIYARAM DHARITLAHRE,ABHM,0,Literate,32,Mahasamund + Chhattisgarh,265000,0
SULTAN SINGH SATNAM,IND,0,Not Given,56,Mahasamund + Chhattisgarh,1155000,0
TEN SINGH,CSP,0,Graduate,39,Mahasamund + Chhattisgarh,802864,320000
VIDHYA CHARAN SHUKLA,BJP,0,Graduate,74,Mahasamund + Chhattisgarh,26685182,4632583
SOHAN POTAI   Winner ,BJP,0,Post Graduate,47,Kanker + Chhattisgarh,2113856,71932
ARJUN SINGH THAKUR,BSP,0,Post Graduate,38,Kanker + Chhattisgarh,2910000,720000
G.R.RANA,SP,0,Post Graduate,56,Kanker + Chhattisgarh,1218410,195903
MRS. GANGA POTAI THAKUR,INC,0,Post Graduate,54,Kanker + Chhattisgarh,5712500,0
SUKHRANJAN USENDI,CPM, 1 ,Graduate,27,Kanker + Chhattisgarh,300000,0
SUNDARLAL NETAM,CSP,0,Graduate,29,Kanker + Chhattisgarh,10000,0
BALIRAM KASHYAP   Winner ,BJP, 1 ,8th Pass,67,Bastar + Chhattisgarh,1865382,177442
CHANDRA SHEKHAR DHRUVA (SHEKHAR),IND, 2 ,10th Pass,36,Bastar + Chhattisgarh,100000,0
DASI BAI,IND,0,12th Pass,49,Bastar + Chhattisgarh,35000,0
LAXMINATH BHARTI,BSP,0,12th Pass,53,Bastar + Chhattisgarh,166000,0
MAHENDRA KARMA,INC,0,Graduate,50,Bastar + Chhattisgarh,4046770,21534
RAMNATH SARFE,CPI,0,Post Graduate,45,Bastar + Chhattisgarh,77000,20328
SHIVRAM,CPI(ML)(L),0,8th Pass,28,Bastar + Chhattisgarh,262000,25000
SHKUNTALA ATE,SP,0,5th Pass,30,Bastar + Chhattisgarh,50800,0
TARACHAND SAHU   Winner ,BJP,0,Post Graduate,57,Durg + Chhattisgarh,3205175,1060847
ARUN JOSHI,IND,0,Graduate,34,Durg + Chhattisgarh,0,0
ASHOK KUMAR RAJPUT,IND,0,Literate,40,Durg + Chhattisgarh,333000,0
BALVINDER SINGH,IND,0,Not Given,50,Durg + Chhattisgarh,0,86714
BHARAT BHUSHAN PANDEY,IND, 6 ,12th Pass,42,Durg + Chhattisgarh,1201254,0
BHUPESH BAGHEL,INC,0,Post Graduate,42,Durg + Chhattisgarh,7666901,306050
KIRAN NONI URF KIRAN BETI,IJP,0,Not Given,35,Durg + Chhattisgarh,30000,0
MANHARAN SINGH CHHEDAIHA,IND,0,10th Pass,34,Durg + Chhattisgarh,10000,5000
R. D. JOGANSH,IND,0,12th Pass,63,Durg + Chhattisgarh,258000,0
SHIEKH RASOOL ALIAS DADA BHAI,SP,0,Literate,36,Durg + Chhattisgarh,1620000,0
SHRI MATAJI,BSP,0,12th Pass,36,Durg + Chhattisgarh,425000,0
PRADEEP GANDHI   Winner ,BJP,0,Graduate,39,Rajnandgaon + Chhattisgarh,1699397,486000
AAJU RAM CHANDRAVANSHI,IND,0,Not Given,65,Rajnandgaon + Chhattisgarh,1942442,25000
DEVVRAT SINGH,INC,0,Post Graduate,33,Rajnandgaon + Chhattisgarh,11414118,228171
MOCHI RAM GOND,BSP,0,5th Pass,54,Rajnandgaon + Chhattisgarh,1860000,25000
ROMAN KUMAR SAHU,SP,0,Not Given,35,Rajnandgaon + Chhattisgarh,920000,175000
SANTRAM GOND (CHHEDIYA),IND,0,Not Given,26,Rajnandgaon + Chhattisgarh,15100,0
SMT. PUSHPA NAGDEV,RPI(KH),0,Graduate,40,Rajnandgaon + Chhattisgarh,365000,0
DELKAR MOHANBHAI SANJIBHAI   Winner ,BNP,0,12th Pass,41,Dadra & Nagar Haveli + Dadra & Nagar Haveli,28619160,1296271
GAVLI SITARAM,INC,0,Graduate,48,Dadra & Nagar Haveli + Dadra & Nagar Haveli,9246142,191667
PATEL ANILBHAI,BJP,0,Graduate,33,Dadra & Nagar Haveli + Dadra & Nagar Haveli,841000,0
PATEL UTTAMBHAI,SHS, 6 ,Graduate Professional,37,Dadra & Nagar Haveli + Dadra & Nagar Haveli,79500,285003
PATEL DAHYABHAI VALLABHBHAI   Winner ,INC, 1 ,12th Pass,58,Daman And Diu + Daman & Diu,54787351,6640008
DHODI DHIRU RANCHHOD,BSP,0,Graduate,28,Daman And Diu + Daman & Diu,500,0
GOPAL K. TANDEL,BJP,0,Graduate,50,Daman And Diu + Daman & Diu,28576268,3949827
SHRIPAD YESSO NAIK   Winner ,BJP,0,Graduate,50,Panaji + Goa,4537329,598785
ADV. RAMESH SAKHARAM NAIK,IND,0,Graduate Professional,49,Panaji + Goa,2974500,420000
BHONSLE DHUMA RAJARAM,IND,0,Post Graduate,60,Panaji + Goa,1609500,9780
CHRISTOPHER OSWALD FONSECA,CPI, 1 ,Post Graduate,50,Panaji + Goa,2760263,52215
DSOUZA WILFRED,NCP,0,Graduate Professional,76,Panaji + Goa,17153854,44045
PARESH ATMARAM RAIKAR,MAG,0,Graduate,47,Panaji + Goa,2006000,934658
SAMEER ANANT BANDODKAR,SHS,0,Graduate Professional,37,Panaji + Goa,1801600,120000
ALEMAO CHURCHIL BRAZ   Winner ,INC, 1 ,12th Pass,55,Mormugao + Goa,8675904,8172004
ANGLE RAMAKANT SOIRU,BJP,0,Graduate,54,Mormugao + Goa,68249462,15431905
AUDA VIEGAS,UGDP, 2 ,Post Graduate,58,Mormugao + Goa,12241300,218600
COELHO MIGEL PIEDADE,IND,0,Literate,39,Mormugao + Goa,3240,0
DIAS JAWAHAR EMERCIANO,MAG,0,Post Graduate,48,Mormugao + Goa,8033352,0
FERNANDES EDWIN,IND,0,Graduate Professional,28,Mormugao + Goa,155500,0
PRABHU VISHNU GOPAL,SHS,0,10th Pass,49,Mormugao + Goa,929960,516000
GADHAVI PUSHPADAN SHAMBHUDAN   Winner ,BJP,0,Graduate Professional,63,Kutch + Gujarat,9730221,719633
AHIR  VIKRAMBHAI   Winner ,INC,0,Graduate,48,Jamnagar + Gujarat,4837028,574600
DR. KATHIRIA VALLABHBHAI RAMJIBHAI   Winner ,BJP,0,Graduate Professional,49,Rajkot + Gujarat,7971781,110729
PATEL HARILAL MADHAVJIBHAI (HARIBHAI PATEL)   Winner ,BJP,0,8th Pass,51,Porbandar + Gujarat,7041540,1738534
BARAD JASUBHAI DHANABHAI   Winner ,INC, 2 ,Graduate,49,Junagadh + Gujarat,18457408,0
VIRJIBHAI THUMMAR   Winner ,INC, 1 ,Graduate,43,Amreli + Gujarat,15227334,87000
DILEEP SANGHANI,BJP,0,Post Graduate,49,Amreli + Gujarat,8529967,1881000
RANA RAJENDRASINH GHANASHYAMSINH (RAJUBHAI RANA)   Winner ,BJP,0,Graduate Professional,48,Bhavnagar + Gujarat,2350613,0
VARMA RATILAL KALIDAS   Winner ,BJP,0,Post Graduate,55,Dhandhuka + Gujarat,7900277,3881919
HARIN PATHAK   Winner ,BJP, 1 ,Graduate Professional,56,Ahmedabad + Gujarat,10287931,0
L. K. ADVANI   Winner ,BJP,0,Graduate Professional,76,Gandhinagar + Gujarat,13042443,554000
JIVABHAI AMBALAL PATEL   Winner ,INC,0,10th Pass,70,Mehsana + Gujarat,34602412,0
KANODIA MAHESHKUMAR MITHABHAI   Winner ,BJP,0,Literate,67,Patan + Gujarat,11842032,803206
CHAVDA HARISINHAJI PRATAPSINHAJI   Winner ,INC, 1 ,10th Pass,73,Banaskantha + Gujarat,17693895,0
MADHUSUDAN MISTRY   Winner ,INC,0,Post Graduate,59,Sabarkantha + Gujarat,1826173,125000
VAGHELA SHANKERSINH LAXMANSINH   Winner ,INC,0,Post Graduate,64,Kapadvanj + Gujarat,7004174,0
KATARA BABUBHAI KHIMABHAI   Winner ,BJP,0,Graduate,43,Dohad + Gujarat,700000,109751
SOLANKI BHUPENDRASINH PRABHATSINH   Winner ,BJP,0,Graduate Professional,50,Godhra + Gujarat,2724746,0
DINSHA PATEL   Winner ,INC,0,10th Pass,67,Kaira + Gujarat,5727475,3083830
SOLANKI BHARATSINH MADHAVSINH   Winner ,INC,0,Graduate Professional,50,Anand + Gujarat,996308,0
NARANBHAI  RATHWA   Winner ,INC,0,Post Graduate,51,Chhota Udaipur + Gujarat,2793000,271125
VASAVA MANSUKHBHAI DHANJIBHAI   Winner ,BJP,0,Post Graduate,47,Broach + Gujarat,1583619,0
KASHIRAM RANA   Winner ,BJP,0,Graduate Professional,65,Surat + Gujarat,7677857,0
CHAUDHARY TUSHARBHAI AMARSINHBHAI   Winner ,INC,0,Graduate Professional,36,Mandvi + Gujarat,1817815,400372
KISHANBHAI VESTABHAI PATEL   Winner ,INC, 2 ,10th Pass,39,Bulsar + Gujarat,279461,0
SELJA   Winner ,INC,0,Post Graduate,41,Ambala + Haryana,7176087,0
AMAN KUMAR NAGRA,HVP,0,Literate,49,Ambala + Haryana,359183,0
ARVIND KUMAR SONKAR,ABHM,0,Graduate Professional,31,Ambala + Haryana,17071,0
BALWANT SINGH,INLD,0,Graduate,54,Ambala + Haryana,6981850,381285
CHANDER PAL,BSP,0,10th Pass,56,Ambala + Haryana,7794148,990610
HEM RAJ,LJNSP,0,10th Pass,41,Ambala + Haryana,183053,44260
JASWINDER SINGH,IND,0,12th Pass,45,Ambala + Haryana,2466200,900000
RAM SARUP,IND,0,8th Pass,52,Ambala + Haryana,404000,0
RANBIR SINGH,ES,0,Graduate,36,Ambala + Haryana,1022000,350000
RATTAN LAL KATARIA,BJP,0,Post Graduate,52,Ambala + Haryana,4291700,396413
RAUNAQ SINGH,IND,0,Post Graduate,68,Ambala + Haryana,3867798,50000
SANJEEV GHARU,SAP,0,Graduate,29,Ambala + Haryana,57000,0
SUNIL KUMAR,IND,0,10th Pass,30,Ambala + Haryana,1678,0
NAVEEN JINDAL   Winner ,INC,0,Post Graduate,34,Kurukshetra + Haryana,121295000,0
ABHAY SINGH CHAUTALA,INLD,0,Graduate,41,Kurukshetra + Haryana,38101844,0
ATAM PRAKASH,IND,0,Post Graduate,47,Kurukshetra + Haryana,2066000,22000
BHUPENDER SINGH,IND,0,Graduate,39,Kurukshetra + Haryana,5057500,50000
GURDAYAL SINGH SAINI,BJP,0,10th Pass,57,Kurukshetra + Haryana,11942800,200000
JAGIR SINGH,IND,0,Graduate,38,Kurukshetra + Haryana,6922075,0
JAGMOHAN,IND,0,10th Pass,50,Kurukshetra + Haryana,10328000,0
JAI SINGH,IND,0,Not Given,40,Kurukshetra + Haryana,41500,0
JATINDER SINGH ( KAKKA),HVP,0,Graduate,51,Kurukshetra + Haryana,34693000,0
MONA RAM,BSP,0,Literate,41,Kurukshetra + Haryana,560000,0
RAGHUBIR CHAND,IND,0,10th Pass,43,Kurukshetra + Haryana,439000,0
ROOP CHAND,IND,0,10th Pass,70,Kurukshetra + Haryana,1821500,6000
SARDAR JAGMEET SINGH SAINI,ES,0,Literate,59,Kurukshetra + Haryana,4105408,125754
SUNIL GUPTA,IND,0,10th Pass,44,Kurukshetra + Haryana,68000,5000
VISHAL JOLLY,SP,0,Graduate,35,Kurukshetra + Haryana,890048,140000
ARVIND KUMAR SHARMA   Winner ,INC,0,Post Graduate,42,Karnal + Haryana,5736332,0
ANGREJ SINGH JOON,RGD,0,Graduate Professional,30,Karnal + Haryana,98000,30000
ASHOK KUMAR ARORA,INLD,0,10th Pass,45,Karnal + Haryana,5974456,300000
ASHOK KUMAR KASHYAP,BSP,0,Doctorate,37,Karnal + Haryana,1916540,10465
DULI CHAND MALIK,IND,0,Post Graduate,66,Karnal + Haryana,1900000,327000
I. D. SWAMI,BJP,0,Post Graduate,74,Karnal + Haryana,5932086,11500
KULDIP SHARMA,IND,0,Graduate Professional,47,Karnal + Haryana,3889211,176579
MAHINDER SINGH,CPI(ML)(L),0,Not Given,48,Karnal + Haryana,0,0
MAHINDER SINGH RANA,IND,0,Literate,47,Karnal + Haryana,110000,0
NARESH SACHDEVA,IND,0,10th Pass,41,Karnal + Haryana,322500,0
PREMO ALIAS PREMVATI KASHYAP,FCI,0,Not Given,35,Karnal + Haryana,1040000,0
RAGHUMAL BHATT,SP,0,Post Graduate,36,Karnal + Haryana,211353,0
RAJ KUMAR,ES,0,Post Graduate,35,Karnal + Haryana,1512000,21000
RAJ KUMAR KASHYAP,IND,0,Not Given,41,Karnal + Haryana,650000,0
RAJBIR SINGH CHAUHAN,IND, 2 ,Graduate,56,Karnal + Haryana,2300000,0
RAM CHANDER JANGRA,HVP,0,Not Given,53,Karnal + Haryana,4233103,54500
RAM MEHAR SINGH,IND,0,Graduate Professional,46,Karnal + Haryana,13343789,0
RISHI RAM GUPTA,IND,0,10th Pass,47,Karnal + Haryana,7080000,839000
ROSHAN LAL BINDAL,SHS,0,Graduate,53,Karnal + Haryana,4180000,0
SURINDER SINGH HOODA,LJNSP,0,12th Pass,34,Karnal + Haryana,3536332,750905
KISHAN SINGH SANGWAN   Winner ,BJP,0,Post Graduate,54,Sonepat + Haryana,7777238,847138
BALBIR SINGH,Rashtriya Swabhimaan Party, 1 ,Not Given,48,Sonepat + Haryana,400250,0
BASANT,IND,0,10th Pass,35,Sonepat + Haryana,283000,0
BRAHAM SINGH,IND, 1 ,Post Graduate,52,Sonepat + Haryana,1547000,0
DHARAM PAL SINGH MALIK,INC,0,Post Graduate,60,Sonepat + Haryana,7134286,15288
HARI PARKASH,IND, 2 ,10th Pass,53,Sonepat + Haryana,1027757,0
JAGBIR SINGH MALIK,IND,0,Graduate Professional,50,Sonepat + Haryana,4591603,0
JAGDISH RAI AGGARWAL,IND,0,10th Pass,63,Sonepat + Haryana,9500672,0
JAI KISHAN,IND,0,Graduate,35,Sonepat + Haryana,2910458,80000
KIRPAL SINGH,JD(S),0,Post Graduate,41,Sonepat + Haryana,1022800,0
KRISHAN,IND,0,Graduate,30,Sonepat + Haryana,41500,0
KRISHNA MALIK,INLD,0,Graduate,30,Sonepat + Haryana,41500,0
NAVEEN KUMAR,IND,0,10th Pass,28,Sonepat + Haryana,10000,0
SANT RAM,IND,0,Post Graduate,39,Sonepat + Haryana,586000,0
SATBIR,IND,0,12th Pass,46,Sonepat + Haryana,5452500,150000
SATYA PAL,LJNSP,0,10th Pass,43,Sonepat + Haryana,2056500,312000
SHAMSHER,IND,0,12th Pass,35,Sonepat + Haryana,281000,31200
SITYENDER,IND,0,10th Pass,26,Sonepat + Haryana,57000,0
SUBE SINGH,JCP,0,Post Graduate,56,Sonepat + Haryana,5506672,0
SUGAN GUPTA,BSP,0,10th Pass,50,Sonepat + Haryana,2276412,0
BHUPINDER SINGH   Winner ,INC, 1 ,Graduate Professional,54,Rohtak + Haryana,9486571,457151
ABHIMANYU,BJP,0,Graduate,36,Rohtak + Haryana,44375405,0
AJAY KUMAR,IND,0,Graduate,33,Rohtak + Haryana,76056,0
AJAY SINGH,AIFB,0,12th Pass,34,Rohtak + Haryana,4514500,58000
ANOOP SINGH,RVP,0,10th Pass,33,Rohtak + Haryana,339070,0
ANOOP SINGH MATANHAIL,IND,0,10th Pass,59,Rohtak + Haryana,426152,0
BHARPUR,RLD,0,Post Graduate,39,Rohtak + Haryana,2727000,288521
BHIM SINGH,INLD,0,Graduate,62,Rohtak + Haryana,5804973,439167
BIMLA,BRPP,0,Graduate,28,Rohtak + Haryana,160000,0
GEETA,BSP,0,Doctorate,28,Rohtak + Haryana,912640,200000
HARI SINGH,IND,0,Post Graduate,83,Rohtak + Haryana,553891,0
JAIMAL,RSKP,0,Post Graduate,40,Rohtak + Haryana,288484,0
JAIPAL,IND,0,Literate,59,Rohtak + Haryana,100000,0
KULDEEP SINGH,IND,0,Post Graduate,34,Rohtak + Haryana,247000,0
MUKHTIAR SINGH,IND,0,Post Graduate,49,Rohtak + Haryana,1912000,0
NAFE,IND,0,10th Pass,65,Rohtak + Haryana,1279750,0
RADHE SHYAM,IND,0,8th Pass,49,Rohtak + Haryana,196141,0
RAMPHAL,IND,0,10th Pass,56,Rohtak + Haryana,276518,0
RANVIR SINGH,IND,0,12th Pass,58,Rohtak + Haryana,1042874,0
SAJJAN SINGH,IND,0,8th Pass,55,Rohtak + Haryana,641074,27000
SATENDER,IND,0,Graduate,38,Rohtak + Haryana,3818092,0
SHISHPAL,SAP, 1 ,Post Graduate,50,Rohtak + Haryana,2375038,20000
USHA,HVP,0,Graduate,56,Rohtak + Haryana,6066861,0
