Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Dr. Aditya Langthasa,AIUDF,0,Doctorate,48,Nowgong + Assam,5644731,301684
Faruk Hazarika,IND,0,5th Pass,42,Nowgong + Assam,2408443,700000
Jonjonali Baruah,INC,0,Graduate,55,Nowgong + Assam,41306996,9937766
Rafiqul Islam,AIFB,0,8th Pass,26,Nowgong + Assam,390000,0
Selima Sultana,IND,0,10th Pass,28,Nowgong + Assam,677952,18404
Smt. Mridula Barkakoty,AGP,0,Post Graduate,53,Nowgong + Assam,8081937,752111
Gourav Gogoi   Winner ,INC,0,Post Graduate,31,Kaliabor + Assam,5473199,1042133
Arup Kumar Mahanta,CPI(ML)L,0,Graduate,43,Kaliabor + Assam,458613,0
Bijoy Kr. Tiru,AIUDF,0,Graduate,63,Kaliabor + Assam,5238298,0
Binod Gogoi,IND,0,Graduate,43,Kaliabor + Assam,3600000,0
Dr. Arun Kr. Sarmah,AGP,0,Doctorate,57,Kaliabor + Assam,19515691,4850186
Jinti Gogoi,AAP,0,Graduate,39,Kaliabor + Assam,42000,0
Jiten Gogoi,IND, 1 ,8th Pass,52,Kaliabor + Assam,14407099,2700000
Mantu Saikia,IND,0,10th Pass,34,Kaliabor + Assam,5575521,6168003
Mithual Kumar,AIFB,0,8th Pass,41,Kaliabor + Assam,1630000,0
Mrinal Kumar Saikia,BJP,0,Post Graduate,46,Kaliabor + Assam,3360000,50000
Rahmat Ullah,IND,0,Graduate Professional,30,Kaliabor + Assam,255300,0
Sahaba Ahmed,IND,0,Graduate Professional,39,Kaliabor + Assam,10104000,0
Samsul Alam,AITC,0,Graduate,32,Kaliabor + Assam,605000,0
Kamakhya Prasad Tasa   Winner ,BJP,0,Post Graduate,38,Jorhat + Assam,1694785,0
Bijoy Krishna Handique,INC,0,Post Graduate,82,Jorhat + Assam,43378685,0
Drupad Borgohain,CPI,0,Graduate,68,Jorhat + Assam,1479690,0
Gunin Basumatari,SP,0,Graduate Professional,62,Jorhat + Assam,10322068,217200
Horen Borgohain,AIFB,0,Post Graduate,37,Jorhat + Assam,3260000,800
Manorom Gogoi,AAP,0,Post Graduate,44,Jorhat + Assam,6659665,1647593
Nasir Ahmed,AIUDF,0,Graduate,52,Jorhat + Assam,1830000,0
Prodip Hazarika,AGP,0,Post Graduate,61,Jorhat + Assam,6989852,650000
Rajkumar Dowarah,IND,0,Graduate,43,Jorhat + Assam,487600,0
Ribulaya Gogoi,AITC,0,10th Pass,32,Jorhat + Assam,1383171,0
Rameshwar Teli   Winner ,BJP,0,10th Pass,43,Dibrugarh + Assam,977943,0
Anup Phukon,AGP,0,Post Graduate,56,Dibrugarh + Assam,4737100,3549764
Cheni Ram Moran,AIFB,0,10th Pass,48,Dibrugarh + Assam,824337,0
Navajyoti Kalita,AITC,0,10th Pass,36,Dibrugarh + Assam,25004000,32650000
Paban Singh Ghatowar,INC,0,Graduate,62,Dibrugarh + Assam,49229437,2547986
Subhas Sen,CPI(ML)L,0,12th Pass,64,Dibrugarh + Assam,7032268,0
Sarbananda Sonowal   Winner ,BJP,0,Graduate Professional,52,Lakhimpur + Assam,14497515,0
David Horo,IND,0,10th Pass,36,Lakhimpur + Assam,94000,0
Dhebor Gohain Boruah,AITC,0,Graduate Professional,57,Lakhimpur + Assam,7878597,0
Hariprasad Dihingia,AGP, 2 ,10th Pass,44,Lakhimpur + Assam,80659606,1997168
Hem Kanta Miri,SUCI(C),0,Graduate Professional,32,Lakhimpur + Assam,69500,0
Hiramoni Deka Sonowal,AAP,0,Doctorate,34,Lakhimpur + Assam,192000,0
Hrishikesh Baruah,IND,0,Post Graduate,27,Lakhimpur + Assam,9000,0
Keshab Gogoi,IND,0,Graduate,45,Lakhimpur + Assam,858000,0
Khairul Islam,IND,0,10th Pass,38,Lakhimpur + Assam,413129,0
Mamun Imdadul Haque Chawdhury,AIUDF,0,Post Graduate,34,Lakhimpur + Assam,567483,0
Ranee Narah,INC,0,Graduate,50,Lakhimpur + Assam,88519819,1118242
Ranjit Singh Gorh,IND,0,Graduate,45,Lakhimpur + Assam,4611700,0
Tanish Orang,CPI(ML)L,0,8th Pass,45,Lakhimpur + Assam,295642,0
Satish Dubey   Winner ,BJP, 3 ,10th Pass,39,Valmiki Nagar + Bihar,6061576,626789
Amar Sahani,Bharatiya Ekta Dal,0,Literate,38,Valmiki Nagar + Bihar,2566000,0
Baidhnath Prasad Mahto,JD(U), 2 ,10th Pass,57,Valmiki Nagar + Bihar,14721287,3715011
Dharmesh Prasad Verma,AAP,0,12th Pass,68,Valmiki Nagar + Bihar,23394000,150000
Dilip Varma,IND, 3 ,Graduate,60,Valmiki Nagar + Bihar,109990624,15008466
Doctor Mahato,Janvadi Party(Socialist),0,8th Pass,44,Valmiki Nagar + Bihar,7171000,1250000
Dravyan Uraon,IND,0,Graduate,26,Valmiki Nagar + Bihar,130263,0
Manohar Manoj,IND,0,Post Graduate,45,Valmiki Nagar + Bihar,10280000,0
Nandlal Ram,IND,0,Literate,49,Valmiki Nagar + Bihar,293000,0
Om Shanti Baba,IND,0,Literate,50,Valmiki Nagar + Bihar,190215000,0
Prof. Amaresh Prasad,JMM, 1 ,Doctorate,62,Valmiki Nagar + Bihar,4751000,0
Purnmasi Ram,INC,0,12th Pass,57,Valmiki Nagar + Bihar,54764527,14310110
Shailesh Kumar Diwakar,BSP,0,Post Graduate,34,Valmiki Nagar + Bihar,9860000,600000
Virendra Prasad Gupta,CPI(ML)L, 4 ,12th Pass,45,Valmiki Nagar + Bihar,5222490,22550
Dr. Sanjay Jayaswal   Winner ,BJP, 2 ,Post Graduate,49,Paschim Champaran + Bihar,35941299,6197804
Anand Kaushal Singh,AAP,0,12th Pass,34,Paschim Champaran + Bihar,1506647,506875
Anand Prasad,IND,0,10th Pass,36,Paschim Champaran + Bihar,13570606,248000
Mohan Kumar,IND,0,Post Graduate,35,Paschim Champaran + Bihar,1389158,0
Nafis Ahamad,IND, 1 ,10th Pass,42,Paschim Champaran + Bihar,1517017,49000
Prabhuraj Narayan Rao,CPI(M),0,Graduate,59,Paschim Champaran + Bihar,5361400,45000
Raghunath Jha,RJD,0,12th Pass,68,Paschim Champaran + Bihar,19513745,4508715
Ratan Kumar Sarkar,IND,0,12th Pass,61,Paschim Champaran + Bihar,3271200,0
Said Irsad Akhtar,IND,0,12th Pass,37,Paschim Champaran + Bihar,546818,0
Saiyad Samim Akhtar,BSP, 2 ,10th Pass,57,Paschim Champaran + Bihar,12400000,0
Sri Praksh Jha,JD(U), 1 ,12th Pass,61,Paschim Champaran + Bihar,925480118,552293138
Sunil Kumar Rao,CPI(ML)L, 3 ,Graduate,41,Paschim Champaran + Bihar,9659800,341000
Radha Mohan Singh   Winner ,BJP,0,Graduate,64,Purvi Champaran + Bihar,22558073,4270360
Amit Kumar Chaubey,AAP,0,Post Graduate,30,Purvi Champaran + Bihar,6238000,960000
Anil Kumar Singh,Jai Maha Bharath Party,0,12th Pass,42,Purvi Champaran + Bihar,23846000,0
Awanish Kumar Singh,JD(U),0,12th Pass,49,Purvi Champaran + Bihar,75781467,3477531
Dilip Singh,IND,0,Literate,0,Purvi Champaran + Bihar,11976871,450000
Md Mokim Ansari,JKNPP,0,Graduate Professional,49,Purvi Champaran + Bihar,34581400,0
Md. Nasroodin,Janta Dal Rashtravadi,0,Post Graduate,42,Purvi Champaran + Bihar,16718500,0
Parasnath Pandey,Janvadi Party(Socialist),0,Graduate,55,Purvi Champaran + Bihar,13750000,500000
Pawan Kumar,Kalinga Sena,0,Graduate,25,Purvi Champaran + Bihar,451086,0
Pramod Kumar Pandey,IND,0,10th Pass,41,Purvi Champaran + Bihar,5670105,0
Raghunath Gupta,SP,0,12th Pass,64,Purvi Champaran + Bihar,20700955,1509000
Shambhu Das,IND, 2 ,Literate,38,Purvi Champaran + Bihar,2549763,0
Shatruhan Tiwary,Bajjikanchal Vikas Party,0,8th Pass,48,Purvi Champaran + Bihar,85248200,0
Suresh Paswan,BSP,0,10th Pass,41,Purvi Champaran + Bihar,4087271,171000
Vinod Kumar Shrivastava,RJD,0,Graduate,54,Purvi Champaran + Bihar,65885912,2000000
Rama Devi   Winner ,BJP, 6 ,Graduate Professional,65,Sheohar + Bihar,308591850,0
Angesh Kumar,BSP, 2 ,Graduate Professional,43,Sheohar + Bihar,179440000,5750000
Jagranath Sahani,Sarvajan Kalyan Loktantrik Party, 1 ,Post Graduate,31,Sheohar + Bihar,2462500,0
Jata Shankar Aatreya,Rajnaitik Vikalp Party,0,Post Graduate,51,Sheohar + Bihar,12081068,534719
Lakshman Paswan,JMM,0,8th Pass,47,Sheohar + Bihar,237345,0
Lovely Anand,SP, 1 ,Graduate,39,Sheohar + Bihar,12804755,0
Md Anwarul Haque,RJD, 7 ,Others,70,Sheohar + Bihar,19580000,1149181
Md Nasruddin Ansari,National Lokmat Party,0,Literate,41,Sheohar + Bihar,184000,0
Ram Lobhit Paswan,Bahujan Mukti Party,0,Literate,67,Sheohar + Bihar,1790554,0
Rama Shankar Singh,AIFB,0,12th Pass,40,Sheohar + Bihar,3012000,1000000
Ramashish Mahto,IND,0,8th Pass,69,Sheohar + Bihar,4134220,0
Sanjay Prasad,IND,0,10th Pass,43,Sheohar + Bihar,8172300,399000
Shahid Ali Khan,JD(U), 3 ,Graduate Professional,54,Sheohar + Bihar,47446000,2985065
Shatrughan Sahu,AAP,0,Post Graduate,38,Sheohar + Bihar,2204235,0
Shivanandan Prasad,IND,0,Post Graduate,70,Sheohar + Bihar,50204169,0
Ram Kumar Sharma   Winner ,Rashtriya Lok Samta Party,0,Post Graduate,50,Sitamarhi + Bihar,9265000,82000
Ajay Kumar,IND, 1 ,12th Pass,37,Sitamarhi + Bihar,716000,0
Arjun Rai,JD(U), 1 ,Doctorate,42,Sitamarhi + Bihar,17523332,641651
Bharat Bhushan Sahni,Sarvajan Kalyan Loktantrik Party,0,12th Pass,44,Sitamarhi + Bihar,350000,261000
Chandrika Prasad,IND,0,12th Pass,39,Sitamarhi + Bihar,1091362,45520
Jai Kumar Chaudhary,Lok Dal,0,Graduate,36,Sitamarhi + Bihar,1007900,0
Kishori Das,AAP, 2 ,Post Graduate,63,Sitamarhi + Bihar,2120000,0
Mahendra Prasad,Samajwadi Janata Party (Rashtriya),0,Graduate,45,Sitamarhi + Bihar,1606100,0
Mahesh Kumar,BSP, 3 ,Post Graduate,48,Sitamarhi + Bihar,12136000,800000
Mahesh Nandan Singh,IND,0,Graduate,44,Sitamarhi + Bihar,1701000,0
Mohammad Faiyaz Ahmad,IND,0,12th Pass,29,Sitamarhi + Bihar,6575600,0
Narendra Mishra,IND,0,Post Graduate,56,Sitamarhi + Bihar,1626000,0
Rajeev Ranjan,AITC,0,Graduate Professional,35,Sitamarhi + Bihar,79505000,4000000
Satyendra Bhandari,Bahujan Mukti Party,0,10th Pass,38,Sitamarhi + Bihar,1006000,0
Sitaram Yadav,RJD,0,Graduate Professional,66,Sitamarhi + Bihar,63472115,2091108
Sone Lal Sah,IND,0,8th Pass,66,Sitamarhi + Bihar,2584902,0
Surendra Kumar,Bajjikanchal Vikas Party,0,Graduate,33,Sitamarhi + Bihar,635479,595000
Syed Abu Dojana,SP,0,Graduate,49,Sitamarhi + Bihar,66353562,0
Vinod Sah,IND,0,Literate,48,Sitamarhi + Bihar,1758542,0
Hukum Deo Narayan Yadav   Winner ,BJP,0,Graduate,77,Madhubani + Bihar,77978890,0
Abdul Bari Siddiqui,RJD, 3 ,12th Pass,62,Madhubani + Bihar,16343817,2718221
Anirud Sahu,Samajwadi Janata Party (Rashtriya),0,12th Pass,41,Madhubani + Bihar,586000,800
Dhruv Narayan Karn,CPI(ML)L, 7 ,10th Pass,54,Madhubani + Bihar,2262312,21250
Faiz Ahmad,Jai Prakash Janata Dal, 2 ,Post Graduate,34,Madhubani + Bihar,326684,0
Harinarayan Yadav,BSP, 1 ,10th Pass,49,Madhubani + Bihar,12547000,25000
Kumari Rita,SHS,0,Graduate,34,Madhubani + Bihar,2555000,0
Neeraj Pathak,AAP,0,Graduate,30,Madhubani + Bihar,13763263,120000
Professor Gulam Gaus,JD(U), 1 ,Post Graduate,52,Madhubani + Bihar,10324645,403333
Ratneshwar Jha,Akhil Bhartiya Mithila Party,0,12th Pass,50,Madhubani + Bihar,1214000,0
Vijay Kumar,IND,0,12th Pass,26,Madhubani + Bihar,51300,0
Birendra Kumar Chaudhary   Winner ,BJP,0,Post Graduate,60,Jhanjharpur + Bihar,5158792,0
Akthaar Ali,Jai Prakash Janata Dal,0,Graduate,44,Jhanjharpur + Bihar,116600,0
Awdhesh Kumar Shingh,IND,0,Graduate,46,Jhanjharpur + Bihar,1280000,134
Barun Kumar Jha,IND,0,Graduate Professional,52,Jhanjharpur + Bihar,48626946,0
Bighnesh Bhagat,Bahujan Mukti Party,0,Graduate,41,Jhanjharpur + Bihar,2092390,0
Bipin Kumar Jha,Bharat Vikas Morcha,0,Graduate,35,Jhanjharpur + Bihar,4051668,300000
Chandramohan Jha,IND, 3 ,Doctorate,59,Jhanjharpur + Bihar,138813648,51588
Chhedi Ram,IND,0,Literate,35,Jhanjharpur + Bihar,17707,0
Davendra Prasad Yadav,JD(U),0,Graduate,58,Jhanjharpur + Bihar,7941707,600000
Dr. Binay Kumar Jha,IND,0,Graduate Professional,56,Jhanjharpur + Bihar,664000,15000
Haidar,VANCHITSAMAJ INSAAF PARTY, 3 ,Others,49,Jhanjharpur + Bihar,640000,0
Ibrahim Abbasi,IND,0,5th Pass,36,Jhanjharpur + Bihar,555764,0
Janak Roy,IND,0,Literate,71,Jhanjharpur + Bihar,75000,0
Mangni Lal Mandal,RJD, 3 ,Post Graduate,65,Jhanjharpur + Bihar,76950805,1654819
Manilal Sahu,BSP,0,5th Pass,69,Jhanjharpur + Bihar,3001000,0
Md. Faiyaz Khan,Janta Dal Rashtravadi,0,Post Graduate,45,Jhanjharpur + Bihar,26805000,0
Pawan Kumar,IND,0,Graduate,37,Jhanjharpur + Bihar,5165500,0
Ram Chandra Safi,IND,0,10th Pass,47,Jhanjharpur + Bihar,475666,44100
Tiliya Devi,AAP, 1 ,Literate,66,Jhanjharpur + Bihar,301462,25000
Kirti Azad   Winner ,BJP, 4 ,Graduate,55,Darbhanga + Bihar,28531267,431860
Brahmadeo Prasad Karyee,Bajjikanchal Vikas Party,0,Doctorate,61,Darbhanga + Bihar,4328327,919512
Colonel Lakshmeshwar Mishra,CPI(ML)L,0,Graduate Professional,55,Darbhanga + Bihar,15406445,2079445
"Durganand Mahavir Nayak,",BSP, 2 ,Post Graduate,42,Darbhanga + Bihar,63562000,304995
"Faizal Ahmad,",Janta Dal Rashtravadi,0,Graduate,28,Darbhanga + Bihar,60000,0
Hriday Narayun Yadav,CPI(M), 2 ,8th Pass,72,Darbhanga + Bihar,7363000,51576
Jainath,Bahujan Mukti Party,0,10th Pass,33,Darbhanga + Bihar,3295482,0
Kedar Kumar Keshav,SHS,0,Post Graduate,46,Darbhanga + Bihar,8366241,0
Krishna Kumar Paswan,IND,0,Graduate,29,Darbhanga + Bihar,22000,0
Md. Ali Ashraf Fatmi,RJD,0,Post Graduate,60,Darbhanga + Bihar,16036505,0
Prabhat Ranjan Das,AAP,0,Doctorate,56,Darbhanga + Bihar,364642463,0
Pradeep Paswan,IND, 1 ,12th Pass,38,Darbhanga + Bihar,392707,0
Praveen Kumar Jha,IND,0,Post Graduate,41,Darbhanga + Bihar,11558930,0
"Sadre Alam Khan,",Akhil Bhartiya Mithila Party,0,10th Pass,65,Darbhanga + Bihar,1726698,0
Sanjay Kumar Jha,JD(U),0,Post Graduate,46,Darbhanga + Bihar,181383957,0
Ajay Nishad   Winner ,BJP,0,Graduate,45,Muzaffarpur + Bihar,145712654,989888
Ajitansh Gaur,IND,0,Post Graduate,25,Muzaffarpur + Bihar,23000,0
Akhilesh Prasad Singh,INC,0,Doctorate,44,Muzaffarpur + Bihar,216275454,0
Akshay Verma,Sarvajan Kalyan Loktantrik Party,0,Post Graduate,27,Muzaffarpur + Bihar,47845505,14949074
Ashok Kumar Jha,SHS,0,10th Pass,48,Muzaffarpur + Bihar,10460864,600000
Ashok Kumar Singh,SUCI(C), 1 ,10th Pass,62,Muzaffarpur + Bihar,13317000,120200
Bijendra Chaudhary,JD(U), 6 ,Graduate,47,Muzaffarpur + Bihar,17245873,398572
Deepak Kumar,IND,0,8th Pass,32,Muzaffarpur + Bihar,70700,0
Devendra Rakesh,Bajjikanchal Vikas Party, 2 ,Post Graduate,63,Muzaffarpur + Bihar,45899000,256000
Kamlesh Chaudhary,IND,0,Literate,41,Muzaffarpur + Bihar,906530,50000
Kunal Priyadarshi,Rashtriya Krantikari Samajwadi Party,0,Graduate,29,Muzaffarpur + Bihar,2550000,0
Madhur Sheel,Jai Maha Bharath Party,0,Graduate,45,Muzaffarpur + Bihar,5226000,500000
Mahesh Paswan,IND,0,Graduate,46,Muzaffarpur + Bihar,540000,0
Mahesh Rai,Bahujan Mukti Party,0,8th Pass,54,Muzaffarpur + Bihar,39573603,77600
Md Anwarul Haque,IND, 1 ,8th Pass,41,Muzaffarpur + Bihar,110000,25000
Mohammad Taiyab,IND,0,8th Pass,43,Muzaffarpur + Bihar,2630000,573000
Nageshwar Prasad Singh,IND,0,8th Pass,49,Muzaffarpur + Bihar,1016500,25000
Nawal Kishor Jha,Samajwadi Janata Party (Rashtriya),0,Graduate,36,Muzaffarpur + Bihar,850000,50000
Nilu Singh,"Proutist Bloc, India",0,12th Pass,41,Muzaffarpur + Bihar,1065960,0
Pankaj Kumar Srivastava,Jai Prakash Janata Dal,0,12th Pass,44,Muzaffarpur + Bihar,65000,0
Prabhat Suman ,AAP,0,Graduate Professional,33,Muzaffarpur + Bihar,6846500,7000
Raghvendra Pratap Singh,Rajnaitik Vikalp Party,0,Literate,25,Muzaffarpur + Bihar,96000,0
Rajeev Ranjan,BSP, 1 ,Post Graduate,34,Muzaffarpur + Bihar,3860000,0
Rajesh Kumar,AIFB,0,Others,26,Muzaffarpur + Bihar,190000,0
Ravi Shankar Paswan,IND,0,Graduate,48,Muzaffarpur + Bihar,16033000,0
Rupesh Kumar Kuar,IND,0,Literate,31,Muzaffarpur + Bihar,140000,0
Shatrudhan Sahni,CPI(ML)L, 4 ,5th Pass,42,Muzaffarpur + Bihar,817500,50000
Shravan Kumar Jha,IND,0,Graduate,30,Muzaffarpur + Bihar,1098546,0
Suresh Kumar,IND, 1 ,Graduate,45,Muzaffarpur + Bihar,4654200,912000
Rama Kishore Singh   Winner ,LJP, 4 ,Graduate,51,Vaishali + Bihar,21610218,3323006
Anu Shukla,IND, 1 ,12th Pass,38,Vaishali + Bihar,115649612,1878947
Balendra Singh,IND,0,12th Pass,66,Vaishali + Bihar,30070000,508000
Dr. Mohammad Nabi Hassan,IND, 1 ,Literate,30,Vaishali + Bihar,159986,0
Indradeo Roy,SUCI(C), 2 ,Post Graduate,51,Vaishali + Bihar,356214,103580
Jay Narayan Sah,Bajjikanchal Vikas Party,0,Post Graduate,59,Vaishali + Bihar,632255,0
Jitendra Prasad,IND,0,10th Pass,40,Vaishali + Bihar,251000,0
Lalji Kumar Rakesh,IND,0,Post Graduate,41,Vaishali + Bihar,1367000,0
Md. Naushad,VANCHITSAMAJ INSAAF PARTY,0,8th Pass,25,Vaishali + Bihar,235200,0
Mohammad Umar Anshari,IND,0,Graduate,58,Vaishali + Bihar,2931380,0
Mukesh Ram,Rashtriya Krantikari Samajwadi Party,0,Graduate,29,Vaishali + Bihar,46000,0
Parmeshwar Ram,Bahujan Mukti Party, 1 ,Graduate Professional,64,Vaishali + Bihar,17727192,500000
Raaj Mangal Prasad,AAP,0,Post Graduate,54,Vaishali + Bihar,19434996,2172103
Raghuvansh Prasad Singh,RJD, 2 ,Doctorate,67,Vaishali + Bihar,18095679,33346
Ram Pukar Rai,IND,0,10th Pass,42,Vaishali + Bihar,12014000,723000
Rameshwar Sah,IND,0,Post Graduate,38,Vaishali + Bihar,1537465,0
Ranjeet Kumar Jha,IND, 1 ,12th Pass,28,Vaishali + Bihar,17960000,2200000
Sandhya Devi,IND,0,Literate,43,Vaishali + Bihar,4242000,30000
Shankar Mahato,BSP, 4 ,12th Pass,42,Vaishali + Bihar,3682067,14766
Vijay Kumar Sahni,JD(U), 2 ,12th Pass,63,Vaishali + Bihar,11929261,58282
Vinod Pandit,Lokpriya Samaj Party, 1 ,12th Pass,34,Vaishali + Bihar,530000,0
Ram Vilas Paswan   Winner ,LJP, 2 ,Post Graduate,67,Hajipur + Bihar,9642023,0
Dhaneshwar Ram,BSP,0,Graduate,67,Hajipur + Bihar,7066500,0
Dinanath Ram,IND,0,10th Pass,43,Hajipur + Bihar,72000,0
Raj Kumar Paswan,AAP,0,12th Pass,27,Hajipur + Bihar,840248,0
Ram Sundar Das,JD(U),0,10th Pass,93,Hajipur + Bihar,6748748,1116705
Randhir Kumar Ram,Bajjikanchal Vikas Party,0,Graduate,32,Hajipur + Bihar,502500,40000
Rina Ragni,Bahujan Mukti Party,0,Graduate,37,Hajipur + Bihar,1643000,1600000
Sanjeev Prasad Toni,INC, 2 ,10th Pass,57,Hajipur + Bihar,75279297,0
Satya Narayan Paswan,AIFB, 1 ,5th Pass,48,Hajipur + Bihar,0,0
Suresha Paswan,IND,0,10th Pass,48,Hajipur + Bihar,138834,0
Ujjawal Kant Hunkar,Bharatiya Momin Front,0,Graduate,49,Hajipur + Bihar,105000,0
Upendra Ram,IND,0,12th Pass,41,Hajipur + Bihar,256500,0
Veerchandra Paswan,SP, 2 ,Post Graduate,50,Hajipur + Bihar,20627777,101383
Vidhanchandra Rana,Samajwadi Janata Party (Rashtriya),0,Graduate,38,Hajipur + Bihar,430000,0
Vifiya Devi Urf Vikiya Devi,IND,0,Literate,30,Hajipur + Bihar,138000,0
Nityanand Rai   Winner ,BJP, 1 ,Graduate,48,Ujiarpur + Bihar,146743540,3965423
Alok Kumar Mehta,RJD, 4 ,Graduate Professional,45,Ujiarpur + Bihar,51615071,3661335
Amrendra Kumar Yadav,Rashtriya Krantikari Samajwadi Party, 2 ,Post Graduate,41,Ujiarpur + Bihar,796700,12500
Arjun Kumar Sah,IND,0,8th Pass,29,Ujiarpur + Bihar,1760800,0
Ashwamedh Devi,JD(U),0,5th Pass,51,Ujiarpur + Bihar,8916714,3430311
Bindeshwari Sahani,Proutist Sarva Samaj,0,10th Pass,63,Ujiarpur + Bihar,4420630,84000
Dharmendra Sahani,BSP, 1 ,12th Pass,34,Ujiarpur + Bihar,33000,0
Jitendra Kumar Rai,SHS,0,12th Pass,37,Ujiarpur + Bihar,1845000,0
Kishor Kumar,Rashtriya Lok Samta Party,0,12th Pass,36,Ujiarpur + Bihar,16197016,50000
Madhuri,Bahujan Mukti Party,0,Graduate Professional,33,Ujiarpur + Bihar,3791100,0
Md. Tahir Arman,Naya Daur Party,0,Graduate,27,Ujiarpur + Bihar,14000,0
Mintu Paswan,IND,0,Graduate,31,Ujiarpur + Bihar,24000,0
Mithilesh Kumar Jha,JMM,0,12th Pass,51,Ujiarpur + Bihar,1350000,95000
Phool Babu Singh,CPI(ML)L, 2 ,Post Graduate,37,Ujiarpur + Bihar,2073785,25000
Prem Lata Devi,Jai Prakash Janata Dal,0,Literate,42,Ujiarpur + Bihar,197950,36000
Prithwinath Prasad,Mahamukti Dal,0,Graduate,46,Ujiarpur + Bihar,153271,0
Ram Deo Verma,CPI(M), 3 ,Graduate,67,Ujiarpur + Bihar,4179608,597864
Shivani Umani,Janta Dal Rashtravadi,0,10th Pass,42,Ujiarpur + Bihar,410500,0
Suresh Choudhary,AAP,0,Post Graduate,71,Ujiarpur + Bihar,10027072,0
Ram Chandra Paswan   Winner ,LJP, 3 ,10th Pass,53,Samastipur + Bihar,13058612,0
Amit Kumar,Samajwadi Janata Party (Rashtriya), 1 ,12th Pass,25,Samastipur + Bihar,1478998,195000
Ashok Paswan,Bahujan Mukti Party,0,Graduate,28,Samastipur + Bihar,71308,0
Baleshwar Paswan,Janta Dal Rashtravadi,0,Graduate,59,Samastipur + Bihar,1958000,100000
Dr. Ashok Kumar,INC, 1 ,Graduate Professional,59,Samastipur + Bihar,14532873,1192539
Ganesh Kumar,AAP,0,10th Pass,41,Samastipur + Bihar,2262533,0
Lal Bahadur Sada,CPI(ML)L, 6 ,10th Pass,43,Samastipur + Bihar,2077500,0
Maheshwar Hazari,JD(U),0,Graduate,43,Samastipur + Bihar,21464499,6941446
Mithilesh Kumar Rajak,IND,0,Graduate,35,Samastipur + Bihar,2540933,25000
Ram Chandar Ram,BSP,0,Graduate Professional,62,Samastipur + Bihar,2190160,0
Shatrughan Kumar Paswan,Rashtriya Krantikari Samajwadi Party, 1 ,Post Graduate,44,Samastipur + Bihar,1657000,0
Vijay Kumar Ram,Rajnaitik Vikalp Party,0,12th Pass,27,Samastipur + Bihar,17000,0
Shripad Yesso Naik   Winner ,BJP,0,Graduate,61,North Goa + Goa,37019154,837843
Dattaram Desai,AAP,0,Post Graduate,61,North Goa + Goa,9795686,335819
Dayanand G. Narvekar,IND, 2 ,Graduate Professional,64,North Goa + Goa,184306689,62952534
Mittu Mujavar,IND,0,12th Pass,38,North Goa + Goa,6871000,1121500
Raju Dsouza,Samajwadi Janata Party (Rashtriya),0,10th Pass,44,North Goa + Goa,9352368,5050000
Ravi Naik,INC,0,Post Graduate,67,North Goa + Goa,81066000,3126000
Suhas Naik,CPI, 1 ,Graduate Professional,47,North Goa + Goa,4483000,15000
Adv. Narendra Keshav Sawaikar   Winner ,BJP,0,Graduate Professional,47,South Goa + Goa,6260382,0
Adv. Jawahar Leonardo Dias,Goemcarancho Otrec Astro, 1 ,Post Graduate,58,South Goa + Goa,564223740,484000
Adv. Raju Mangeshkar,CPI, 1 ,Graduate Professional,58,South Goa + Goa,4904426,0
Aleixo Reginaldo Lourenco,INC,0,12th Pass,45,South Goa + Goa,31453008,905729
Balkrishna Salgaonkar,IND,0,Illiterate,42,South Goa + Goa,311650,0
Churchill Alemao,AITC, 3 ,Others,64,South Goa + Goa,149868252,72589679
Cliffton De Souza,Bahujan Mukti Party,0,10th Pass,33,South Goa + Goa,152500,0
Govind Gaude,IND, 4 ,Others,42,South Goa + Goa,5478000,650000
Savio Oliver Rodrigues,Goa Su-Raj Party,0,Graduate Professional,37,South Goa + Goa,1892000,0
Shalom Mathew Francisco Sardinha,IND,0,Graduate Professional,33,South Goa + Goa,32828000,2340017
Swati Kerkar,AAP,0,12th Pass,39,South Goa + Goa,693648,0
Venus Habib,IND,0,Graduate,62,South Goa + Goa,4733543,0
Dr. Jitendra Singh   Winner ,BJP,0,Graduate Professional,57,Udhampur + Jammu & Kashmir,38464932,11881
Anil Khajuria,IND,0,Graduate Professional,32,Udhampur + Jammu & Kashmir,25000,0
Anil Kumar Gupta,IND,0,Graduate,48,Udhampur + Jammu & Kashmir,51621298,1717547
Bansi Lal,IND,0,8th Pass,48,Udhampur + Jammu & Kashmir,6730000,200000
Dharam Pal Balgotra,BSP,0,Others,66,Udhampur + Jammu & Kashmir,16995852,1158038
Ghulam Nabi Azad,INC,0,Post Graduate,65,Udhampur + Jammu & Kashmir,41389590,0
Girdhari Lal,Bharatiya Bahujan Party,0,Post Graduate,61,Udhampur + Jammu & Kashmir,24920000,0
Jagdish Kumar,Jai Maha Bharath Party,0,5th Pass,37,Udhampur + Jammu & Kashmir,880000,0
Mohd Arshad Malik,JKPDP,0,10th Pass,62,Udhampur + Jammu & Kashmir,7042892,0
Nazakat Hussain,IND,0,Post Graduate,28,Udhampur + Jammu & Kashmir,500000,0
Prof. Bhim Singh,JKNPP,0,Post Graduate,73,Udhampur + Jammu & Kashmir,3895677,1410000
