Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Mohinder Lal,Samajik Sangharsh Party, 1 ,10th Pass,74,Sham Chaurasi (Sc) + Hoshiarpur,2855427,35200
Mohinder Singh Sandhar,BSP,0,Others,53,Sham Chaurasi (Sc) + Hoshiarpur,20573397,1990324
Pawan Kumar Adia,INC,0,10th Pass,61,Sham Chaurasi (Sc) + Hoshiarpur,41388318,6640921
Bram Shanker (Jimpa)   Winner ,AAP,0,12th Pass,56,Hoshiarpur + Hoshiarpur,85698295,10866282
Dr Naresh Saggar,Sarav Sanjhi Party,0,Post Graduate,61,Hoshiarpur + Hoshiarpur,35516307,6840271
Jasvir Singh,IND, 6 ,Illiterate,47,Hoshiarpur + Hoshiarpur,1060400,50000
Om Parkash Jakhu,Bharatrashtra Democratic Party,0,5th Pass,80,Hoshiarpur + Hoshiarpur,20000,0
Rajveer Singh Kalsi,IND,0,Graduate Professional,27,Hoshiarpur + Hoshiarpur,232097,0
Sunder Sham Arora,INC,0,10th Pass,63,Hoshiarpur + Hoshiarpur,430529000,111058000
Tikshan Sud,BJP, 1 ,Post Graduate,67,Hoshiarpur + Hoshiarpur,172997491,430000
Virinder Singh Parhar,BSP,0,Graduate,62,Hoshiarpur + Hoshiarpur,28780649,6471578
Dr. Raj Kumar   Winner ,INC,0,Post Graduate,52,Chabbewal (Sc) + Hoshiarpur,207205107,57666706
Budh Dayal,IND, 1 ,10th Pass,39,Chabbewal (Sc) + Hoshiarpur,1686453,0
Davinder Kumar,Samaj Bhalai Morcha,0,12th Pass,45,Chabbewal (Sc) + Hoshiarpur,4030194,87500
Davinder Singh,IND,0,10th Pass,44,Chabbewal (Sc) + Hoshiarpur,1504000,0
Dr Dilbag Rai,BJP,0,Graduate Professional,63,Chabbewal (Sc) + Hoshiarpur,213057858,4787637
Gurnam Singh,Bharatrashtra Democratic Party,0,Post Graduate,74,Chabbewal (Sc) + Hoshiarpur,1596315,0
Harminder Singh,AAP, 2 ,12th Pass,35,Chabbewal (Sc) + Hoshiarpur,15270149,300000
Raman Kumar,IND,0,12th Pass,36,Chabbewal (Sc) + Hoshiarpur,1456200,470000
Rashpal Singh Raju,IND,0,12th Pass,59,Chabbewal (Sc) + Hoshiarpur,7366615,228000
Sodhi Ram,Lok Insaaf Party, 1 ,10th Pass,42,Chabbewal (Sc) + Hoshiarpur,826100,0
Sohan Singh Thandal,SAD, 2 ,Graduate,67,Chabbewal (Sc) + Hoshiarpur,19443454,1327954
Jai Krishan   Winner ,AAP, 4 ,12th Pass,39,Garhshankar + Hoshiarpur,17601265,2251600
Amarpreet Singh Lally,INC,0,Graduate,39,Garhshankar + Hoshiarpur,43457411,5520842
Avtar Singh,IND,0,Others,69,Garhshankar + Hoshiarpur,7192865,0
Darshan Singh,Vishal Party of India,0,5th Pass,61,Garhshankar + Hoshiarpur,3521500,0
Gonny Khabra,IND,0,Graduate,63,Garhshankar + Hoshiarpur,10984000,0
Iqbal Singh,Sada Haq Party, 1 ,5th Pass,40,Garhshankar + Hoshiarpur,6835000,1100000
Jang Bahadur Singh,IND, 1 ,8th Pass,76,Garhshankar + Hoshiarpur,34265792,3757670
Jaswant Singh,IND, 1 ,12th Pass,46,Garhshankar + Hoshiarpur,1800000,1100000
Mohan Singh,IND,0,10th Pass,49,Garhshankar + Hoshiarpur,2100208,0
Mohinder Kumar,CPI(M), 1 ,8th Pass,56,Garhshankar + Hoshiarpur,5328656,107112
Nimisha Mehta,BJP, 1 ,Post Graduate,40,Garhshankar + Hoshiarpur,34332671,790596
Surinder Singh Heer,SAD, 1 ,5th Pass,67,Garhshankar + Hoshiarpur,127277909,27449003
Sukhwinder Kumar   Winner ,SAD, 3 ,Post Graduate,61,Banga (Sc) + Shaheed Bhagat Singh Nagar,33113965,9732446
Krishan Lal,Aazad Samaj Party (Kanshi Ram),0,8th Pass,46,Banga (Sc) + Shaheed Bhagat Singh Nagar,109000,0
Kuljit Singh,AAP,0,10th Pass,41,Banga (Sc) + Shaheed Bhagat Singh Nagar,2547522,0
Makhan Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Illiterate,54,Banga (Sc) + Shaheed Bhagat Singh Nagar,75000,0
Manjit Singh,IND,0,10th Pass,57,Banga (Sc) + Shaheed Bhagat Singh Nagar,7803594,987000
Mohan Lal,BJP,0,Post Graduate,54,Banga (Sc) + Shaheed Bhagat Singh Nagar,17083778,0
Paul Ram,CPI,0,8th Pass,62,Banga (Sc) + Shaheed Bhagat Singh Nagar,14500,0
Raj Kumar,IND,0,10th Pass,46,Banga (Sc) + Shaheed Bhagat Singh Nagar,1885000,953660
Tarlochan Singh,INC, 1 ,Post Graduate,67,Banga (Sc) + Shaheed Bhagat Singh Nagar,106050000,5726574
Nachhatar Pal   Winner ,BSP,0,12th Pass,47,Nawan Shahr + Shaheed Bhagat Singh Nagar,12420711,0
Angad Singh,IND,0,Graduate,31,Nawan Shahr + Shaheed Bhagat Singh Nagar,309853494,36181193
Davinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,53,Nawan Shahr + Shaheed Bhagat Singh Nagar,1627000,0
Kuldip Singh,IND,0,10th Pass,41,Nawan Shahr + Shaheed Bhagat Singh Nagar,24870680,5893303
Lalit Mohan,AAP,0,Graduate,50,Nawan Shahr + Shaheed Bhagat Singh Nagar,7845103,2270000
Paramjit Singh,Jai Jawan Jai Kisan Party,0,5th Pass,57,Nawan Shahr + Shaheed Bhagat Singh Nagar,4162700,1875000
Poonam Manik,BJP,0,Post Graduate,53,Nawan Shahr + Shaheed Bhagat Singh Nagar,17500000,3500000
Satvir Singh,INC,0,Graduate,59,Nawan Shahr + Shaheed Bhagat Singh Nagar,67300945,580581
Sunny,IND, 1 ,Post Graduate,37,Nawan Shahr + Shaheed Bhagat Singh Nagar,120800,0
Surinder Singh,Nationalist Justice Party,0,8th Pass,54,Nawan Shahr + Shaheed Bhagat Singh Nagar,3120000,250000
Santosh Kumari Katariaa   Winner ,AAP,0,Others,55,Balachaur + Shaheed Bhagat Singh Nagar,5342282,713314
Ashok Baath,BJP,0,Post Graduate,62,Balachaur + Shaheed Bhagat Singh Nagar,33850000,0
Daljit Singh Bains,IND,0,12th Pass,46,Balachaur + Shaheed Bhagat Singh Nagar,4144625,0
Darshan Lal,INC,0,10th Pass,72,Balachaur + Shaheed Bhagat Singh Nagar,117096019,9840708
Prem Chand,CPI(M), 3 ,Graduate Professional,66,Balachaur + Shaheed Bhagat Singh Nagar,4456452,853552
Satpal,IND,0,8th Pass,40,Balachaur + Shaheed Bhagat Singh Nagar,1390000,0
Sunita Rani,SAD,0,Graduate,55,Balachaur + Shaheed Bhagat Singh Nagar,32554000,4167000
Harjot Singh Bains   Winner ,AAP,0,Graduate Professional,31,Anandpur Sahib + Rupnagar,24125755,2293753
Ashwani Kumar,Aazad Samaj Party (Kanshi Ram),0,12th Pass,42,Anandpur Sahib + Rupnagar,137903,0
Gurdev Singh,CPI(M),0,5th Pass,61,Anandpur Sahib + Rupnagar,1739500,0
Kanwar Pal Singh,INC,0,Graduate Professional,64,Anandpur Sahib + Rupnagar,113770286,47316726
Malkiat Singh,Jai Jawan Jai Kisan Party, 1 ,12th Pass,61,Anandpur Sahib + Rupnagar,11336000,0
Nutan Kumar,BSP,0,10th Pass,39,Anandpur Sahib + Rupnagar,46733182,28602151
Parminder Kumar,BJP,0,Graduate Professional,62,Anandpur Sahib + Rupnagar,12437491,613112
Ranjit Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Graduate,61,Anandpur Sahib + Rupnagar,20394400,1800000
Sanjeev Rana,IND, 1 ,12th Pass,42,Anandpur Sahib + Rupnagar,142530501,1746759
Shamsher Singh,IND, 1 ,12th Pass,47,Anandpur Sahib + Rupnagar,33265932,480000
Dinesh Kumar Chadha   Winner ,AAP, 2 ,12th Pass,37,Rupnagar + Rupnagar,4754932,642092
Bachitar Singh,IND, 5 ,10th Pass,51,Rupnagar + Rupnagar,5371000,0
Brinder Singh Dhillon,INC, 2 ,12th Pass,38,Rupnagar + Rupnagar,78715652,34580000
Devinder Singh Bajwa,IND,0,10th Pass,55,Rupnagar + Rupnagar,55788607,4000000
Dr. Daljit Singh Cheema,SAD, 3 ,Post Graduate,59,Rupnagar + Rupnagar,29403249,3983632
Iqbal Singh Lalpura,BJP,0,Graduate,68,Rupnagar + Rupnagar,38562676,0
Paramjeet Singh Mukari,Punjab Kisan Dal,0,Graduate,35,Rupnagar + Rupnagar,515000,0
Subedar Avtar Singh,IND,0,Graduate,50,Rupnagar + Rupnagar,2630000,500000
Charanjit Singh   Winner ,AAP, 1 ,Post Graduate,61,Chamkaur Sahib (Sc) + Rupnagar,105429293,13550000
Charanjit Singh Channi,INC,0,Post Graduate,58,Chamkaur Sahib (Sc) + Rupnagar,94529499,8836874
Darshan Singh Shivjot,BJP,0,Graduate,53,Chamkaur Sahib (Sc) + Rupnagar,26920998,3691307
Gurmukh Singh,SP,0,10th Pass,62,Chamkaur Sahib (Sc) + Rupnagar,230000,150000
Harmohan Singh,BSP,0,Graduate Professional,53,Chamkaur Sahib (Sc) + Rupnagar,11299000,0
Jagdeep Singh,Marxist Leninist Party of India (Red Flag),0,10th Pass,36,Chamkaur Sahib (Sc) + Rupnagar,313200,0
Lakhvir Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,30,Chamkaur Sahib (Sc) + Rupnagar,866000,180000
Naib Singh,Punjab National Party,0,Graduate Professional,65,Chamkaur Sahib (Sc) + Rupnagar,21585623,800000
Rupinder Singh,IND,0,12th Pass,45,Chamkaur Sahib (Sc) + Rupnagar,415429,0
Anmol Gagan Maan   Winner ,AAP,0,12th Pass,31,Kharar + Sahibzada Ajit Singh Nagar,12348733,3909118
Amandeep Prajapati,Samaj Adhikar Kalyan Party,0,12th Pass,39,Kharar + Sahibzada Ajit Singh Nagar,16934809,5500000
Baljeet Singh Ladi,IND,0,8th Pass,34,Kharar + Sahibzada Ajit Singh Nagar,446185,600000
Bhupinder Singh Mehton,SP,0,Graduate,56,Kharar + Sahibzada Ajit Singh Nagar,1295000,0
Jasvir Chander,IND,0,Post Graduate,56,Kharar + Sahibzada Ajit Singh Nagar,221249673,21941994
Jaswinder Singh Jassi,IND,0,Post Graduate,37,Kharar + Sahibzada Ajit Singh Nagar,8531368,7971225
Kamal Deep Singh Saini,BJP, 1 ,Graduate,46,Kharar + Sahibzada Ajit Singh Nagar,99950804,10775000
Kapil Dev Sharma,IND, 2 ,Graduate,42,Kharar + Sahibzada Ajit Singh Nagar,2350000,144202
Kulbir Singh Bisht,IND, 1 ,12th Pass,40,Kharar + Sahibzada Ajit Singh Nagar,7620966,95000
Lakhvir Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,10th Pass,55,Kharar + Sahibzada Ajit Singh Nagar,8723227,257000
Manbir Singh,IND,0,Graduate Professional,47,Kharar + Sahibzada Ajit Singh Nagar,24785932,0
Mohan Singh,IND,0,10th Pass,48,Kharar + Sahibzada Ajit Singh Nagar,2005500,0
Paramdeep Singh Baidwan,IND,0,12th Pass,49,Kharar + Sahibzada Ajit Singh Nagar,4203672,306486
Ranjit Singh Gill,SAD, 1 ,Graduate,57,Kharar + Sahibzada Ajit Singh Nagar,740136238,1058689
Rupinder Kaur,Punjab National Party,0,Graduate Professional,36,Kharar + Sahibzada Ajit Singh Nagar,4525000,1840000
Vijay Sharma Tinku,INC, 1 ,Graduate,61,Kharar + Sahibzada Ajit Singh Nagar,54335111,12000000
Kulwant Singh   Winner ,AAP,0,10th Pass,60,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,2385313439,138302082
Balbir Singh Sidhu,INC, 1 ,12th Pass,62,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,176826843,13962402
Balwinder Kaur,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,Post Graduate,38,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,188433,0
Harsimran Singh,IND,0,12th Pass,32,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,805390,200000
Maniksha,Samaj Adhikar Kalyan Party, 1 ,Graduate,26,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,1500000,0
Parvinder Singh Baidwan,SAD, 3 ,12th Pass,40,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,107507335,1500000
Ravneet Singh Brar,IND,0,Post Graduate,39,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,31524682,7940033
Sanjeev Vashisht,BJP,0,Graduate Professional,48,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,291898856,26651233
Shinderpal Singh,Punjab National Party,0,Graduate Professional,63,S.A.S. Nagar + Sahibzada Ajit Singh Nagar,180000,100000
Kuljit Singh Randhawa   Winner ,AAP, 1 ,Graduate,60,Dera Bassi + Sahibzada Ajit Singh Nagar,73943109,4104673
Avtar Singh,IND, 1 ,10th Pass,51,Dera Bassi + Sahibzada Ajit Singh Nagar,20020000,250000
Baljinder Singh,IND,0,10th Pass,45,Dera Bassi + Sahibzada Ajit Singh Nagar,3378102,0
Davinder Singh,IND,0,10th Pass,41,Dera Bassi + Sahibzada Ajit Singh Nagar,32221084,0
Deepinder Singh Dhillon,INC,0,Graduate Professional,60,Dera Bassi + Sahibzada Ajit Singh Nagar,206108325,368509
Kulwinder Singh,Aam Aadmi Parivartan Party,0,12th Pass,36,Dera Bassi + Sahibzada Ajit Singh Nagar,25302595,1500000
N. K. Sharma,SAD, 4 ,Graduate,51,Dera Bassi + Sahibzada Ajit Singh Nagar,237125284,98955264
Paramvir Singh,IND, 1 ,12th Pass,32,Dera Bassi + Sahibzada Ajit Singh Nagar,609000,0
Raj Kumar,IND,0,Graduate Professional,31,Dera Bassi + Sahibzada Ajit Singh Nagar,2799000,700000
Sanjiv Khanna,BJP, 2 ,12th Pass,56,Dera Bassi + Sahibzada Ajit Singh Nagar,364997018,84447022
Sarbjit Singh Rocky,Republican Party of India (A), 4 ,10th Pass,30,Dera Bassi + Sahibzada Ajit Singh Nagar,57847,0
Seema Jain,IND,0,12th Pass,49,Dera Bassi + Sahibzada Ajit Singh Nagar,6500000,4500000
Shiv Kumar Manwani,IND,0,10th Pass,60,Dera Bassi + Sahibzada Ajit Singh Nagar,3405500,0
Yog Raj Sahota,Right to Recall Party,0,12th Pass,65,Dera Bassi + Sahibzada Ajit Singh Nagar,9315000,4300000
Rupinder Singh   Winner ,AAP, 2 ,Post Graduate,43,Bassi Pathana (Sc) + Fatehgarh Sahib,2788156,351688
Amandeep Kaur,IND,0,Post Graduate,37,Bassi Pathana (Sc) + Fatehgarh Sahib,1180000,0
Daljit Singh,Rashtrawadi Party of India,0,8th Pass,42,Bassi Pathana (Sc) + Fatehgarh Sahib,1265319,50000
Deepak Jyoti,Punjab Lok Congress Party,0,Graduate Professional,37,Bassi Pathana (Sc) + Fatehgarh Sahib,2920249,0
Dharam Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,55,Bassi Pathana (Sc) + Fatehgarh Sahib,1505918,0
Gurpreet Singh,INC,0,12th Pass,50,Bassi Pathana (Sc) + Fatehgarh Sahib,30153957,10464737
Jagdev Singh,Lok Insaaf Party,0,Post Graduate,62,Bassi Pathana (Sc) + Fatehgarh Sahib,1535000,900000
Lakhvir Singh,SP,0,Others,48,Bassi Pathana (Sc) + Fatehgarh Sahib,2574650,0
Manohar Singh,IND,0,Post Graduate,56,Bassi Pathana (Sc) + Fatehgarh Sahib,45409329,3920985
Satvir Singh,Apni Janta Party,0,10th Pass,44,Bassi Pathana (Sc) + Fatehgarh Sahib,1000000,0
Shiv Kumar Kalyan,BSP,0,Graduate Professional,50,Bassi Pathana (Sc) + Fatehgarh Sahib,12565780,1387799
Lakhbir Singh Rai   Winner ,AAP,0,Graduate Professional,51,Fatehgarh Sahib + Fatehgarh Sahib,124382094,7960000
Bahal Singh,Aazad Samaj Party (Kanshi Ram),0,8th Pass,48,Fatehgarh Sahib + Fatehgarh Sahib,2445000,0
Balwant Singh,IND,0,8th Pass,47,Fatehgarh Sahib + Fatehgarh Sahib,990000,0
Didar Singh Bhatti,BJP, 1 ,Graduate Professional,67,Fatehgarh Sahib + Fatehgarh Sahib,198900000,1600000
Emaan Singh Mann,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,Graduate,50,Fatehgarh Sahib + Fatehgarh Sahib,71624431,1000000
Er. Amritbir Singh Bhalmajra,Punjab Kisan Dal,0,Post Graduate,28,Fatehgarh Sahib + Fatehgarh Sahib,1715000,0
Gurwinder Singh,Lok Insaaf Party,0,10th Pass,47,Fatehgarh Sahib + Fatehgarh Sahib,225000,0
Jagdeep Singh Cheema,SAD,0,12th Pass,61,Fatehgarh Sahib + Fatehgarh Sahib,97651607,3298180
Kuljit Singh Nagra,INC,0,Graduate Professional,56,Fatehgarh Sahib + Fatehgarh Sahib,76491545,2250000
Nawab Ali,IND,0,8th Pass,47,Fatehgarh Sahib + Fatehgarh Sahib,2300000,0
Sarbjeet Singh (Makhan),Sanyukt Sangharsh Party, 1 ,12th Pass,57,Fatehgarh Sahib + Fatehgarh Sahib,53550000,700000
Sukhvir Singh,Samajik Sangharsh Party,0,5th Pass,59,Fatehgarh Sahib + Fatehgarh Sahib,6610000,0
Gurinder Singh   Winner ,AAP,0,Post Graduate,35,Amloh + Fatehgarh Sahib,4550726,499376
Darshan Singh,IND,0,Graduate,54,Amloh + Fatehgarh Sahib,40574086,16779250
Dharampal,National Apni Party,0,5th Pass,46,Amloh + Fatehgarh Sahib,215000,0
Gurbachan Singh,Punjab Kisan Dal,0,10th Pass,45,Amloh + Fatehgarh Sahib,803500,530000
Gurpreet Singh,SAD, 3 ,Graduate,50,Amloh + Fatehgarh Sahib,10983759,6700000
Jaspal Singh,Jai Jawan Jai Kisan Party,0,12th Pass,30,Amloh + Fatehgarh Sahib,502000,0
Kanwarveer Singh Tohra,BJP,0,Post Graduate,33,Amloh + Fatehgarh Sahib,9495913,0
Lakhvir Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,8th Pass,48,Amloh + Fatehgarh Sahib,18235500,200000
Randeep Singh,INC,0,Graduate,55,Amloh + Fatehgarh Sahib,153472650,1297572
Sanjeev Kumar,JD(U),0,10th Pass,49,Amloh + Fatehgarh Sahib,6203521,1470000
Sewa Ram,IND,0,5th Pass,43,Amloh + Fatehgarh Sahib,1170744,0
Sutantardeep Singh,Lok Insaaf Party,0,Graduate Professional,45,Amloh + Fatehgarh Sahib,955935,43000
Tarunpreet Singh Sond   Winner ,AAP, 1 ,12th Pass,38,Khanna + Ludhiana,46141253,1950071
Gurkirat Singh,INC,0,Graduate,48,Khanna + Ludhiana,40797627,0
Gurpreet Singh Bhatti,BJP,0,12th Pass,49,Khanna + Ludhiana,271882864,4423939
Jasdeep Kaur Yadu,SAD,0,Graduate,42,Khanna + Ludhiana,403067446,12332248
Karnail Singh Ikolaha,Revolutionary Socialist Party, 3 ,Graduate,52,Khanna + Ludhiana,6987515,0
Parmjeet Singh Rinka,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,12th Pass,45,Khanna + Ludhiana,2552000,0
Parmjeet Walia,IND, 1 ,Graduate,25,Khanna + Ludhiana,600000,0
Raj Kumar,IND,0,Illiterate,38,Khanna + Ludhiana,1900000,840000
Sukhmit Singh Khanna,Punjab Kisan Dal,0,10th Pass,42,Khanna + Ludhiana,8643272,1000000
Sukhwant Singh Tillu,IND,0,12th Pass,51,Khanna + Ludhiana,97801228,0
Jagtar Singh   Winner ,AAP, 2 ,10th Pass,41,Samrala + Ludhiana,16391946,947000
Amrik Singh,IND, 1 ,10th Pass,79,Samrala + Ludhiana,163895108,0
Avneet Singh,IND,0,Graduate Professional,40,Samrala + Ludhiana,1865524,0
Balbir Singh,IND,0,12th Pass,79,Samrala + Ludhiana,50630940,3253226
Kamaljit Kaur,IND,0,5th Pass,44,Samrala + Ludhiana,4250000,0
Labh Singh,IND,0,Not Given,41,Samrala + Ludhiana,6250000,300000
Major Singh,Bharatiya Jan Jagriti Party,0,5th Pass,48,Samrala + Ludhiana,11417315,466237
Paramjit Singh,SAD, 1 ,Post Graduate,39,Samrala + Ludhiana,31104125,21742103
Rajinder Sharma,Apna Sangharsh Kisani Ekta Party,0,10th Pass,36,Samrala + Ludhiana,6180000,0
Ranjit Singh,BJP,0,8th Pass,50,Samrala + Ludhiana,16095381,0
Rupinder Singh Gill,INC,0,12th Pass,47,Samrala + Ludhiana,272907121,51625736
Sandeep Singh,IND, 1 ,10th Pass,42,Samrala + Ludhiana,1700000,500000
Sohan Lal,SP, 1 ,Graduate Professional,66,Samrala + Ludhiana,25208069,910894
Varinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Others,37,Samrala + Ludhiana,424866,265422
Hardeep Singh Mundian   Winner ,AAP, 1 ,10th Pass,46,Sahnewal + Ludhiana,53603536,1468676
Amritpal Singh Chhandran,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,8th Pass,30,Sahnewal + Ludhiana,8451000,0
Bhola Singh,IND, 1 ,5th Pass,35,Sahnewal + Ludhiana,2782810,0
Budh Singh,IND,0,5th Pass,62,Sahnewal + Ludhiana,1137942,0
Dalbir Singh,Peoples Party of India (Democratic),0,5th Pass,64,Sahnewal + Ludhiana,2056500,0
Deepak Dhir,SP,0,10th Pass,39,Sahnewal + Ludhiana,106000,0
Gurcharan Singh Rajput,JD(U), 1 ,12th Pass,42,Sahnewal + Ludhiana,27449570,35815000
Gurdeep Singh Kahlon,Nationalist Justice Party, 3 ,Graduate Professional,50,Sahnewal + Ludhiana,2381195,210000
Gurmit Singh Mundian,Lok Insaaf Party, 1 ,12th Pass,50,Sahnewal + Ludhiana,23890525,5823797
Harjit Singh,IND,0,Graduate,51,Sahnewal + Ludhiana,6191720,199466
Harpreet Singh Garcha,Shiromani Akali Dal (Sanyukt), 1 ,Graduate Professional,43,Sahnewal + Ludhiana,234696554,0
Inder Dev Pandey,Insaniyat Lok Vikas Party,0,10th Pass,43,Sahnewal + Ludhiana,6564033,88418
Lakhwinder Singh,Aam Lok Party United,0,Post Graduate,31,Sahnewal + Ludhiana,40000,0
Major Singh,IND,0,8th Pass,52,Sahnewal + Ludhiana,745358,0
Malwinder Singh Guron,IND,0,Post Graduate,63,Sahnewal + Ludhiana,214721748,0
Mohan Singh,IND,0,8th Pass,62,Sahnewal + Ludhiana,821718,2400000
Sharanjit Singh Dhillon,SAD, 4 ,Graduate Professional,68,Sahnewal + Ludhiana,153985718,10731391
Surinder Pal Kaur,IND,0,Post Graduate,61,Sahnewal + Ludhiana,2079275,191836
Vikram Singh Bajwa,INC,0,Graduate,51,Sahnewal + Ludhiana,157840727,0
Daljit Singh Grewal   Winner ,AAP, 3 ,10th Pass,56,Ludhiana East + Ludhiana,13529204,1408583
Davinder Singh,IND,0,5th Pass,53,Ludhiana East + Ludhiana,4738000,265303
Gurjodh Singh Gill,Lok Insaaf Party,0,Graduate Professional,40,Ludhiana East + Ludhiana,1227971,0
Jagmohan Sharma,BJP,0,Illiterate,67,Ludhiana East + Ludhiana,34253407,0
Jaswant Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,5th Pass,54,Ludhiana East + Ludhiana,8910000,450000
Jatinder Singh,Peoples Party of India (Democratic),0,Graduate Professional,34,Ludhiana East + Ludhiana,333700,0
Narinder Pal Sidhu,Aam Lok Party United,0,10th Pass,39,Ludhiana East + Ludhiana,246000,0
Pardeep Singh Dhawan,Insaniyat Lok Vikas Party,0,8th Pass,42,Ludhiana East + Ludhiana,62336,0
Rajinder Singh,IND,0,10th Pass,59,Ludhiana East + Ludhiana,8878000,0
Raman Kumar,IND,0,10th Pass,56,Ludhiana East + Ludhiana,3444669,0
Ranjit Singh Dhillon,SAD, 3 ,Graduate,56,Ludhiana East + Ludhiana,53420682,28007
Sanjeev Talwar,INC,0,Graduate,50,Ludhiana East + Ludhiana,29898607,8610922
Sat Naryan Sah,Nationalist Justice Party,0,5th Pass,49,Ludhiana East + Ludhiana,303000,0
Suresh Singh,SP,0,8th Pass,42,Ludhiana East + Ludhiana,1194000,0
Rajinder Pal Kaur   Winner ,AAP, 1 ,Graduate,56,Ludhiana South + Ludhiana,9031775,2276446
Avtar Singh,IND, 2 ,10th Pass,42,Ludhiana South + Ludhiana,365300,0
Baljit Singh,Peoples Party of India (Democratic),0,Graduate,45,Ludhiana South + Ludhiana,3701910,0
Balvinder Singh Bains,Lok Insaaf Party, 4 ,Graduate,63,Ludhiana South + Ludhiana,88408593,0
Chail Singh Dhiman,Insaniyat Lok Vikas Party,0,12th Pass,46,Ludhiana South + Ludhiana,3816499,213068
Darshan Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Illiterate,60,Ludhiana South + Ludhiana,2322000,0
Dr. Devinder Singh Gill,Aam Lok Party United,0,10th Pass,45,Ludhiana South + Ludhiana,1541000,0
Ishwarjot Singh Cheema,INC,0,Graduate Professional,48,Ludhiana South + Ludhiana,7933909,0
Jasvir Singh Jassi,IND,0,12th Pass,38,Ludhiana South + Ludhiana,729986,0
Jathedar Hira Singh Gabria,SAD, 3 ,12th Pass,74,Ludhiana South + Ludhiana,37195047,6541256
Paramjit Singh,Nationalist Justice Party,0,10th Pass,44,Ludhiana South + Ludhiana,1309000,0
Raj Kumar Sathi,IND,0,Graduate,51,Ludhiana South + Ludhiana,1864000,1506233
Sanjay Kumar,IND,0,12th Pass,44,Ludhiana South + Ludhiana,2030000,2000000
Satinderpal Singh Tajpuri,BJP, 1 ,Graduate,56,Ludhiana South + Ludhiana,70430156,0
Sumit Kumar,Right to Recall Party,0,Graduate,28,Ludhiana South + Ludhiana,117200,20000
Sundar Lal,SP,0,8th Pass,56,Ludhiana South + Ludhiana,115000,16152
Surinder Sharma,IND,0,12th Pass,66,Ludhiana South + Ludhiana,8963942,2500000
Kulwant Singh Sidhu   Winner ,AAP,0,Graduate Professional,57,Atam Nagar + Ludhiana,172730111,4056848
Anil Kumar,Insaniyat Lok Vikas Party,0,Graduate,46,Atam Nagar + Ludhiana,61949800,28650700
Baljit Singh,Peoples Party of India (Democratic),0,Graduate,45,Atam Nagar + Ludhiana,3705910,0
Davinder Singh,IND,0,10th Pass,60,Atam Nagar + Ludhiana,25618000,48000
Harish Rai,SAD, 1 ,Graduate Professional,61,Atam Nagar + Ludhiana,260758076,4610266
Harkirat Singh,IND,0,10th Pass,59,Atam Nagar + Ludhiana,24743061,1089804
Kamaljit Singh Karwal,INC, 1 ,12th Pass,51,Atam Nagar + Ludhiana,26205827,0
Kunal,Akhil Bharatiya Socialist Party,0,Graduate,47,Atam Nagar + Ludhiana,9693232,149500
Mann Singh,IND,0,8th Pass,45,Atam Nagar + Ludhiana,96021,0
Mohinderpal Singh,SP,0,10th Pass,62,Atam Nagar + Ludhiana,2528000,0
Prem Mittal,BJP,0,8th Pass,73,Atam Nagar + Ludhiana,41385995,5000000
Simarjeet Singh,Lok Insaaf Party, 15 ,Graduate,52,Atam Nagar + Ludhiana,125914665,443000
Sukhdev Singh,IND,0,10th Pass,58,Atam Nagar + Ludhiana,9076783,0
Surinder Kaur,IND,0,10th Pass,46,Atam Nagar + Ludhiana,125914665,443000
Tajinder Singh,IND, 1 ,8th Pass,45,Atam Nagar + Ludhiana,9168000,419604
Ashok Parashar (Pappi)   Winner ,AAP,0,5th Pass,57,Ludhiana Central + Ludhiana,90851862,16946843
Adv.Raminder Pal Singh,Peoples Party of India (Democratic), 1 ,Graduate Professional,55,Ludhiana Central + Ludhiana,321247,45087
