Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Jagsir Singh   Winner ,AAP, 1 ,Others,64,Bhucho Mandi (Sc) + Bathinda,5558075,375394
Baldev Singh Aklia,IND,0,Post Graduate,54,Bhucho Mandi (Sc) + Bathinda,11115425,7671157
Darshan Singh Kotfatta,SAD, 4 ,Post Graduate,70,Bhucho Mandi (Sc) + Bathinda,14490000,6000000
Gurpreet Kaur,IND,0,Post Graduate,42,Bhucho Mandi (Sc) + Bathinda,3138846,0
Jagseer Singh,IND,0,Post Graduate,39,Bhucho Mandi (Sc) + Bathinda,40000,0
Pritam Singh Kotbhai,INC, 4 ,10th Pass,55,Bhucho Mandi (Sc) + Bathinda,69625516,10045631
Roop Chand,IND,0,10th Pass,52,Bhucho Mandi (Sc) + Bathinda,240000,0
Rupinderjit Singh,BJP,0,Graduate Professional,50,Bhucho Mandi (Sc) + Bathinda,25217539,9325101
Jagroop Singh Gill   Winner ,AAP,0,Graduate Professional,69,Bathinda Urban + Bathinda,136947034,3200000
Chand Singh,IND,0,8th Pass,75,Bathinda Urban + Bathinda,1542000,0
Harmilap Singh Grewal,IND,0,Post Graduate,51,Bathinda Urban + Bathinda,2061102,0
Jaswant Singh,IND,0,10th Pass,55,Bathinda Urban + Bathinda,6296084,0
Manpreet Singh Badal,INC,0,Graduate Professional,60,Bathinda Urban + Bathinda,727006460,27771150
Parveen Hiteshi,IND,0,12th Pass,44,Bathinda Urban + Bathinda,25000,0
Raj Kumar,BJP,0,8th Pass,65,Bathinda Urban + Bathinda,118191516,7559400
Raj Kumar,IND,0,Illiterate,54,Bathinda Urban + Bathinda,0,0
Ram Kishan,IND,0,Illiterate,53,Bathinda Urban + Bathinda,820000,0
Resham Singh,IND,0,8th Pass,55,Bathinda Urban + Bathinda,2022618,0
Sarup Chand Singla,SAD, 2 ,8th Pass,61,Bathinda Urban + Bathinda,184246845,10348320
Sunil Kumar,Aazad Samaj Party (Kanshi Ram),0,Graduate,29,Bathinda Urban + Bathinda,22175,0
Wazir Singh,Bahujan Mukti Party,0,10th Pass,66,Bathinda Urban + Bathinda,2075000,700000
Amit Rattan   Winner ,AAP, 1 ,Graduate Professional,42,Bathinda Rural (Sc) + Bathinda,27181185,0
Chamkaur Singh,IND,0,8th Pass,34,Bathinda Rural (Sc) + Bathinda,1120500,100000
Harvinder Singh Gill,INC,0,Post Graduate,56,Bathinda Rural (Sc) + Bathinda,19780695,6476434
Jagsir Singh,IND,0,10th Pass,41,Bathinda Rural (Sc) + Bathinda,515000,0
Jeeta Ram,IND,0,Illiterate,45,Bathinda Rural (Sc) + Bathinda,10000,0
Parkash Singh Bhatti,SAD, 2 ,Graduate Professional,60,Bathinda Rural (Sc) + Bathinda,13255774,6500000
Savera Singh,Punjab Lok Congress Party,0,Others,40,Bathinda Rural (Sc) + Bathinda,1865607,0
Surjit Singh,CPI,0,12th Pass,61,Bathinda Rural (Sc) + Bathinda,165469,34294
Prof. Baljinder Kaur   Winner ,AAP, 3 ,Post Graduate,37,Talwandi Sabo + Bathinda,11171086,60000
Baljinder Singh,IND,0,Post Graduate,72,Talwandi Sabo + Bathinda,104822587,19371052
Balvan Singh,IND,0,Literate,65,Talwandi Sabo + Bathinda,3230000,0
Davinder Singh,IND,0,10th Pass,52,Talwandi Sabo + Bathinda,18451500,65000
Harjinder Singh,IND,0,5th Pass,54,Talwandi Sabo + Bathinda,4716063,854899
Harminder Singh Jassi,IND, 2 ,Graduate,66,Talwandi Sabo + Bathinda,102856721,2997638
Jagseer Singh,IND,0,10th Pass,59,Talwandi Sabo + Bathinda,18753352,2788378
Jeetmohinder Singh Sidhu,SAD, 2 ,Graduate Professional,58,Talwandi Sabo + Bathinda,278874574,16832489
Kamaljeet Kaur,IND,0,Post Graduate,37,Talwandi Sabo + Bathinda,7095108,2000000
Khushbaz Singh Jattana,INC, 2 ,Graduate Professional,41,Talwandi Sabo + Bathinda,16524007,29746006
Master Tajinderpal Singh,Jan Asra Party,0,Post Graduate,39,Talwandi Sabo + Bathinda,519280,0
Rampy Kaur,IND, 1 ,Graduate Professional,25,Talwandi Sabo + Bathinda,690000,0
Ravi Preet Singh Sidhu,BJP, 2 ,Graduate,47,Talwandi Sabo + Bathinda,75371372,0
Sukhjit Singh,IND, 3 ,Graduate,36,Talwandi Sabo + Bathinda,2026000,90000
Sukhpreet Singh,IND,0,12th Pass,32,Talwandi Sabo + Bathinda,41689500,614000
Sukhveer Singh Maiserkhana   Winner ,AAP, 4 ,12th Pass,34,Maur + Bathinda,9224210,0
Comrade Pritpal Singh,CPI(ML)(L),0,8th Pass,44,Maur + Bathinda,555000,0
Darshan Singh Bajigar,IND,0,8th Pass,48,Maur + Bathinda,365000,140000
Dayal Sodhi,BJP,0,Graduate Professional,54,Maur + Bathinda,50694900,838429
Dr. Manoj Bala Bansal,INC,0,Graduate Professional,55,Maur + Bathinda,41484084,3528328
Hardev Singh Baggar Maur Mandi,IND,0,8th Pass,55,Maur + Bathinda,831000,0
Jagmeet Singh Brar,SAD,0,Graduate Professional,64,Maur + Bathinda,67934284,284534
Mangal Ram,IND,0,Illiterate,36,Maur + Bathinda,241000,0
Pargat Singh,IND,0,8th Pass,27,Maur + Bathinda,6310000,515000
Vijay Singla   Winner ,AAP,0,Graduate Professional,52,Mansa + Mansa,64882011,2787116
Balwant Singh,Akhil Bharatiya Rajarya Sabha,0,10th Pass,79,Mansa + Mansa,679500,0
Gurnam Singh,IND,0,12th Pass,51,Mansa + Mansa,89686,0
Jiwan Dass,Punjab Lok Congress Party,0,Post Graduate,62,Mansa + Mansa,7469300,1277291
Prem Kumar,SAD,0,8th Pass,54,Mansa + Mansa,73407406,32026539
Raj Kumar,IND,0,Graduate Professional,25,Mansa + Mansa,28714,0
Rajinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,54,Mansa + Mansa,10520000,0
Shivcharan Dass,CPI(ML) Red Star,0,10th Pass,61,Mansa + Mansa,10500,0
Shubhdeep Singh,INC, 4 ,Graduate Professional,27,Mansa + Mansa,78721381,0
Shukwinder Singh,IND,0,Literate,55,Mansa + Mansa,350000,0
Tarunveer Singh Ahluwalia,Lok Insaaf Party, 1 ,Graduate,30,Mansa + Mansa,23515000,3400000
Gurpreet Singh Banawali   Winner ,AAP, 1 ,Graduate Professional,43,Sardulgarh + Mansa,21511262,2376367
Baldev Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,30,Sardulgarh + Mansa,5000,0
Bikram Singh,INC, 2 ,Graduate,46,Sardulgarh + Mansa,35628505,2144486
Chet Ram,IND,0,12th Pass,51,Sardulgarh + Mansa,145568,0
Chhota Singh,IND,0,12th Pass,50,Sardulgarh + Mansa,4650000,290700
Dilraj Singh Bhundar,SAD,0,Graduate Professional,53,Sardulgarh + Mansa,11981143,606511
Gurdeep Singh Sidhu,Jai Jawan Jai Kisan Party, 1 ,10th Pass,50,Sardulgarh + Mansa,170000,0
Gurmeet Singh Nandgarh,CPI(ML)(L),0,8th Pass,44,Sardulgarh + Mansa,357100,30000
Gursewak Singh,IND,0,Graduate Professional,43,Sardulgarh + Mansa,14122773,1700000
Jagjit Singh Milkha,BJP,0,Graduate,44,Sardulgarh + Mansa,144849,0
Jaswinder Singh,IND, 1 ,Post Graduate,30,Sardulgarh + Mansa,137107,88120
Kulwinder Singh,CPI(M), 1 ,Post Graduate,40,Sardulgarh + Mansa,3669851,458581
Pardeep Singh,IND,0,10th Pass,27,Sardulgarh + Mansa,15067,0
Budh Ram   Winner ,AAP, 1 ,Post Graduate,65,Budhlada (Sc) + Mansa,11348892,0
Bhola Singh,Punjab Lok Congress Party,0,10th Pass,58,Budhlada (Sc) + Mansa,3422074,0
Darshan Singh,IND,0,10th Pass,52,Budhlada (Sc) + Mansa,730000,0
Dr. Nishan Singh Hakamwala,SAD, 1 ,Post Graduate,50,Budhlada (Sc) + Mansa,31213789,9098153
Dr. Ranvir Kaur Mian,INC,0,Doctorate,31,Budhlada (Sc) + Mansa,24209000,449094
Krishan Singh Chouhan,CPI, 1 ,8th Pass,45,Budhlada (Sc) + Mansa,1010398,0
Paramjeet Kaur,IND,0,5th Pass,41,Budhlada (Sc) + Mansa,810000,0
Ram Partap Singh Alias Nikka Bahadurpur,CPI(ML)(L),0,10th Pass,47,Budhlada (Sc) + Mansa,245800,0
Rangi Ram,IND,0,10th Pass,57,Budhlada (Sc) + Mansa,380000,50000
Ranjit Singh Bhadra,Lok Insaaf Party,0,12th Pass,35,Budhlada (Sc) + Mansa,866000,0
Barinder Kumar Goyal   Winner ,AAP,0,Graduate Professional,63,Lehra + Sangrur,22343066,0
Balwinder Singh,IND,0,Literate,52,Lehra + Sangrur,455200,0
Gobind Singh Longowal,SAD,0,Graduate,65,Lehra + Sangrur,32025000,1295423
Hardeep Singh,Revolutionary Socialist Party,0,10th Pass,31,Lehra + Sangrur,800000,0
Jagdish Singh Atwal,IND,0,Graduate,55,Lehra + Sangrur,11032309,0
Parminder Singh,IND,0,12th Pass,37,Lehra + Sangrur,1433330,500000
Parminder Singh Dhindsa,Shiromani Akali Dal (Sanyukt), 1 ,Post Graduate,48,Lehra + Sangrur,213770736,22663423
Rajinder Kaur Bhattal,INC,0,Graduate,76,Lehra + Sangrur,42584934,13899402
Satwant Singh,IND, 1 ,12th Pass,67,Lehra + Sangrur,40501682,17980000
Sher Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,66,Lehra + Sangrur,770000,0
Harpal Singh Cheema   Winner ,AAP, 1 ,Graduate Professional,47,Dirba (Sc) + Sangrur,11607794,3672318
Ajaib Singh Ratolan,INC,0,10th Pass,66,Dirba (Sc) + Sangrur,2020064,350000
Amanpreet Singh,Jai Jawan Jai Kisan Party,0,5th Pass,33,Dirba (Sc) + Sangrur,4657150,1040000
Avtar Singh Namberdar,IND,0,12th Pass,48,Dirba (Sc) + Sangrur,7351000,0
Bikar Singh,Lok Insaaf Party,0,10th Pass,38,Dirba (Sc) + Sangrur,595700,0
Gobind Singh Chhajli,CPI(ML)(L),0,Illiterate,48,Dirba (Sc) + Sangrur,81500,0
Gulzar Singh Moonak,SAD,0,Graduate Professional,41,Dirba (Sc) + Sangrur,26343997,400000
Gurmeet Singh,IND,0,5th Pass,50,Dirba (Sc) + Sangrur,1050000,0
Lal Singh,IND,0,10th Pass,48,Dirba (Sc) + Sangrur,3645000,0
Malvinder Singh,Sanyukt Sangharsh Party,0,10th Pass,41,Dirba (Sc) + Sangrur,190000,0
Mandeep Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,8th Pass,32,Dirba (Sc) + Sangrur,26500,0
Ran Singh Mehlan,IND,0,10th Pass,54,Dirba (Sc) + Sangrur,5913000,0
Soma Singh,Shiromani Akali Dal (Sanyukt),0,10th Pass,47,Dirba (Sc) + Sangrur,524972,0
Aman Arora   Winner ,AAP, 3 ,Graduate,47,Sunam + Sangrur,951292000,228816000
Amarjit Singh Mann,IND,0,Others,66,Sunam + Sangrur,19930751,2180672
Amritpal Singh Sidhu,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 3 ,10th Pass,50,Sunam + Sangrur,4601465,0
Baldev Singh Maan,SAD,0,12th Pass,80,Sunam + Sangrur,138350000,3500000
Harbhagwan Sharma Bhikhi,CPI(ML)(L),0,12th Pass,46,Sunam + Sangrur,15500,0
Jasvinder Singh Dhiman S/O Darshan Singh,IND,0,10th Pass,31,Sunam + Sangrur,596000,0
Jaswinder Singh Dhiman S/O Amarjit Singh,INC,0,Graduate,35,Sunam + Sangrur,44822181,1576000
Karnail Singh,Bahujan Mukti Party,0,5th Pass,64,Sunam + Sangrur,378500,0
Pargat Singh,IND, 1 ,10th Pass,57,Sunam + Sangrur,29401300,1000000
Ranjit Singh,IND,0,Post Graduate,32,Sunam + Sangrur,9993000,1500000
Sanmukh Singh Mokha,Shiromani Akali Dal (Sanyukt), 1 ,10th Pass,73,Sunam + Sangrur,73616589,6259185
Yadwinder Singh,IND,0,10th Pass,43,Sunam + Sangrur,7906000,500000
Bhagwant Mann   Winner ,AAP, 1 ,12th Pass,48,Dhuri + Sangrur,19710174,3035808
Dalvir Singh,INC, 2 ,Post Graduate,40,Dhuri + Sangrur,10630367,5068942
Harpreet Singh,CPI(ML)(L),0,8th Pass,28,Dhuri + Sangrur,106000,0
Jaswinder Singh,Lok Insaaf Party,0,Others,30,Dhuri + Sangrur,4187000,2000000
Narinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,12th Pass,43,Dhuri + Sangrur,17725000,0
Pardeep Kumar,Apni Ekta Party,0,Graduate Professional,42,Dhuri + Sangrur,850000,0
Parkash Chand Garg,SAD, 1 ,8th Pass,69,Dhuri + Sangrur,51434227,20179277
Randeep Singh,BJP,0,Post Graduate,40,Dhuri + Sangrur,1593126,0
Sarbjit Singh,IND,0,12th Pass,53,Dhuri + Sangrur,12784406,1500000
Shakti Kumar Gupta,IND,0,Others,47,Dhuri + Sangrur,7937000,0
Sukhwinder Singh,National Apni Party,0,Graduate,49,Dhuri + Sangrur,1505000,0
Vijay Syal,IND, 1 ,Post Graduate,63,Dhuri + Sangrur,6005598,2278854
Narinder Kaur Bharaj   Winner ,AAP, 1 ,Graduate Professional,27,Sangrur + Sangrur,24409,0
Arvind Khanna,BJP, 1 ,Graduate,54,Sangrur + Sangrur,272043930,121100028
Bahadur Singh,Jai Jawan Jai Kisan Party,0,Graduate,48,Sangrur + Sangrur,8972300,300000
Gurnaib Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,54,Sangrur + Sangrur,3131000,0
Harmanpreet Singh,Lok Insaaf Party,0,12th Pass,46,Sangrur + Sangrur,8560000,0
Jagdeep Singh,Sanyukt Sangharsh Party,0,12th Pass,38,Sangrur + Sangrur,13247000,0
Vijay Inder Singla,INC,0,Graduate Professional,50,Sangrur + Sangrur,188789648,40557107
Winnerjit Singh Goldy,SAD, 2 ,Post Graduate,46,Sangrur + Sangrur,68399000,20629000
Labh Singh Ugoke   Winner ,AAP,0,12th Pass,35,Bhadaur (Sc) + Barnala,365490,0
Bagga Singh Kahne Ke,Punjab Kisan Dal,0,Graduate,30,Bhadaur (Sc) + Barnala,623264,0
Balvir Singh Alias Balbir Singh,CPI(M),0,10th Pass,61,Bhadaur (Sc) + Barnala,2061757,170000
Bhagwant Singh Samaon,CPI(ML)(L),0,8th Pass,42,Bhadaur (Sc) + Barnala,729000,15000
Charanjit Singh Channi,INC,0,Post Graduate,58,Bhadaur (Sc) + Barnala,91529499,8836874
Dharam Singh Fouji,Punjab Lok Congress Party,0,10th Pass,55,Bhadaur (Sc) + Barnala,4016000,400000
Gora Singh,IND, 1 ,Illiterate,44,Bhadaur (Sc) + Barnala,3163000,268000
Hans Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,5th Pass,35,Bhadaur (Sc) + Barnala,1751000,0
Jagroop Singh,Lok Insaaf Party,0,8th Pass,31,Bhadaur (Sc) + Barnala,81000,0
Krishan Singh,IND, 1 ,12th Pass,51,Bhadaur (Sc) + Barnala,2381000,0
Manjit Kaur,IND,0,8th Pass,64,Bhadaur (Sc) + Barnala,48432070,3112989
Rajinder Singh,Punjab National Party,0,10th Pass,39,Bhadaur (Sc) + Barnala,65000,0
Satnam Singh Rahi,SAD,0,Graduate Professional,50,Bhadaur (Sc) + Barnala,7523400,1526941
Gurmeet Singh Meet Hayer   Winner ,AAP, 5 ,Graduate Professional,32,Barnala + Barnala,4406505,0
Abhikaran Singh,IND,0,Graduate Professional,27,Barnala + Barnala,1764312,0
Baljit Singh Badbar,IND,0,Graduate,47,Barnala + Barnala,741000,0
Dhiraj Kumar,BJP, 3 ,Graduate,51,Barnala + Barnala,33525647,5010599
Gurbaj Singh,Bahujan Mukti Party,0,12th Pass,48,Barnala + Barnala,1547000,0
Gurpreet Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Graduate,30,Barnala + Barnala,2964483,393702
Harpreet Singh,IND,0,12th Pass,28,Barnala + Barnala,430000,80000
Jagraj Singh,National Apni Party,0,8th Pass,66,Barnala + Barnala,1724000,0
Karamjit Singh,Lok Insaaf Party,0,8th Pass,35,Barnala + Barnala,8250000,650000
Kulwant Singh Keetu,SAD,0,10th Pass,46,Barnala + Barnala,29179928,0
Manish Bansal,INC,0,Graduate Professional,43,Barnala + Barnala,437095467,31762875
Pappu Kumar,IND,0,Illiterate,52,Barnala + Barnala,500000,0
Raj Kumar,Revolutionary Socialist Party,0,8th Pass,49,Barnala + Barnala,374000,0
Sukhwinder Singh,IND,0,Illiterate,36,Barnala + Barnala,41100,0
Kulwant Singh Pandori   Winner ,AAP, 2 ,Graduate,49,Mehal Kalan (Sc) + Barnala,1702406,500000
Chamkaur Singh,BSP,0,Graduate,64,Mehal Kalan (Sc) + Barnala,13935229,0
Gurjant Singh Kattu,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,55,Mehal Kalan (Sc) + Barnala,1157122,0
Gurmel Singh,National Apni Party,0,5th Pass,62,Mehal Kalan (Sc) + Barnala,510000,0
Gurpreet Singh Rureke,CPI(ML)(L),0,5th Pass,39,Mehal Kalan (Sc) + Barnala,8100,50000
Gurtej Singh,IND,0,8th Pass,56,Mehal Kalan (Sc) + Barnala,3620000,1350000
Harbans Singh,SP,0,10th Pass,58,Mehal Kalan (Sc) + Barnala,1260000,0
Harchand Kaur,INC,0,10th Pass,65,Mehal Kalan (Sc) + Barnala,3475000,4702351
Jasveer Singh,IND,0,Graduate Professional,32,Mehal Kalan (Sc) + Barnala,537000,0
Sant Sukhwinder Singh Tibba,Shiromani Akali Dal (Sanyukt),0,Post Graduate,59,Mehal Kalan (Sc) + Barnala,43370000,0
Supinder Singh,IND,0,Graduate Professional,25,Mehal Kalan (Sc) + Barnala,16000,0
Teja Singh Kalabula,Apni Ekta Party,0,12th Pass,68,Mehal Kalan (Sc) + Barnala,2479000,0
Gurdev Singh Dev Maan   Winner ,AAP, 1 ,12th Pass,52,Nabha (Sc) + Patiala,5358709,0
Balwant Singh,IND,0,8th Pass,45,Nabha (Sc) + Patiala,315000,0
Barinder Kumar,Sanyukt Sangharsh Party, 2 ,Graduate,36,Nabha (Sc) + Patiala,4937490,1100000
Gulzar Khanna,IND, 1 ,12th Pass,59,Nabha (Sc) + Patiala,18500000,0
Gurpreet Singh Shahpur,BJP, 1 ,12th Pass,44,Nabha (Sc) + Patiala,1792000,0
Kabir Dass,SAD,0,12th Pass,63,Nabha (Sc) + Patiala,167980489,11163287
Kashmir Singh,CPI,0,Others,54,Nabha (Sc) + Patiala,2390000,150000
Sadhu Singh,INC,0,10th Pass,61,Nabha (Sc) + Patiala,20350489,3077428
Simranjeet Singh,SP, 1 ,Post Graduate,34,Nabha (Sc) + Patiala,5695000,850000
Balbir Singh   Winner ,AAP, 2 ,Post Graduate,65,Patiala Rural + Patiala,81766646,0
Abhishek Singh,IND,0,12th Pass,32,Patiala Rural + Patiala,870000,695000
Baljit Singh,IND,0,5th Pass,43,Patiala Rural + Patiala,1157000,324000
Dalbir Singh,IND,0,Graduate,41,Patiala Rural + Patiala,1000800,170000
Dhraminder Singh,IND,0,Doctorate,58,Patiala Rural + Patiala,11047094,1534534
Harpreet Kaur,Samajik Sangharsh Party,0,Post Graduate,30,Patiala Rural + Patiala,597000,0
Jasdeep Singh,IND,0,12th Pass,52,Patiala Rural + Patiala,440140000,57000000
Jasdev Singh,Insaniyat Lok Vikas Party,0,12th Pass,27,Patiala Rural + Patiala,215165,0
Jashandeep Singh,IND,0,Post Graduate,41,Patiala Rural + Patiala,2110000,0
Jaspal Singh,SAD,0,12th Pass,46,Patiala Rural + Patiala,33095386,3901272
Krishan Kumar,IND, 4 ,12th Pass,42,Patiala Rural + Patiala,17000,668000
Mohinder Pal Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,Post Graduate,61,Patiala Rural + Patiala,8385249,0
Mohit Mohindra,INC,0,Graduate Professional,31,Patiala Rural + Patiala,21262819,4298310
Paramjit Singh Bhullar,IND,0,Post Graduate,46,Patiala Rural + Patiala,79908699,825000
Rajiv Kumar Babbar,IND, 1 ,Graduate,42,Patiala Rural + Patiala,13582000,3650000
Sanjeev Sharma,Punjab Lok Congress Party,0,12th Pass,51,Patiala Rural + Patiala,36736235,4683565
Saurabh Jain,IND, 1 ,Graduate,43,Patiala Rural + Patiala,127792150,20030649
Shweta Jindal,IND,0,Post Graduate,38,Patiala Rural + Patiala,47870000,0
Tejwinderpal Singh Saini,Peoples Party of India (Democratic), 1 ,Graduate Professional,33,Patiala Rural + Patiala,36000,0
Neena Mittal   Winner ,AAP, 1 ,Graduate,50,Rajpura + Patiala,98976869,28711653
Avtar Singh Harpalpur,Lok Insaaf Party,0,5th Pass,71,Rajpura + Patiala,24250000,3900000
Charanjit Singh Brar,SAD, 3 ,Graduate,52,Rajpura + Patiala,31755860,3977708
Dr. Bhai Paramjit Singh,IND,0,Graduate Professional,59,Rajpura + Patiala,12655593,0
Gursewak Singh,IND,0,10th Pass,32,Rajpura + Patiala,138398,0
Hardial Singh Kamboj,INC,0,Graduate,63,Rajpura + Patiala,40532381,620471
Harinder Singh,IND,0,8th Pass,31,Rajpura + Patiala,5785,0
Jagdish Kumar Jagga,BJP,0,12th Pass,46,Rajpura + Patiala,35979593,2526882
Jagjit Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,55,Rajpura + Patiala,428500,0
Parveen Kumar,IND,0,12th Pass,42,Rajpura + Patiala,1055000,0
Gurlal Ghanaur   Winner ,AAP,0,12th Pass,43,Ghanaur + Patiala,24299735,2500000
Amrik Singh,IND,0,Illiterate,54,Ghanaur + Patiala,2557000,0
Gurlal Singh,IND,0,Post Graduate,32,Ghanaur + Patiala,126725,0
Jagdeep Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,39,Ghanaur + Patiala,209804,0
Jagneet Singh,IND,0,12th Pass,28,Ghanaur + Patiala,0,0
Jaspal Singh,IND,0,Post Graduate,39,Ghanaur + Patiala,5913000,0
Madan Lal,INC,0,8th Pass,62,Ghanaur + Patiala,82700969,9494672
Prem Singh Bhangu,IND,0,Post Graduate,72,Ghanaur + Patiala,44565121,10839101
Prem Singh Chandumajra,SAD, 3 ,Post Graduate,72,Ghanaur + Patiala,80526779,0
Vikas Sharma,BJP,0,12th Pass,33,Ghanaur + Patiala,18856475,3980873
Harmit Singh Pathanmajra   Winner ,AAP,0,12th Pass,46,Sanour + Patiala,24186077,400000
Ajay Kumar,IND,0,12th Pass,46,Sanour + Patiala,6235000,0
Bikramjit Inder Singh Chahal,Punjab Lok Congress Party,0,Graduate,42,Sanour + Patiala,277350198,44150152
Buta Singh,IND,0,Illiterate,63,Sanour + Patiala,3272444,18000
Gurpreet Singh,IND,0,10th Pass,41,Sanour + Patiala,5914000,250000
Harinder Pal Singh Chandumajra,SAD, 3 ,Graduate Professional,41,Sanour + Patiala,123842944,0
Harinder Pal Singh Harry Mann,INC,0,Graduate Professional,64,Sanour + Patiala,197319680,8288883
Harmeet Singh Muradmajra,IND,0,12th Pass,41,Sanour + Patiala,660211,0
Jagdev Singh,IND,0,Graduate Professional,67,Sanour + Patiala,10560000,0
Jatinder,IND,0,Post Graduate,51,Sanour + Patiala,165000,0
Mohan Lal Gharam Wale,IND,0,8th Pass,56,Sanour + Patiala,10406000,600000
Navjot Singh,Jai Jawan Jai Kisan Party,0,Graduate,26,Sanour + Patiala,0,0
Surinder Singh,IND,0,10th Pass,35,Sanour + Patiala,224274,0
Vikramjeet Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Graduate,31,Sanour + Patiala,2806000,2000000
Ajit Pal Singh Kohli   Winner ,AAP, 1 ,Post Graduate,43,Patiala + Patiala,323830721,4261603
Amarinder Singh,Punjab Lok Congress Party, 1 ,12th Pass,79,Patiala + Patiala,687343757,92653369
Davinder Singh,IND,0,Graduate Professional,43,Patiala + Patiala,7551913,0
Harpal Juneja,SAD, 4 ,Graduate Professional,47,Patiala + Patiala,36098242,1124269
Jagdish Kumar,IND,0,5th Pass,60,Patiala + Patiala,1575500,0
Jasbir Singh,IND, 1 ,10th Pass,59,Patiala + Patiala,40240000,0
Jyoti Tiwari,IND,0,Post Graduate,29,Patiala + Patiala,0,0
Makhan Singh,IND,0,10th Pass,49,Patiala + Patiala,6300000,300000
Malwinder Singh,IND,0,Post Graduate,44,Patiala + Patiala,56762837,2660000
Naunihal Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,8th Pass,57,Patiala + Patiala,25728077,6227228
Pankaj Mohindru,IND,0,Doctorate,48,Patiala + Patiala,7616000,0
Paramjit Singh,Lok Insaaf Party, 1 ,10th Pass,46,Patiala + Patiala,100000,0
Ravinder Singh,IND,0,8th Pass,30,Patiala + Patiala,23000,0
Sonu,IND,0,Literate,40,Patiala + Patiala,869000,0
Vishnu Sharma,INC,0,8th Pass,72,Patiala + Patiala,109550913,7725490
Yogesh Kumar,Jan Asra Party,0,Graduate,50,Patiala + Patiala,3933216,847913
Chetan Singh Jouramajra   Winner ,AAP, 1 ,12th Pass,55,Samana + Patiala,12276261,3789350
Ajaib Singh Bathoi,SP, 3 ,10th Pass,47,Samana + Patiala,343000,0
Ashwani Kumar,IND,0,Graduate,43,Samana + Patiala,1072500,0
Hardeep Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,56,Samana + Patiala,3071000,20000
Jagandeep Kaur,Punjab Kisan Dal,0,10th Pass,36,Samana + Patiala,107000,0
Lovepreet Singh,IND,0,12th Pass,26,Samana + Patiala,610000,0
Paramjit Singh Saholi,IND,0,12th Pass,54,Samana + Patiala,11450000,365000
Parveen Kumar,IND,0,12th Pass,42,Samana + Patiala,1055000,0
Poonam Rani,IND,0,Post Graduate,49,Samana + Patiala,19960000,1400000
Rachhpal Singh Jouramajra,Sanyukt Sangharsh Party,0,10th Pass,59,Samana + Patiala,37048235,6470000
Rajinder Singh,INC,0,Graduate Professional,61,Samana + Patiala,315266831,4577185
Raju Ram,IND,0,12th Pass,33,Samana + Patiala,343000,0
Surinder Singh Kherki,Punjab Lok Congress Party,0,Graduate,54,Samana + Patiala,11807500,7500000
Surjit Singh Rakhra,SAD, 3 ,Graduate,71,Samana + Patiala,210130757,42839832
Kulwant Singh Bazigar   Winner ,AAP,0,10th Pass,48,Shutrana (Sc) + Patiala,1860337,0
Amarjit Singh,IND,0,Graduate Professional,66,Shutrana (Sc) + Patiala,58115898,2850000
Darbara Singh,INC,0,Post Graduate,56,Shutrana (Sc) + Patiala,44404084,8270962
Gurdhian Singh,IND,0,Literate,44,Shutrana (Sc) + Patiala,1720000,0
Gurjit Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,32,Shutrana (Sc) + Patiala,541264,4000
Narinder,IND,0,Literate,47,Shutrana (Sc) + Patiala,70000,0
Naryan Singh,Punjab Lok Congress Party,0,10th Pass,57,Shutrana (Sc) + Patiala,5074757,746400
Sukhwinder Singh,SP,0,Post Graduate,40,Shutrana (Sc) + Patiala,1880000,0
Vaninder Kaur Loomba,SAD,0,Post Graduate,48,Shutrana (Sc) + Patiala,575197658,50300000
Mohammad Jamil Ur Rehman   Winner ,AAP,0,Doctorate,62,Malerkotla + Malerkotla,6120832,0
Abdul Sattar,CPI(M),0,5th Pass,43,Malerkotla + Malerkotla,1205550,0
Dharminder Singh,IND,0,12th Pass,36,Malerkotla + Malerkotla,3255000,400000
