Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Ramesh Rathod   Winner ,TDP, 2 ,12th Pass,43,Adilabad + Andhra Pradesh,3410000,815241
A Laxman Rao,IND,0,10th Pass,47,Adilabad + Andhra Pradesh,1560000,0
Ade Tukaram,BJP,0,10th Pass,55,Adilabad + Andhra Pradesh,865000,370000
Banka Sahadev,IND,0,Not Given,56,Adilabad + Andhra Pradesh,118000,0
G Pentanna,IND,0,Post Graduate,36,Adilabad + Andhra Pradesh,436000,13000
Kotnak Ramesh,INC,0,12th Pass,39,Adilabad + Andhra Pradesh,2600000,0
Masram Nago Rao,PRAP,0,Post Graduate,59,Adilabad + Andhra Pradesh,350000,0
N Ramdas,IND,0,5th Pass,35,Adilabad + Andhra Pradesh,0,0
Rathod Sadashiv Naik,BSP,0,Graduate,50,Adilabad + Andhra Pradesh,1150000,0
Dr. G. Vivekanand   Winner ,INC,0,Graduate Professional,51,Peddapalle + Andhra Pradesh,729509675,0
A. David Raju,PRAP, 1 ,10th Pass,36,Peddapalle + Andhra Pradesh,1460000,0
A.Kamalamma,IND,0,Not Given,36,Peddapalle + Andhra Pradesh,155000,0
Ambala Mahendar,IND,0,5th Pass,38,Peddapalle + Andhra Pradesh,0,0
B.Mallaiah,IND,0,Not Given,32,Peddapalle + Andhra Pradesh,0,0
D.Ramulu,IND,0,5th Pass,51,Peddapalle + Andhra Pradesh,300000,0
Domasa Srinivas,TRS, 2 ,12th Pass,41,Peddapalle + Andhra Pradesh,4179400,1950000
Gaddala Vinay Kumar,IND,0,8th Pass,51,Peddapalle + Andhra Pradesh,5284500,1050
Gajjela Swamy,BSP,0,10th Pass,49,Peddapalle + Andhra Pradesh,1574000,0
Gorre Ramesh,IND,0,Graduate Professional,42,Peddapalle + Andhra Pradesh,300000,0
K.Rajaswar,IND,0,Not Given,38,Peddapalle + Andhra Pradesh,0,0
Krishna Sabbali,MCPI(S),0,Not Given,39,Peddapalle + Andhra Pradesh,0,30000
Mathangi Narsaiah,BJP,0,Post Graduate,63,Peddapalle + Andhra Pradesh,8914000,7000
Nallala Kanukaiah,IND,0,10th Pass,39,Peddapalle + Andhra Pradesh,67500,0
S.Laxmaiah,IND,0,10th Pass,41,Peddapalle + Andhra Pradesh,350000,50000
Ponnam Prabhakar   Winner ,INC,0,Graduate Professional,41,Karimnagar + Andhra Pradesh,1287000,0
Balla Suresh,IND,0,5th Pass,32,Karimnagar + Andhra Pradesh,2000,0
Barige Gattaiah Yadav,IND,0,Not Given,32,Karimnagar + Andhra Pradesh,0,0
Ch. Janga Reddy,BJP, 1 ,12th Pass,75,Karimnagar + Andhra Pradesh,30128100,18630
Gaddam Raji Reddy,IND,0,Not Given,48,Karimnagar + Andhra Pradesh,1030000,0
Kandem Prabhakar,IND,0,10th Pass,44,Karimnagar + Andhra Pradesh,1700000,0
Korivi Venugopal,IND,0,Graduate Professional,47,Karimnagar + Andhra Pradesh,410000,0
Lingampalli Srinivas Reddy,MCPI(S),0,10th Pass,39,Karimnagar + Andhra Pradesh,75520,0
Panakanti Satish Kumar,IND,0,Graduate Professional,46,Karimnagar + Andhra Pradesh,181357,138666
Peddi Ravinder,IND,0,Post Graduate,29,Karimnagar + Andhra Pradesh,95000,0
Ragula Ramulu,RPI(A),0,5th Pass,41,Karimnagar + Andhra Pradesh,1500000,0
T. Srimannarayana,PPOI,0,12th Pass,68,Karimnagar + Andhra Pradesh,2115000,0
Velichala Rajendar Rao,PRAP,0,Post Graduate,46,Karimnagar + Andhra Pradesh,22730000,0
Vinod Kumar Boinapally,TRS,0,Graduate Professional,49,Karimnagar + Andhra Pradesh,50776910,118258
Viresham Nalimela,BSP,0,Graduate Professional,58,Karimnagar + Andhra Pradesh,37880000,1276000
Madhu Yaskhi Goud   Winner ,INC,0,Post Graduate,50,Nizamabad + Andhra Pradesh,119108338,15422084
Aaris Mohammed,IND,0,10th Pass,46,Nizamabad + Andhra Pradesh,16554,0
Bigala Ganesh,TRS,0,Graduate Professional,39,Nizamabad + Andhra Pradesh,38799851,422292
D.S.R. Chaudary,LSP,0,Not Given,52,Nizamabad + Andhra Pradesh,12355847,2496889
Gaddam Srinivas,IND,0,Doctorate,47,Nizamabad + Andhra Pradesh,11437000,0
Jala Bapu Reddy,BJP,0,Post Graduate,59,Nizamabad + Andhra Pradesh,7089760,0
Kandem Prabhakar,IND,0,10th Pass,44,Nizamabad + Andhra Pradesh,2100000,0
P. Vinay Kumar,PRAP,0,Post Graduate,51,Nizamabad + Andhra Pradesh,183208378,68550
Rapelly Srinivas,IND,0,Graduate,34,Nizamabad + Andhra Pradesh,45000,0
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,Nizamabad + Andhra Pradesh,0,4000
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,Nizamabad + Andhra Pradesh,9435000,762315
Y Ramulu,BSP,0,Graduate,53,Nizamabad + Andhra Pradesh,0,0
SURESH KUMAR SHETKAR   Winner ,INC,0,Graduate,46,Zahirabad + Andhra Pradesh,3011999,0
BAGANNA,BJP,0,Others,66,Zahirabad + Andhra Pradesh,1673500,0
Basava Raj Patil,IND,0,Graduate Professional,39,Zahirabad + Andhra Pradesh,5850000,255000
Benjamin Raju,IJP,0,Post Graduate,39,Zahirabad + Andhra Pradesh,200000,0
Chitta Rajeshwar Rao,IND,0,12th Pass,45,Zahirabad + Andhra Pradesh,1695000,200000
M. RAVINDRA REDDY,LSP,0,Post Graduate,39,Zahirabad + Andhra Pradesh,1290000,0
M. SHIVA KUMAR,PRAP, 2 ,5th Pass,43,Zahirabad + Andhra Pradesh,29424500,500734
M.Vishnu Mudiraj,BSP,0,10th Pass,35,Zahirabad + Andhra Pradesh,1705000,1400000
Powar Singh Hatti Singh,IND,0,10th Pass,36,Zahirabad + Andhra Pradesh,350000,0
SYED YOUSUF ALI,TRS, 1 ,12th Pass,54,Zahirabad + Andhra Pradesh,32900000,0
VIJAYA SHANTHI .M   Winner ,TRS,0,10th Pass,43,Medak + Andhra Pradesh,271066905,0
D.Yadeshwar,BSP(AP),0,Graduate,46,Medak + Andhra Pradesh,110000,0
K. Sudheer Reddy,LSP,0,Post Graduate,37,Medak + Andhra Pradesh,3810013,0
Khaja Quayum Anwar Md.,PRAP,0,Graduate Professional,45,Medak + Andhra Pradesh,5290000,0
Kovuri Prabhakar,PPOI,0,Not Given,51,Medak + Andhra Pradesh,824000,0
Kundeti Ravi,IND,0,Post Graduate,32,Medak + Andhra Pradesh,226586,0
Narendranath Chaganla,INC,0,12th Pass,45,Medak + Andhra Pradesh,562290014,8977996
P. Niroop Reddy,BJP,0,Post Graduate,50,Medak + Andhra Pradesh,22746000,1490000
Y.Shankar Goud,BSP,0,Post Graduate,44,Medak + Andhra Pradesh,3336000,0
SARVEY SATYANARAYANA   Winner ,INC, 1 ,Graduate Professional,54,Malkajgiri + Andhra Pradesh,10112521,116848
BHEEM SEN,TDP,0,Graduate Professional,60,Malkajgiri + Andhra Pradesh,2856116,0
C Francis MJF,SP,0,Graduate,57,Malkajgiri + Andhra Pradesh,60000,0
C Venkata Subba Rao,IND,0,Graduate,52,Malkajgiri + Andhra Pradesh,1855000,810355
DR.LAVU RATHAIAH,LSP, 1 ,Doctorate,56,Malkajgiri + Andhra Pradesh,155460261,57975695
INDRASENA REDDY,BJP,0,Post Graduate,56,Malkajgiri + Andhra Pradesh,24115000,235000
J Bhaskar,IND,0,Not Given,34,Malkajgiri + Andhra Pradesh,0,0
K Bhojraj,IND, 1 ,Not Given,35,Malkajgiri + Andhra Pradesh,0,0
K Srinivasa Raju,IND,0,Graduate,44,Malkajgiri + Andhra Pradesh,2580000,1284000
Kante Kanakaiah Ganagaputra,IND,0,Graduate,63,Malkajgiri + Andhra Pradesh,9148383,1404
Lt.Col.(Retd) Duserla Paparaidu,IND,0,Post Graduate,62,Malkajgiri + Andhra Pradesh,12500000,600000
M Babu Rao,BSP, 2 ,12th Pass,52,Malkajgiri + Andhra Pradesh,14100000,1115000
Md Mansoor Ali,IND,0,12th Pass,31,Malkajgiri + Andhra Pradesh,150000,0
N V Rama Reddy,PPOI,0,10th Pass,54,Malkajgiri + Andhra Pradesh,36650006,96384
Narendar Kumbala,BPD,0,Post Graduate,39,Malkajgiri + Andhra Pradesh,120000,0
P Ramakrishna,RKSP,0,Not Given,42,Malkajgiri + Andhra Pradesh,0,2100000
S D Krishnamurthy,TNPP,0,Post Graduate,51,Malkajgiri + Andhra Pradesh,1430000,0
S.Victor,IND,0,10th Pass,40,Malkajgiri + Andhra Pradesh,882000,0
Thulla Devender Goud,PRAP,0,Graduate,56,Malkajgiri + Andhra Pradesh,352257953,0
ANJAN KUMAR YADAV   Winner ,INC,0,12th Pass,47,Secunderabad + Andhra Pradesh,20620697,1500000
Abdus Sattar Mujahed,MUL,0,Graduate,41,Secunderabad + Andhra Pradesh,1139000,0
Ambati Krishna Murthi,IND,0,Not Given,50,Secunderabad + Andhra Pradesh,235000,400000
B. DATTATREYA,BJP,0,Graduate,61,Secunderabad + Andhra Pradesh,79280671,750000
B. Gopala Krishna,IND,0,8th Pass,42,Secunderabad + Andhra Pradesh,0,0
Baber Ali Khan,IND,0,8th Pass,53,Secunderabad + Andhra Pradesh,120000,0
C.V.L NARASIMHA RAO,LSP,0,Graduate Professional,54,Secunderabad + Andhra Pradesh,3370000,150000
Ch.Murahari,IND,0,Not Given,49,Secunderabad + Andhra Pradesh,0,0
Devi Das Rao Ghodke,IND,0,Not Given,63,Secunderabad + Andhra Pradesh,530626,0
Dr. D. SRAVAN KUMAR,PRAP,0,Doctorate,41,Secunderabad + Andhra Pradesh,5896000,65313
G. Rajaiah,IND,0,Graduate,48,Secunderabad + Andhra Pradesh,63056,35271
Indad Jah,ANC,0,Not Given,64,Secunderabad + Andhra Pradesh,25000,0
K. Srinivasa Chari,IND,0,Not Given,49,Secunderabad + Andhra Pradesh,25000,20000
Lellapalli Aseervadam,IND,0,Graduate,51,Secunderabad + Andhra Pradesh,1300000,0
M. Bhagya Matha,IND,0,10th Pass,38,Secunderabad + Andhra Pradesh,25000,650000
M. Venkatesh,BSP,0,12th Pass,32,Secunderabad + Andhra Pradesh,2470000,745000
MD. ALI,TRS,0,Graduate,55,Secunderabad + Andhra Pradesh,13105000,460990
MD. Osman Qureshee,Ajeya Bharat Party,0,5th Pass,35,Secunderabad + Andhra Pradesh,3050000,0
P.Damodar Reddy,PPOI,0,10th Pass,49,Secunderabad + Andhra Pradesh,10595000,0
Polishetty Ram Mohan,Samata Party,0,Graduate Professional,57,Secunderabad + Andhra Pradesh,160000,0
S.Devaiah,TNPP,0,Graduate,59,Secunderabad + Andhra Pradesh,1988000,0
Shiraz Khan,UWF,0,12th Pass,39,Secunderabad + Andhra Pradesh,85000,110000
Srinivasa Sudhish Rambhotla,TDP,0,Graduate Professional,40,Secunderabad + Andhra Pradesh,178833380,0
Asaduddin Owaisi   Winner ,AIMIM, 4 ,Graduate Professional,41,Hyderabad + Andhra Pradesh,9302233,0
A. Fatima,PRAP,0,Graduate Professional,41,Hyderabad + Andhra Pradesh,37000,0
Altaf Ahmed Khan,IND,0,10th Pass,43,Hyderabad + Andhra Pradesh,240000,0
B.Ravi Yadav,IND,0,Graduate,33,Hyderabad + Andhra Pradesh,1690187,620000
D.Sadanand,IND,0,8th Pass,45,Hyderabad + Andhra Pradesh,471500,0
D.Surender,TNPP,0,8th Pass,36,Hyderabad + Andhra Pradesh,1055000,0
M.A.Basith,IND,0,10th Pass,55,Hyderabad + Andhra Pradesh,300000,0
M.A.Quddus Ghori,IND, 1 ,Not Given,43,Hyderabad + Andhra Pradesh,30000,0
M.A.Sattar,IND, 2 ,10th Pass,29,Hyderabad + Andhra Pradesh,35000,0
Ma Habeeb,IND,0,10th Pass,33,Hyderabad + Andhra Pradesh,10000,0
Md.Osman,IND,0,Illiterate,45,Hyderabad + Andhra Pradesh,25000,0
Moullim Mohsin Bin Hussain Al Kasary,IND,0,Graduate,33,Hyderabad + Andhra Pradesh,13630000,0
N.L.Srinivas,IND,0,12th Pass,31,Hyderabad + Andhra Pradesh,197000,0
P. Laxman Rao Goud,INC,0,12th Pass,55,Hyderabad + Andhra Pradesh,18530669,2000000
P.Venkateswara Rao,PPOI,0,Post Graduate,58,Hyderabad + Andhra Pradesh,1978000,600000
S. Gopal Singh,Akhil Bharatiya Jan Sangh, 1 ,5th Pass,34,Hyderabad + Andhra Pradesh,0,0
Samy Mohammed,BSP,0,Post Graduate,29,Hyderabad + Andhra Pradesh,306000,0
Sardar Singh,IND,0,8th Pass,62,Hyderabad + Andhra Pradesh,731000,168000
Satish Agarwal,BJP,0,Graduate,38,Hyderabad + Andhra Pradesh,10695500,4921846
Syed Abdul Gaffer,IND,0,8th Pass,51,Hyderabad + Andhra Pradesh,20000,0
Taher Kamal Khundmiri,JD(S),0,Not Given,52,Hyderabad + Andhra Pradesh,10000,0
Zahid Ali Khan,IND,0,10th Pass,26,Hyderabad + Andhra Pradesh,65000,0
ZAHID ALI KHAN,TDP, 7 ,Graduate,66,Hyderabad + Andhra Pradesh,96194429,1144670
Sudini Jaipal Reddy   Winner ,INC,0,Post Graduate,67,Chevella + Andhra Pradesh,56150333,2042919
A.P.Jithender Reddy,TDP, 1 ,Graduate,54,Chevella + Andhra Pradesh,267668583,3621000
Baddam Bal Reddy,BJP, 1 ,12th Pass,64,Chevella + Andhra Pradesh,6343740,0
C. Srinivasa Rao,BSP,0,Post Graduate,39,Chevella + Andhra Pradesh,1005000,0
Dasari Sarala Devi,MCPI(S), 1 ,Not Given,39,Chevella + Andhra Pradesh,530000,15000
Dr. Raghuveera Reddy,LSP,0,Graduate Professional,42,Chevella + Andhra Pradesh,8150000,700000
Eedagi Laxminarayana,IND,0,10th Pass,27,Chevella + Andhra Pradesh,50000,0
G.Mallesham Goud,IND,0,Graduate,32,Chevella + Andhra Pradesh,400000,0
Kasani Gyaneshwar,MANP,0,8th Pass,54,Chevella + Andhra Pradesh,455121661,0
Kummari Giri,PPOI,0,Not Given,28,Chevella + Andhra Pradesh,0,0
Rameshwaram Jangaiah,IND,0,Not Given,52,Chevella + Andhra Pradesh,130000,0
S. Malla Reddy,IND,0,5th Pass,43,Chevella + Andhra Pradesh,2823736,0
Sama Srinivasulu,GRIP,0,10th Pass,34,Chevella + Andhra Pradesh,0,0
Sayamollu Narsimulu,IND,0,10th Pass,30,Chevella + Andhra Pradesh,0,0
Venkatram Nayak,IND,0,Graduate,34,Chevella + Andhra Pradesh,1283750,0
K. CHANDRASEKHARA RAO   Winner ,TRS, 2 ,Graduate,55,Mahbubnagar + Andhra Pradesh,22669420,0
Abdul Kareem Khaja Mohammad,LSP,0,Graduate,50,Mahbubnagar + Andhra Pradesh,0,0
Asirvadam,GRIP,0,Post Graduate,35,Mahbubnagar + Andhra Pradesh,0,0
B. BALRAJU GOUD,MANP,0,10th Pass,44,Mahbubnagar + Andhra Pradesh,97743082,39780111
D.Dasaratha Ramulu,IND,0,12th Pass,31,Mahbubnagar + Andhra Pradesh,0,0
Depally Maisaiah,IND,0,10th Pass,27,Mahbubnagar + Andhra Pradesh,0,0
Depally Sayanna,IND,0,Not Given,47,Mahbubnagar + Andhra Pradesh,0,0
G.Vijayalaxmi,PPOI,0,Not Given,61,Mahbubnagar + Andhra Pradesh,105000,0
Gajju Pedda Narsimhulu,IND,0,Not Given,35,Mahbubnagar + Andhra Pradesh,0,0
Gangapuri Ravinder Goud,IND,0,Not Given,28,Mahbubnagar + Andhra Pradesh,0,0
K Yadagiri Reddy,BJP, 4 ,Graduate,51,Mahbubnagar + Andhra Pradesh,4100000,0
K.Venkatesh,TNPP,0,Graduate,37,Mahbubnagar + Andhra Pradesh,250000,100000
Kanduri Narsimhulu,IND,0,Not Given,52,Mahbubnagar + Andhra Pradesh,0,0
Kanduru Kurmaiah,IND,0,Not Given,56,Mahbubnagar + Andhra Pradesh,0,0
Karre Jangaiah,IND,0,10th Pass,29,Mahbubnagar + Andhra Pradesh,0,0
Kothur Nagender Reddy,IND,0,Not Given,50,Mahbubnagar + Andhra Pradesh,350000,16000
Laxmamma,IND,0,Not Given,30,Mahbubnagar + Andhra Pradesh,0,0
M.A.Jabbar,IND,0,Not Given,39,Mahbubnagar + Andhra Pradesh,0,0
Mala Jangilamma,IND,0,Not Given,50,Mahbubnagar + Andhra Pradesh,0,0
Mohammad Ghouse Mohinuddin,IND,0,Not Given,76,Mahbubnagar + Andhra Pradesh,40,0
Muniswamy C.R,Samajwadi Janata Party (Rashtriya),0,Not Given,32,Mahbubnagar + Andhra Pradesh,0,0
Palem Sudharshan Goud,BSP,0,Not Given,41,Mahbubnagar + Andhra Pradesh,120000,0
Pandu,IND,0,Not Given,29,Mahbubnagar + Andhra Pradesh,0,0
Rajesh Naik,IND,0,10th Pass,30,Mahbubnagar + Andhra Pradesh,17000,0
Ramadasu,IND,0,10th Pass,41,Mahbubnagar + Andhra Pradesh,9000,0
Rangamma,IND,0,Not Given,50,Mahbubnagar + Andhra Pradesh,0,0
Sathyamma,IND,0,Illiterate,32,Mahbubnagar + Andhra Pradesh,0,0
V.Venkateshwarlu,IND,0,12th Pass,32,Mahbubnagar + Andhra Pradesh,0,0
VITTAL RAO D,INC, 1 ,Graduate,57,Mahbubnagar + Andhra Pradesh,60409958,4500000
Yetti Chinna Venkaiah,IND,0,Not Given,47,Mahbubnagar + Andhra Pradesh,0,0
Yetty Lingaiah,IND,0,Not Given,52,Mahbubnagar + Andhra Pradesh,0,0
Dr. Manda Jagannath   Winner ,INC,0,Post Graduate,57,Nagarkurnool + Andhra Pradesh,28126000,3123000
A.V.Shiva Kumar,IND,0,10th Pass,42,Nagarkurnool + Andhra Pradesh,500000,180000
A.Venkatesh,IND,0,12th Pass,27,Nagarkurnool + Andhra Pradesh,0,0
Devani Satyanarayana,PRAP, 3 ,Not Given,38,Nagarkurnool + Andhra Pradesh,395000,200000
G. Vidyasagar,LSP,0,Graduate,60,Nagarkurnool + Andhra Pradesh,1011000,0
Guvvala Balaraj,TRS,0,Graduate Professional,31,Nagarkurnool + Andhra Pradesh,22769600,9560000
Hanumanthu,IND,0,10th Pass,28,Nagarkurnool + Andhra Pradesh,1563000,23000
N.Kurumaiah,IND,0,Not Given,27,Nagarkurnool + Andhra Pradesh,0,0
S.P.Ferry Roy,IND,0,Graduate,27,Nagarkurnool + Andhra Pradesh,210000,0
Sirigiri Mannem,IND,0,Graduate,36,Nagarkurnool + Andhra Pradesh,250000,0
Srinivas,IND,0,12th Pass,35,Nagarkurnool + Andhra Pradesh,0,0
T. Ratnakar,BJP,0,Doctorate,50,Nagarkurnool + Andhra Pradesh,2608046,0
Tangirala Paramjyothi,BSP,0,Post Graduate,50,Nagarkurnool + Andhra Pradesh,6650000,3000000
Gutha Sukender Reddy   Winner ,INC,0,12th Pass,55,Nalgonda + Andhra Pradesh,16040830,16662997
A. Nageshwar Rao,PPOI,0,Not Given,59,Nalgonda + Andhra Pradesh,1043501,0
Boalla Karunakar,IND,0,Not Given,33,Nalgonda + Andhra Pradesh,0,0
Bollusani Krishnaiah,IND,0,10th Pass,45,Nalgonda + Andhra Pradesh,250000,0
Daida Lingaiah,IND,0,Not Given,51,Nalgonda + Andhra Pradesh,125000,0
KV Srinivasa Charyulu,IND,0,Post Graduate,30,Nalgonda + Andhra Pradesh,1044077,0
Marry Nehemiah,IND,0,12th Pass,55,Nalgonda + Andhra Pradesh,80000,0
Md. Nazeemuddin,IND,0,Graduate,50,Nalgonda + Andhra Pradesh,476517,0
Nazeeruddin,BSP,0,Graduate,50,Nalgonda + Andhra Pradesh,476517,0
P. KARUNA,PRAP, 2 ,Graduate,52,Nalgonda + Andhra Pradesh,11891555,4271877
Shaik Ahmed,IND,0,Not Given,57,Nalgonda + Andhra Pradesh,0,0
Suravaram Sudhakar Reddy,CPI,0,Graduate Professional,67,Nalgonda + Andhra Pradesh,3724417,429800
VEDIRE SREERAM,BJP,0,Post Graduate,39,Nalgonda + Andhra Pradesh,6365250,25207
Yalagandula Ramu,IND,0,10th Pass,41,Nalgonda + Andhra Pradesh,0,0
KOMATIREDDY RAJ GOPAL REDDY   Winner ,INC,0,Graduate,41,Bhongir + Andhra Pradesh,194763618,6057899
Chintha Samba Murthy,BJP,0,Graduate,50,Bhongir + Andhra Pradesh,165000,0
Gandam Chandramouli,PRAP,0,Post Graduate,49,Bhongir + Andhra Pradesh,2700000,0
Mamidigalla John Babu,IND,0,Not Given,40,Bhongir + Andhra Pradesh,0,0
Medi Narsimha,IND,0,10th Pass,31,Bhongir + Andhra Pradesh,360000,0
Nomula Narsimhaiah,CPM, 3 ,Post Graduate,53,Bhongir + Andhra Pradesh,10247088,0
Palla Prabhakar Reddy,PPOI,0,Graduate,65,Bhongir + Andhra Pradesh,6600000,50000
Peruku Anjaiah,IND,0,12th Pass,46,Bhongir + Andhra Pradesh,570000,0
Poosa Bala Kishan,IND,0,12th Pass,35,Bhongir + Andhra Pradesh,42000,0
Racha Subhadra Reddy,LSP,0,Graduate,59,Bhongir + Andhra Pradesh,2950000,150000
Rupani Ramesh Vaddera,IND,0,12th Pass,31,Bhongir + Andhra Pradesh,160000,0
Sangu Mallayya,IND,0,Not Given,66,Bhongir + Andhra Pradesh,50000,0
Siddhartha Pooley,BSP,0,Post Graduate,39,Bhongir + Andhra Pradesh,110000,0
Sirupangi Ramulu,IND, 1 ,5th Pass,55,Bhongir + Andhra Pradesh,1505000,0
Rajaiah Siricilla   Winner ,INC,0,Graduate,55,Warangal + Andhra Pradesh,4224704,1461167
Ballepu Venkat Narsinga Rao,LSP,0,Graduate,37,Warangal + Andhra Pradesh,548200,0
D. Sreedhar Rao,IND,0,Post Graduate,37,Warangal + Andhra Pradesh,76000,0
Damera Mogili,IND,0,10th Pass,36,Warangal + Andhra Pradesh,20000,0
Dommati Sambaiah,TDP, 4 ,Graduate,45,Warangal + Andhra Pradesh,2840000,700000
Dr. Chandragiri Rajamouli,PRAP,0,Graduate Professional,49,Warangal + Andhra Pradesh,14160000,2285000
Dubasi Narsing,IND,0,Post Graduate,46,Warangal + Andhra Pradesh,67039,0
Kannam Venkanna,IND,0,Graduate,32,Warangal + Andhra Pradesh,190000,80000
Krishnadhi Srilatha,IND,0,10th Pass,33,Warangal + Andhra Pradesh,111787,153000
Ontela Mondaiah,PPOI,0,Post Graduate,58,Warangal + Andhra Pradesh,200000,0
P.Lalaiah,BSP,0,Post Graduate,65,Warangal + Andhra Pradesh,2352327,0
Pakala Devadanam,IND,0,8th Pass,74,Warangal + Andhra Pradesh,11787,0
RAMAGALLA PARAMESHWAR,TRS,0,Graduate Professional,55,Warangal + Andhra Pradesh,2335000,450000
Somaiah Ganapuram,IND,0,5th Pass,41,Warangal + Andhra Pradesh,15000,0
Vonteri Jaipal,BJP,0,Post Graduate,63,Warangal + Andhra Pradesh,1950000,0
P. BALRAM   Winner ,INC,0,Graduate,45,Mahabubabad + Andhra Pradesh,17195194,14122000
B. DILIP,BJP,0,Graduate,35,Mahabubabad + Andhra Pradesh,11545000,8102375
Banoth Molchand,LSP,0,12th Pass,60,Mahabubabad + Andhra Pradesh,1010000,0
D.T. Naik,PRAP,0,Graduate Professional,61,Mahabubabad + Andhra Pradesh,61928000,20000000
Datla Nageswar Rao,IND,0,Graduate Professional,42,Mahabubabad + Andhra Pradesh,2700000,300000
Gummadi Pullaiah,BSP,0,Graduate,58,Mahabubabad + Andhra Pradesh,400000,0
Kalthi Veeraswamy,IND,0,8th Pass,52,Mahabubabad + Andhra Pradesh,125000,0
Kechela Ranga Reddy,IND,0,Not Given,44,Mahabubabad + Andhra Pradesh,600000,0
Kunja Srinivasa Rao,CPI, 1 ,Graduate,32,Mahabubabad + Andhra Pradesh,310500,50000
P Satyanarayana,IND,0,12th Pass,32,Mahabubabad + Andhra Pradesh,622000,0
Padiga Yerraiah,IND,0,Not Given,64,Mahabubabad + Andhra Pradesh,0,0
Podem Sammaiah,PPOI,0,Post Graduate,31,Mahabubabad + Andhra Pradesh,10000,0
Nama Nageswara Rao   Winner ,TDP,0,12th Pass,50,Khammam + Andhra Pradesh,1737508117,0
Avula Venkateswarlu,IND, 2 ,Graduate,45,Khammam + Andhra Pradesh,100000,0
Banoth Laxma Naik,IND,0,10th Pass,52,Khammam + Andhra Pradesh,500000,0
Chanda Lingaiah,IND,0,Graduate,58,Khammam + Andhra Pradesh,1735000,0
Danda Lingaiah,IND,0,Not Given,59,Khammam + Andhra Pradesh,530000,0
Jalagam Hemamalini,PRAP,0,Graduate,40,Khammam + Andhra Pradesh,1999000,200000
Jupelli Satyanarayana,LSP,0,Post Graduate,62,Khammam + Andhra Pradesh,1045000,0
K. RAVINDER,BJP,0,Graduate,45,Khammam + Andhra Pradesh,2189000,890000
M Raghuram Prasad,PPOI,0,Not Given,55,Khammam + Andhra Pradesh,7280000,24000
Mallavarapu Jeremaih,IND,0,Graduate Professional,63,Khammam + Andhra Pradesh,46458000,101000
Renuka Chowdhury,INC, 1 ,Post Graduate,54,Khammam + Andhra Pradesh,381527458,0
Shaik Mader Saheb,TNPP, 2 ,10th Pass,40,Khammam + Andhra Pradesh,0,0
T Venkateswar Rao,BSP,0,Graduate,47,Khammam + Andhra Pradesh,762000,65000
V. Kishore Chandra Deo   Winner ,INC,0,Post Graduate,62,Araku + Andhra Pradesh,247410000,0
A Gumpa Swamy,IND,0,Illiterate,60,Araku + Andhra Pradesh,0,0
G Balayya Dora,RJD,0,Graduate,38,Araku + Andhra Pradesh,509264,0
Illa Rami Reddy,IND,0,Literate,54,Araku + Andhra Pradesh,0,0
Jayalakshmi Sambudu,IND,0,Not Given,39,Araku + Andhra Pradesh,0,0
K Appa Rao,IND,0,10th Pass,48,Araku + Andhra Pradesh,1103000,0
Kurusa  Bojjaiah,BJP,0,10th Pass,56,Araku + Andhra Pradesh,1028805,0
Lake Raja Rao,BSP,0,12th Pass,50,Araku + Andhra Pradesh,350000,0
Meenaka Simhachalam,PRAP,0,Graduate,43,Araku + Andhra Pradesh,2029200,0
Midiyam Babu Rao,CPM,0,Graduate Professional,58,Araku + Andhra Pradesh,707000,0
Vadigala Pentayya,LSP,0,Graduate,56,Araku + Andhra Pradesh,1045000,780000
K. KRUPA RANI   Winner ,INC,0,Graduate Professional,47,Srikakulam + Andhra Pradesh,18491160,2642781
D. RAVINDRA BABU,BJP,0,Post Graduate,38,Srikakulam + Andhra Pradesh,8873562,1768484
K. YERRAN NAIDU,TDP,0,Graduate Professional,51,Srikakulam + Andhra Pradesh,6721697,0
NANDA PRASADA RAO,PPOI,0,Post Graduate,37,Srikakulam + Andhra Pradesh,660000,0
T Sudhakar Rao,BSP,0,Post Graduate,57,Srikakulam + Andhra Pradesh,423273,0
V. KALYANI,PRAP,0,Post Graduate,29,Srikakulam + Andhra Pradesh,3300000,1800000
B. JHANSI   Winner ,INC, 1 ,Post Graduate,45,Vizianagaram + Andhra Pradesh,22951539,0
Dutla Satya Appala Sivananda Raju,LSP,0,Not Given,34,Vizianagaram + Andhra Pradesh,1175000,0
G Chinnam Naidu,BSP,0,Post Graduate,56,Vizianagaram + Andhra Pradesh,5298500,10228229
K. APPALA NAIDU,TDP, 2 ,Graduate Professional,41,Vizianagaram + Andhra Pradesh,33288500,9155485
K. GANAPATHI RAO,PRAP,0,Graduate Professional,52,Vizianagaram + Andhra Pradesh,35000821,9200000
L K Jain,PPOI,0,10th Pass,60,Vizianagaram + Andhra Pradesh,336000,2500000
P. SANYASI RAJU,BJP,0,Graduate Professional,51,Vizianagaram + Andhra Pradesh,63989000,6863993
R Venkata Sathyanarayana,BSSP,0,12th Pass,28,Vizianagaram + Andhra Pradesh,50000,0
