Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Aravind Kumar Sharma,Bharatiya Jan Kranti Dal (Democratic),0,10th Pass,55,Maharajganj + Bihar,238000,0
Dr. Gopal Prasad,Bhartiya New Sanskar Krantikari Party, 2 ,Graduate,68,Maharajganj + Bihar,7625000,0
M.K.Singh Rathour,IND,0,Graduate Professional,47,Maharajganj + Bihar,35623127,1547000
Menaka Raman,IND,0,Graduate,38,Maharajganj + Bihar,7814034,1678000
Rajendra Kumar,IND,0,Graduate,46,Maharajganj + Bihar,1853206,0
Randhir Kumar Singh,RJD, 3 ,12th Pass,36,Maharajganj + Bihar,39112311,6266511
Shree Bhagwan Singh,IND, 1 ,Graduate Professional,67,Maharajganj + Bihar,13459000,950000
Subhash Singh,Jago Hindustan Party,0,8th Pass,45,Maharajganj + Bihar,37125000,0
Kaushlendra Kumar   Winner ,JD(U),0,12th Pass,60,Nalanda + Bihar,29251651,2712389
Anil Kumar,Bharatiya Jan Kranti Dal (Democratic),0,Graduate,58,Nalanda + Bihar,287302,0
Ashok Kumar,IND, 1 ,Graduate,42,Nalanda + Bihar,2952708,100000
Ashok Kumar Azad,Hindustani Awam Morcha (Secular),0,12th Pass,46,Nalanda + Bihar,56786845,1129071
Brahamdev Prasad,Shoshit Samaj Dal,0,Post Graduate,60,Nalanda + Bihar,3273000,0
Chiranjib Kumar,SHS,0,12th Pass,39,Nalanda + Bihar,27647098,7600000
Dilip Rawat,Maanavvaadi Janta Party,0,10th Pass,38,Nalanda + Bihar,1898000,0
Dinanath Pandey,IND,0,Illiterate,72,Nalanda + Bihar,400000,0
Kumar Hari Charan Singh Yadav,Bharatiya Momin Front,0,8th Pass,49,Nalanda + Bihar,36000,0
Mintu Kumar ,IND,0,10th Pass,31,Nalanda + Bihar,1510000,0
Mohammad Surkhab Alam,IND,0,10th Pass,37,Nalanda + Bihar,7820000,0
Mohan Bind,IND, 3 ,5th Pass,41,Nalanda + Bihar,1333000,0
Nita Devi,IND,0,12th Pass,36,Nalanda + Bihar,76454511,488000
Pawan Kumar Pandey,Bhartiya Lokmat Rashtrwadi Party,0,12th Pass,35,Nalanda + Bihar,3040470,90000
Punit Kumar,IND, 2 ,12th Pass,30,Nalanda + Bihar,8089711,1925500
Purushotam Sharma,National Jagaran Party,0,10th Pass,47,Nalanda + Bihar,21248052,0
Rajeev Ranjan Kumar,Jan Adhikar Party,0,Graduate,25,Nalanda + Bihar,8117833,0
Rajnish Kumar Paswan,IND,0,10th Pass,40,Nalanda + Bihar,187386,0
Rakesh Paswan,IND,0,Graduate,33,Nalanda + Bihar,592000,0
Ram Charitra Prasad Singh,Hindusthan Nirman Dal, 1 ,12th Pass,72,Nalanda + Bihar,8975000,1984000
Ramchandra Prasad,Samagra Utthan Party, 6 ,Graduate,76,Nalanda + Bihar,2256100,1000000
Ramchandra Singh,IND,0,Graduate Professional,45,Nalanda + Bihar,8870231,133463
Ramvilaf Paswan,Rashtriya Hind Sena,0,5th Pass,61,Nalanda + Bihar,4514580,1925
Rekha Kumari,Purvanchal Mahapanchayat,0,12th Pass,34,Nalanda + Bihar,26631500,0
Sampati Kumar,Suheldev Bhartiya Samaj Party,0,12th Pass,36,Nalanda + Bihar,21750000,1000000
Sanjeet Kumar,Jantantrik Vikas Party,0,Post Graduate,38,Nalanda + Bihar,22030093,788813
Shailendra Chaudhari,IND,0,12th Pass,41,Nalanda + Bihar,63072,0
Shankar Pandey,Bahujan Nyay Dal,0,10th Pass,37,Nalanda + Bihar,2985000,0
Shashi Kumar ,NCP, 1 ,Post Graduate,50,Nalanda + Bihar,3615616,160000
Shashi Kumar,BSP,0,10th Pass,33,Nalanda + Bihar,2562000,0
Sohavan Paswan,Public Mission Party,0,10th Pass,43,Nalanda + Bihar,1776043,100000
Sudhir Kumar,IND,0,10th Pass,37,Nalanda + Bihar,21000,0
Sunil Ravidas,RPI,0,Graduate,30,Nalanda + Bihar,226000,0
Surendra Singh,Bharat Prabhat Party,0,10th Pass,62,Nalanda + Bihar,450000,0
Usha Devi,IND,0,10th Pass,63,Nalanda + Bihar,875000,0
Ravi Shankar Prasad   Winner ,BJP,0,Post Graduate,64,Patna Sahib + Bihar,235275591,0
Akhilesh Kumar,Asli Deshi Party,0,12th Pass,44,Patna Sahib + Bihar,18233000,0
Amit Kumar Gupta,IND,0,12th Pass,30,Patna Sahib + Bihar,100000,0
Anamika Kumari,SUCI(C),0,Post Graduate,39,Patna Sahib + Bihar,24070,0
Arvind Kumar,IND,0,Post Graduate,39,Patna Sahib + Bihar,41043115,12207247
Ashok Kumar Gupta,IND,0,Post Graduate,67,Patna Sahib + Bihar,147248402,300000
Basant Singh,Bharatiya Jan Kranti Dal (Democratic),0,10th Pass,28,Patna Sahib + Bihar,2958991,0
Javed,IND,0,5th Pass,46,Patna Sahib + Bihar,54714,0
Kumar Raunak,IND,0,Graduate Professional,37,Patna Sahib + Bihar,7686000,200000
Mahboob Alam Ansari,Bharatiya Momin Front,0,Graduate Professional,60,Patna Sahib + Bihar,2059386,0
Nimesh Shukla,IND,0,Post Graduate,41,Patna Sahib + Bihar,1485500,432437
Prabhash Chandra Sharma,Vanchit Samaj Party,0,Graduate,42,Patna Sahib + Bihar,493348961,0
Rajesh Kumar,Janata Party,0,Graduate Professional,38,Patna Sahib + Bihar,34213000,7380000
Rani Devi ,IND,0,5th Pass,35,Patna Sahib + Bihar,50859,0
Rita Devi,Vikassheel Insaan Party,0,Literate,39,Patna Sahib + Bihar,4295541,0
Shatrughan Sinha,INC, 2 ,Graduate,73,Patna Sahib + Bihar,1935459756,284863762
Sumit Ranjan Sinha,SHS,0,Post Graduate,31,Patna Sahib + Bihar,86000,0
Vishnu Dev,IND,0,Graduate,59,Patna Sahib + Bihar,14210591,500000
Ram Kripal Yadav   Winner ,BJP,0,Graduate,58,Pataliputra + Bihar,29213467,1717310
Bindu Devi,Rashtriya Jansambhavna Party,0,Literate,48,Pataliputra + Bihar,30529762,0
Brajeshwar Prasad Singh,IND,0,Graduate,55,Pataliputra + Bihar,24130030,300000
Durgesh Nandan Singh Alias Durgesh Yadav,Rashtriya Janvikas Party (Democratic),0,Post Graduate,42,Pataliputra + Bihar,4180500,0
Indu Devi Mishra,Bharatiya Jan Kranti Dal (Democratic),0,Graduate,53,Pataliputra + Bihar,15820000,0
Jitendra Bind,IND,0,8th Pass,46,Pataliputra + Bihar,585000,0
Lalita Ray,Bahujan Nyay Dal,0,12th Pass,35,Pataliputra + Bihar,52365000,240162
Mantu Kumar,IND,0,Literate,37,Pataliputra + Bihar,194000,0
Md. Kalimullah,BSP,0,Graduate,46,Pataliputra + Bihar,4803883,863000
Md. Taufique Ahmad,Voters Party International,0,Literate,36,Pataliputra + Bihar,56622,0
Misha Bharti,RJD, 4 ,Graduate Professional,42,Pataliputra + Bihar,75613265,985079
Pupul Kumar Sharma,IND,0,8th Pass,29,Pataliputra + Bihar,14415000,68000
Ram Narayan Manjhi,Sankhyanupati Bhagidari Party,0,Literate,56,Pataliputra + Bihar,112500,0
Ram Niranjan Roy,Rashtrawadi Chetna Party,0,Post Graduate,60,Pataliputra + Bihar,3586212,0
Ram Pravesh Rajak,Peoples Party of India (Democratic),0,Graduate,66,Pataliputra + Bihar,8192000,400000
Ramesh Kumar Sharma,IND,0,Post Graduate,63,Pataliputra + Bihar,11075833190,0
Satish Kumar,Bharatiya Momin Front,0,Graduate,51,Pataliputra + Bihar,51500,0
Shailesh Kumar,Bharatiya Aam Awam Party,0,10th Pass,42,Pataliputra + Bihar,1170498,0
Shiv Kumar Singh,Apna Kisan Party, 2 ,12th Pass,43,Pataliputra + Bihar,45000,0
Sohan Ray,Yuva Krantikari Party,0,Illiterate,69,Pataliputra + Bihar,17209000,0
Suresh Paswan,IND,0,10th Pass,38,Pataliputra + Bihar,108400,0
Vinod Das,Bharatiya Bahujan Congress,0,5th Pass,60,Pataliputra + Bihar,81114,0
Wakil Ahmad,Janata Party,0,Graduate,46,Pataliputra + Bihar,6520000,0
R. K. Singh   Winner ,BJP, 1 ,Graduate Professional,66,Arrah + Bihar,79971720,0
Anil Kumar Singh,Pragatishil Samajwadi Party (Lohia),0,Doctorate,66,Arrah + Bihar,2778737,3008344
Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,0,Doctorate,45,Arrah + Bihar,2217678,160000
Dr. Kumar Sheelbhadra,IND,0,Post Graduate,53,Arrah + Bihar,5237000,0
Krishna Paswan,Bhartiya Kranti Vir Party, 1 ,12th Pass,48,Arrah + Bihar,1441500,65000
Lakshaman Kumar Ojha,IND,0,Graduate,48,Arrah + Bihar,33675230,10500000
Manoj Yadav,BSP,0,Graduate,38,Arrah + Bihar,13998292,0
Raj Giri Bhagat,Shoshit Samaj Dal,0,12th Pass,70,Arrah + Bihar,4437819,0
Raju Yadav,CPI(ML)(L), 1 ,Post Graduate,36,Arrah + Bihar,682315,0
Ram Raj Singh,IND,0,Graduate,61,Arrah + Bihar,15378047,0
Shiv Das Singh,IND,0,12th Pass,80,Arrah + Bihar,3196572,0
Ashwini Kumar Choubey   Winner ,BJP, 3 ,Graduate,66,Buxar + Bihar,40183612,1350667
Anil Kumar,Jantantrik Vikas Party, 22 ,Graduate,46,Buxar + Bihar,162240912,13103750
Anil Kumar Rai,Rashtriya Dal United, 3 ,Post Graduate,56,Buxar + Bihar,11457400,168000
Arvind Kumar Pandey,IND,0,Post Graduate,33,Buxar + Bihar,1521000,0
Binod Kumar Bikrant,Peoples Party of India (Democratic),0,Post Graduate,43,Buxar + Bihar,465000,0
Dhanjit Singh,Voters Party International, 4 ,12th Pass,43,Buxar + Bihar,5500000,0
Jagadanand Singh,RJD, 1 ,Graduate Professional,75,Buxar + Bihar,35871242,530000
Jay Prakash Ram,IND,0,12th Pass,26,Buxar + Bihar,478000,0
Rakesh Kumar Rai,IND,0,10th Pass,45,Buxar + Bihar,46812000,86000
Ranjit Singh,IND, 2 ,12th Pass,75,Buxar + Bihar,24344242,500000
Ravi Raj,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,40,Buxar + Bihar,6957512,2800000
Santosh Kumar Yadav,Bahujan Mukti Party, 1 ,12th Pass,46,Buxar + Bihar,3408807,720000
Sushil Kumar Singh,BSP, 1 ,Graduate Professional,50,Buxar + Bihar,9632514,265000
Uday Narayan Rai,Suheldev Bhartiya Samaj Party,0,Graduate,34,Buxar + Bihar,695070,0
Chhedi Paswan   Winner ,BJP, 4 ,Post Graduate,63,Sasaram + Bihar,37786578,2214842
Ashok Baitha,IND, 10 ,10th Pass,48,Sasaram + Bihar,816680,0
Ashok Kumar Paswan,IND,0,12th Pass,27,Sasaram + Bihar,407950,0
Dharmraj Paswan,Lok Jan Vikas Morcha,0,10th Pass,29,Sasaram + Bihar,210000,0
Manoj Kumar,BSP,0,Graduate,35,Sasaram + Bihar,8864060,0
Meira Kumar,INC,0,Post Graduate,74,Sasaram + Bihar,475194636,0
Nirmala Devi,Pragatishil Samajwadi Party (Lohia),0,Literate,36,Sasaram + Bihar,172000,0
Raghuni Ram Shastri,IND,0,Graduate,70,Sasaram + Bihar,349588,0
Rajanikant Choudhary,IND,0,10th Pass,70,Sasaram + Bihar,1308000,0
Ramekbal Ram,IND,0,10th Pass,55,Sasaram + Bihar,10607000,0
Satya Narayan Paswan,IND,0,10th Pass,64,Sasaram + Bihar,1603300,0
Satya Narayan Ram,Ambedkarite Party of India,0,12th Pass,65,Sasaram + Bihar,600853,0
Vidya Jyoti,Bahujan Mukti Party,0,12th Pass,47,Sasaram + Bihar,13022788,1683054
Mahabali Singh   Winner ,JD(U), 3 ,8th Pass,64,Karakat + Bihar,43442051,3000000
Abhiram Priyadarshi,IND,0,10th Pass,30,Karakat + Bihar,535000,0
Arif Isain Husain,Janta Dal Rashtravadi,0,Graduate,38,Karakat + Bihar,240000,0
Basudeo Hazarika,IND,0,8th Pass,54,Karakat + Bihar,10501023,2273000
Dharmendra Singh,IND,0,Graduate,48,Karakat + Bihar,31715000,500000
Ghanshyam Tiwari,SP,0,Post Graduate,39,Karakat + Bihar,6792703,4580000
Gorakh Ram,Voters Party International, 3 ,Post Graduate,48,Karakat + Bihar,4004164,0
Jyoti Rashmi,Rashtra Sewa Dal, 4 ,12th Pass,35,Karakat + Bihar,18026562,1180000
Kamlesh Ram (Prasad),Suheldev Bhartiya Samaj Party,0,8th Pass,42,Karakat + Bihar,411000,0
Kumar Saurabh,IND,0,Post Graduate,39,Karakat + Bihar,10243062,2955000
Mamta Pandey,Rashtriya Samta Party (Secular),0,12th Pass,43,Karakat + Bihar,3945000,50000
Manoj Singh Kushvaha,Jai Prakash Janata Dal, 3 ,Graduate Professional,45,Karakat + Bihar,26934906,3380000
Mohammad Atahar Hussain,Ambedkar National Congress,0,Post Graduate,48,Karakat + Bihar,621955,299896
Nand Kishor Yadav,Swaraj Party (Loktantrik),0,Graduate,50,Karakat + Bihar,20000000,0
Neelam Kumari,IND, 1 ,Graduate Professional,53,Karakat + Bihar,43629000,1500000
Pradeep Chouhan,Bihar Lok Nirman Dal, 1 ,12th Pass,42,Karakat + Bihar,14524704,700000
Prakash Chandra Goyal,Peoples Party of India (Democratic),0,Doctorate,36,Karakat + Bihar,1020973,0
Prithvi Nath Prasad,Asli Deshi Party,0,Graduate,51,Karakat + Bihar,6499000,0
Punam Devi,IND,0,Graduate,39,Karakat + Bihar,17112000,900000
Raj Narayan Tiwari,BSP,0,12th Pass,45,Karakat + Bihar,7420911,70000
Raja Ram Singh,CPI(ML)(L), 3 ,Graduate,63,Karakat + Bihar,13381190,1480000
Ram Ayodhya Singh,IND,0,10th Pass,47,Karakat + Bihar,25286369,0
Rameshwar Singh,IND,0,Graduate,65,Karakat + Bihar,9755000,299
Ramji Singh Kanta,Akhil Hind Forward Bloc (Krantikari),0,10th Pass,62,Karakat + Bihar,2297000,0
Shashikant Singh,Bharatiya Momin Front,0,12th Pass,41,Karakat + Bihar,7054000,600000
Upendra Kushwaha,Rashtriya Lok Samta Party, 5 ,Post Graduate,56,Karakat + Bihar,31034113,1358960
Usha Sharan,Shoshit Samaj Dal, 1 ,12th Pass,59,Karakat + Bihar,4000000,40000
Chandeshwar Prasad   Winner ,JD(U), 3 ,10th Pass,68,Jahanabad + Bihar,139271693,0
Arbind Kumar,Rajnaitik Vikalp Party, 1 ,Doctorate,68,Jahanabad + Bihar,912002858,1292562
Arun Kumar,Rashtriya Samta Party (Secular), 3 ,Doctorate,60,Jahanabad + Bihar,69473960,1115692
Avinash Kumar,Bharatiya Bahujan Congress,0,Graduate,27,Jahanabad + Bihar,996000,0
Chandra Prakash,IND,0,Post Graduate,37,Jahanabad + Bihar,12502946,8500000
Kunti Devi,CPI(ML)(L), 5 ,Literate,54,Jahanabad + Bihar,415800,0
Mira Kumari Yadav,Shoshit Samaj Dal,0,Graduate,41,Jahanabad + Bihar,61482,0
Nityanand Singh,BSP, 3 ,12th Pass,38,Jahanabad + Bihar,36929975,698096
Rajendra Paswan,Lok Jan Vikas Morcha,0,Literate,67,Jahanabad + Bihar,102000,0
Ramjee Kewat,Rashtriya mahan Gantantra Party,0,12th Pass,56,Jahanabad + Bihar,5432000,0
Sunil Kumar,Peoples Party of India (Democratic),0,Graduate,38,Jahanabad + Bihar,2553613,0
Surendra Prasad Yadav,RJD, 8 ,Post Graduate,60,Jahanabad + Bihar,87352346,3063057
Uma Shankar Verma,SUCI(C),0,Graduate,40,Jahanabad + Bihar,4056240,0
Dr. Alok Kumar Suman   Winner ,JD(U),0,Post Graduate,61,Gopalganj + Bihar,32739903,3576376
Ajay Paswan,SHS, 2 ,Graduate,46,Gopalganj + Bihar,9352000,0
Dilip Kumar Manjhi,IND,0,Graduate,44,Gopalganj + Bihar,11019000,0
Dinanath Manjhi,IND,0,Graduate,40,Gopalganj + Bihar,6959365,0
Gaya Ram,IND,0,Post Graduate,66,Gopalganj + Bihar,7302000,0
Kunal Kishore Vivek,BSP,0,Post Graduate,29,Gopalganj + Bihar,200000,0
Om Prakash Manjhi,Jai Prakash Janata Dal, 1 ,Literate,37,Gopalganj + Bihar,2634834,0
Ram Kumar Manjhi,IND,0,Graduate,39,Gopalganj + Bihar,2860000,0
Suraj Kumar,IND,0,Post Graduate,29,Gopalganj + Bihar,1483579,0
Surendra Ram S/O Ganesh Ram,RJD, 1 ,Graduate,41,Gopalganj + Bihar,8195606,21600
Surendra Ram S/O Late Chandradev Ram,IND, 3 ,Literate,46,Gopalganj + Bihar,4069000,50000
Uma Shankar Kharwar,IND,0,Graduate Professional,64,Gopalganj + Bihar,32115837,0
Gopaljee Thakur   Winner ,BJP,0,Post Graduate,49,Darbhanga + Bihar,19301808,1039660
Abdul Ajij,IND, 2 ,8th Pass,69,Darbhanga + Bihar,435000,0
Abdul Bari Siddiqui,RJD,0,12th Pass,67,Darbhanga + Bihar,21127716,911152
Md. Mukhtar,BSP, 1 ,Literate,54,Darbhanga + Bihar,7761074,120000
Pankaj Kumar Singh,IND,0,10th Pass,44,Darbhanga + Bihar,632125,0
Saguni Ray,IND,0,Literate,58,Darbhanga + Bihar,574658,0
Sanjay Paswan,IND, 1 ,10th Pass,45,Darbhanga + Bihar,464226,0
Saroj Kumar Chaudhary,Mithilanchal Mukti Morcha, 3 ,10th Pass,42,Darbhanga + Bihar,3452000,0
Kirron Kher   Winner ,BJP,0,Post Graduate,66,Chandigarh + Chandigarh,474983574,6279188
Akhlesh Kumar,IND,0,12th Pass,30,Chandigarh + Chandigarh,142670,0
Avinash Singh Sharma,Chandigarh Ki Aawaz Party, 1 ,10th Pass,48,Chandigarh + Chandigarh,20233248,2929285
Bhupinder Kaur,Sarvjan Sewa Party,0,8th Pass,55,Chandigarh + Chandigarh,664400,0
Boota Singh,IND,0,Post Graduate,68,Chandigarh + Chandigarh,27394328,1000000
Devi Sirohi,IND,0,Doctorate,66,Chandigarh + Chandigarh,61661454,68610
Gurmail Singh,AIFB, 1 ,10th Pass,41,Chandigarh + Chandigarh,18000000,2750000
Harmohan Dhawan,AAP,0,Post Graduate,78,Chandigarh + Chandigarh,243011000,0
Jagdish Kumar Nidan,Hindustan Shakti Sena,0,10th Pass,61,Chandigarh + Chandigarh,2656000,2200000
Jyoti,Akhil Bhartiya Apna Dal,0,12th Pass,46,Chandigarh + Chandigarh,610000,0
Karan Vasudeva,IND,0,Graduate,34,Chandigarh + Chandigarh,12366296,0
Lashkar Singh,CPI(ML) Red Star, 1 ,Graduate,78,Chandigarh + Chandigarh,5086975,0
Manjeet Singh Bohat,IND,0,Post Graduate,38,Chandigarh + Chandigarh,5856000,1800000
Mukesh Pachara,Ambedkar National Congress,0,12th Pass,58,Chandigarh + Chandigarh,779372,174000
Nawab Ali,Rashtriya Lokswaraj Party,0,8th Pass,44,Chandigarh + Chandigarh,492000,0
Nidhi Kansal,IND,0,Post Graduate,38,Chandigarh + Chandigarh,9117000,0
Parveen Kumar,BSP,0,Others,44,Chandigarh + Chandigarh,686891,0
Pawan Kumar Bansal,INC,0,Graduate Professional,70,Chandigarh + Chandigarh,95583235,0
Prem Lata,IND,0,5th Pass,75,Chandigarh + Chandigarh,136885178,0
Raj Kamal Singh,IND,0,8th Pass,32,Chandigarh + Chandigarh,233100,0
Ram Kumar,IND,0,8th Pass,38,Chandigarh + Chandigarh,637000,270000
Ramneet,Bhartiya Kisan Party,0,Post Graduate,41,Chandigarh + Chandigarh,2550000,0
Sandeep Bidla,Bahujan Mukti Party,0,10th Pass,32,Chandigarh + Chandigarh,351900,5253
Sanjay Balaan,Bhartiya Jan Samman Party,0,Illiterate,38,Chandigarh + Chandigarh,2237237,513000
Sarabjeet Singh Sohal,Bhartiya Rashtrawadi Party,0,Graduate Professional,67,Chandigarh + Chandigarh,194404172,1000000
Satish Kumar,Janral Samaj Party,0,Graduate Professional,60,Chandigarh + Chandigarh,54633716,600910
Satybir Singh,Bhartiya Manavadhikaar Federal Party,0,10th Pass,48,Chandigarh + Chandigarh,696000,0
Shambhu,Samaj Adhikar Kalyan Party,0,5th Pass,41,Chandigarh + Chandigarh,5412500,100000
Sharmila Johari,Bharat Prabhat Party,0,Graduate,38,Chandigarh + Chandigarh,12340126,2064433
Subhash Chander Goyal,RPI(A),0,Others,56,Chandigarh + Chandigarh,42039374,0
Subhash Tamoli,Bahujan Samaj Party (Ambedkar),0,5th Pass,54,Chandigarh + Chandigarh,253049,0
Sunita,IND,0,12th Pass,25,Chandigarh + Chandigarh,186717,60000
Tejinder Singh Walia,IND,0,10th Pass,77,Chandigarh + Chandigarh,11069358,0
Uday Raj ,IND,0,10th Pass,36,Chandigarh + Chandigarh,673325,230000
Yogesh Dhingra,IND,0,Post Graduate,30,Chandigarh + Chandigarh,268777,0
Yograj Sahota,Rashtriya Jankranti Party,0,12th Pass,62,Chandigarh + Chandigarh,9400000,5037086
Deepak Kumar Baij   Winner ,INC, 1 ,Post Graduate,38,Bastar + Chhattisgarh,7721293,1801236
Aaytu Ram Mandavi,BSP,0,8th Pass,55,Bastar + Chhattisgarh,547094,0
Baidu Ram Kashyap,BJP, 2 ,10th Pass,46,Bastar + Chhattisgarh,16073844,141005
Mangalaram Karma,Akhil Bharat Samagra Kranti Party,0,12th Pass,40,Bastar + Chhattisgarh,1726000,0
Paneesh Prasad Nag,Ambedkarite Party of India,0,Post Graduate,29,Bastar + Chhattisgarh,3444229,600000
Ramu Ram Mourya,CPI,0,Post Graduate,42,Bastar + Chhattisgarh,1058000,0
Suresh Kawasi,SHS,0,5th Pass,38,Bastar + Chhattisgarh,13538941,0
Santosh Pandey   Winner ,BJP,0,Graduate Professional,51,Rajnandgaon + Chhattisgarh,24861970,1519820
Ajay Pali,SHS,0,5th Pass,40,Rajnandgaon + Chhattisgarh,502403,880
Baidya Shekhu Ram Verma,Ambedkarite Party of India,0,Post Graduate,52,Rajnandgaon + Chhattisgarh,6480674,820000
Bhola Ram Sahu,INC,0,8th Pass,60,Rajnandgaon + Chhattisgarh,12428558,657124
Dr. Gojupal,RPI(A), 1 ,Graduate,53,Rajnandgaon + Chhattisgarh,2350000,0
Kamini Sahu,IND,0,12th Pass,34,Rajnandgaon + Chhattisgarh,52000,0
Kranti Gupta,IND,0,10th Pass,46,Rajnandgaon + Chhattisgarh,1092000,0
Mahendra Kumar Sahu,Forward Democratic Labour Party,0,Graduate Professional,35,Rajnandgaon + Chhattisgarh,1749490,681000
Pratima Santosh Washnik,Republican Paksha (Khoripa),0,10th Pass,38,Rajnandgaon + Chhattisgarh,6000,0
Ramkhilawan Dahariya,IND,0,12th Pass,50,Rajnandgaon + Chhattisgarh,5820000,1400000
Ravita Lakra (Dhruv),BSP,0,Post Graduate,45,Rajnandgaon + Chhattisgarh,3892830,23000
Sachchidanand Kaushik,IND,0,12th Pass,33,Rajnandgaon + Chhattisgarh,514600,290000
Sudesh Tikam,IND, 3 ,10th Pass,52,Rajnandgaon + Chhattisgarh,2915682,252190
Vishwanath Singh Porte,Gondvana Gantantra Party,0,12th Pass,49,Rajnandgaon + Chhattisgarh,5420000,0
Chunni Lal Sahu   Winner ,BJP,0,Graduate,51,Mahasamund + Chhattisgarh,17591683,1383014
Ashok Soni,Ambedkarite Party of India,0,8th Pass,40,Mahasamund + Chhattisgarh,100000,0
Bhojlal Netam,CPI(ML) Red Star,0,5th Pass,69,Mahasamund + Chhattisgarh,726000,0
Champalal Patel,IND,0,Graduate,57,Mahasamund + Chhattisgarh,2079441,0
Devendar Singh Thakur (Rajput),IND, 1 ,12th Pass,33,Mahasamund + Chhattisgarh,3775400,0
Dhanendra Sahu,INC,0,12th Pass,66,Mahasamund + Chhattisgarh,92123717,106791
Dhansing Kosariya,BSP, 2 ,12th Pass,48,Mahasamund + Chhattisgarh,676500,160000
Dr. Virendra Choudhary,Bhartiya Shakti Chetna Party,0,Others,52,Mahasamund + Chhattisgarh,18920000,3400000
Jagmohan Bhagwat Kosariya,IND,0,5th Pass,65,Mahasamund + Chhattisgarh,244730,0
Khilawan Singh Dhruw,IND,0,12th Pass,45,Mahasamund + Chhattisgarh,4405000,155000
Rohit Kumar Kosre,Rashtriya Jansabha Party,0,5th Pass,38,Mahasamund + Chhattisgarh,158000,100000
Santosh Banjare,IND,0,12th Pass,40,Mahasamund + Chhattisgarh,581000,200000
Tarun Kumar Dadsena,IND, 2 ,Graduate,48,Mahasamund + Chhattisgarh,3025013,972167
Mohan Mandavi   Winner ,BJP,0,Post Graduate,61,Kanker + Chhattisgarh,28675553,679000
Biresh Thakur,INC,0,Post Graduate,52,Kanker + Chhattisgarh,6666614,0
Durgaprasad Thakur,Ambedkarite Party of India,0,Post Graduate,43,Kanker + Chhattisgarh,2137880,500000
Ghanshyam Jurri,Gondvana Gantantra Party,0,12th Pass,44,Kanker + Chhattisgarh,6323000,890000
Harisingh Sidar,IND,0,10th Pass,73,Kanker + Chhattisgarh,1080000,100000
Mathan Singh Markam,Bhartiya Shakti Chetna Party,0,Post Graduate,40,Kanker + Chhattisgarh,985000,0
Narend Nag,IND,0,12th Pass,37,Kanker + Chhattisgarh,1012600,2375000
Sube Singh Dhurva,BSP,0,10th Pass,47,Kanker + Chhattisgarh,896500,0
Umashankar Bhandari,SHS,0,Graduate,36,Kanker + Chhattisgarh,10515000,0
Renuka Singh Saruta   Winner ,BJP,0,12th Pass,55,Surguja + Chhattisgarh,27682493,3251275
Asha Devi Poya,Gondvana Gantantra Party,0,Graduate Professional,44,Surguja + Chhattisgarh,2768500,1000000
Chandradeep Singh Korcho,Rashtriya Jansabha Party,0,Graduate,26,Surguja + Chhattisgarh,120000,0
Guman Singh Poya,Ambedkarite Party of India,0,12th Pass,34,Surguja + Chhattisgarh,107500,0
Khel Sai Singh,INC,0,Post Graduate,72,Surguja + Chhattisgarh,76086898,7070521
Maya Prajapati,BSP,0,Post Graduate,40,Surguja + Chhattisgarh,7849844,0
Mohan Singh Tekam,SHS,0,8th Pass,41,Surguja + Chhattisgarh,282000,0
Palsay Uranv,IND,0,8th Pass,38,Surguja + Chhattisgarh,1620000,0
Pawan Kumar Nag,Bahujan Mukti Party,0,Graduate,39,Surguja + Chhattisgarh,80000,0
Ramnath Cherwa,Shoshit Samaj Dal,0,8th Pass,48,Surguja + Chhattisgarh,2591151,0
Gomati    Winner ,BJP,0,12th Pass,43,Raigarh + Chhattisgarh,7043539,0
Amrit Tirkey,Pragatishil Samajwadi Party (Lohia),0,10th Pass,42,Raigarh + Chhattisgarh,600000,0
Innocent Kujur,BSP,0,Graduate,58,Raigarh + Chhattisgarh,7697000,1475000
Jai Singh Sidar,Gondvana Gantantra Party,0,8th Pass,42,Raigarh + Chhattisgarh,1655057,0
Jyoti Bhagat,Kisan Mazdoor Sangharsh Party,0,12th Pass,37,Raigarh + Chhattisgarh,250000,0
Kripashankar Bhagat,Bhartiya Tribal Party,0,Post Graduate,44,Raigarh + Chhattisgarh,7403439,319
Laljeet Singh Rathiya,INC, 1 ,Post Graduate,42,Raigarh + Chhattisgarh,7254977,2080854
Naval Kishor Rathiya,IND,0,Graduate Professional,29,Raigarh + Chhattisgarh,174000,0
Praksh Kumar Uraon,IND,0,8th Pass,35,Raigarh + Chhattisgarh,520800,0
Ravishankar Sidar,Ambedkarite Party of India,0,10th Pass,29,Raigarh + Chhattisgarh,4000,0
Tarika Tarangini Uraon,IND, 1 ,12th Pass,39,Raigarh + Chhattisgarh,300401663,0
Tejram Sidar,IND,0,10th Pass,50,Raigarh + Chhattisgarh,990000,0
Vijay Lakara,SHS,0,10th Pass,39,Raigarh + Chhattisgarh,338025,3000
Vir Kumar Tigga,Bahujan Mukti Party,0,12th Pass,41,Raigarh + Chhattisgarh,532300,0
Guharam Ajgalle   Winner ,BJP,0,Graduate Professional,52,Janjgir Champa + Chhattisgarh,18400837,0
