Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
K.A.Paul,Praja Shanthi Party, 2 ,12th Pass,55,Narsapuram + Andhra Pradesh,78000,207017
Kanumuru Bapiraju,INC, 1 ,10th Pass,71,Narsapuram + Andhra Pradesh,143319558,0
Medapati Varahala Reddy,IND,0,10th Pass,44,Narsapuram + Andhra Pradesh,26680000,1300000
Nagababu Konidela,Janasena Party,0,Graduate Professional,58,Narsapuram + Andhra Pradesh,367820773,21678798
Nallam Surya Chandra Rao,Pyramid Party of India,0,Graduate,59,Narsapuram + Andhra Pradesh,20935000,898000
Nalli Rajesh,IND, 6 ,10th Pass,36,Narsapuram + Andhra Pradesh,3239775,2362420
Pydikondala Manikyala Rao,BJP, 3 ,12th Pass,58,Narsapuram + Andhra Pradesh,22392505,1242976
Venkata Sivarama Raju Vetukuri,TDP, 1 ,Graduate,48,Narsapuram + Andhra Pradesh,60940339,0
Yella Venugopal Rao,Nava Samaj Party,0,Post Graduate,63,Narsapuram + Andhra Pradesh,1000000,200000
Sridhar Kotagiri	   Winner ,YSRCP,0,Graduate,46,Eluru + Andhra Pradesh,462808829,33560974
Alaga Ravi Kumar,IND,0,10th Pass,49,Eluru + Andhra Pradesh,0,0
Chinnam Rama Kotayya,BJP,0,10th Pass,58,Eluru + Andhra Pradesh,100961778,7713964
Gurunadha Rao Jetti,INC,0,Graduate,55,Eluru + Andhra Pradesh,69600598,2402881
Josyula China Venkata Suryanarayana,Pyramid Party of India,0,Graduate,62,Eluru + Andhra Pradesh,12035000,2500000
Maganti Venkateswara Rao,TDP, 1 ,10th Pass,59,Eluru + Andhra Pradesh,199762023,33303902
Mathe Bobby,RPI(A),0,12th Pass,29,Eluru + Andhra Pradesh,10000,0
Mendem Santhosh Kumar,IND,0,Others,46,Eluru + Andhra Pradesh,10000,0
V Siva Rama Krishna,Jana Jagruti Party,0,10th Pass,55,Eluru + Andhra Pradesh,2700000,0
Balashowry Vallabhaneni   Winner ,YSRCP, 2 ,Post Graduate,50,Machilipatnam + Andhra Pradesh,990575840,746310844
Bandreddi Ramakrishna,Janasena Party,0,Post Graduate,44,Machilipatnam + Andhra Pradesh,100800000,37600000
Gandhi Dhanekula	,IND,0,10th Pass,70,Machilipatnam + Andhra Pradesh,1530000,700000
Gollu Krishna,INC, 5 ,Others,55,Machilipatnam + Andhra Pradesh,8795000,11400000
Gudivaka Ramanjaneyulu	,BJP,0,Graduate,57,Machilipatnam + Andhra Pradesh,32695161,10500000
Gudivaka Venkata Naga Basava Rao,IND,0,12th Pass,26,Machilipatnam + Andhra Pradesh,10375500,1830000
Konakalla Narayana Rao,TDP,0,12th Pass,68,Machilipatnam + Andhra Pradesh,58649214,16809408
Nadakuditi Naga Gayathri,IND,0,Post Graduate,38,Machilipatnam + Andhra Pradesh,8921500,4390000
Peram Siva Nageswara Rao,RPI(A),0,8th Pass,51,Machilipatnam + Andhra Pradesh,32000000,1000000
Valluru Venkateswara Rao,Pyramid Party of India,0,Graduate,78,Machilipatnam + Andhra Pradesh,21825290,1200000
Vijaya Lakshmi Chalapaka,IND,0,Graduate,39,Machilipatnam + Andhra Pradesh,1208274,0
Yarlagadda Rama Mohana Rao,Bahujan Maha Party,0,12th Pass,56,Machilipatnam + Andhra Pradesh,10086000,0
Srinivas Kesineni   Winner ,TDP,0,10th Pass,53,Vijayawada + Andhra Pradesh,808152415,512332955
Andukuri Vijaya Bhaskar,India Praja Bandhu Party,0,Graduate Professional,49,Vijayawada + Andhra Pradesh,5000,0
Bolisetty Hari Babu,IND, 1 ,Illiterate,60,Vijayawada + Andhra Pradesh,45608000,10944696
Dileep Kilaru,BJP,0,Graduate Professional,48,Vijayawada + Andhra Pradesh,1369017847,4262122
Gandhi Dhanekula,IND,0,10th Pass,71,Vijayawada + Andhra Pradesh,10590000,800000
Lurthu Meri Daila,Mundadugu Praja Party,0,12th Pass,43,Vijayawada + Andhra Pradesh,50000,0
Madabathula Chandra Sekhar,Pyramid Party of India,0,10th Pass,31,Vijayawada + Andhra Pradesh,160000,0
Mohammad Ishaq,IND,0,12th Pass,47,Vijayawada + Andhra Pradesh,5276961,512010
Muttamasetty Lakshmana Siva Prasad Babu,Janasena Party,0,Post Graduate,66,Vijayawada + Andhra Pradesh,33169811,137447
Nandini Nallaghatla,IND,0,Post Graduate,43,Vijayawada + Andhra Pradesh,509343,409343
Naraharisetty Narasimha Rao,INC, 1 ,Graduate Professional,58,Vijayawada + Andhra Pradesh,19342702,6788257
Prasad Veera Potluri,YSRCP, 1 ,Post Graduate,48,Vijayawada + Andhra Pradesh,3477616326,209577562
Riyaz Dada Miya Shaik,IUML,0,10th Pass,32,Vijayawada + Andhra Pradesh,45000,0
Siva Prasad Padala	,Navarang Congress Party,0,10th Pass,62,Vijayawada + Andhra Pradesh,1650000,0
Jayadev Galla   Winner ,TDP,0,Graduate,53,Guntur + Andhra Pradesh,3051485242,203452417
Araveti Hazarath Rao,Pyramid Party of India,0,Graduate Professional,68,Guntur + Andhra Pradesh,14924686,180700
Bonaboyina Srinivasa Rao,Janasena Party, 1 ,10th Pass,50,Guntur + Andhra Pradesh,32876690,12482935
Dasari Kiran Babu,IND,0,8th Pass,37,Guntur + Andhra Pradesh,5980980,2645782
Doppalapudi Veera Das,IND,0,Graduate,60,Guntur + Andhra Pradesh,5990000,880000
Jacob Vidyasagar Nakka,Viduthalai Chiruthaigal Katchi, 2 ,Post Graduate,51,Guntur + Andhra Pradesh,3073000,0
Jayaprakash Narayana Valluru,BJP,0,Graduate Professional,44,Guntur + Andhra Pradesh,39526187,0
Jeldi Raja Mohan,All India Praja Party,0,12th Pass,61,Guntur + Andhra Pradesh,4209000,30000
Mannava Hariprasad,CPI(ML) Red Star,0,Graduate Professional,55,Guntur + Andhra Pradesh,14668071,107102
Modugula Venugopala Reddy,YSRCP, 3 ,Graduate Professional,52,Guntur + Andhra Pradesh,137466129,1675274
Ramarao Simhadri,Praja Shanthi Party,0,5th Pass,41,Guntur + Andhra Pradesh,219000,0
Samudrala Chinna Kotaiah,National Dalitha Dhal Party,0,10th Pass,41,Guntur + Andhra Pradesh,2024577,1500000
Sarabandi Raju Sikhinam,Indian Labour Party (Ambedkar Phule),0,Post Graduate,35,Guntur + Andhra Pradesh,30000,0
Shaik Jaleel,Navarang Congress Party,0,5th Pass,43,Guntur + Andhra Pradesh,72625000,0
Shaik Mastanvali,INC, 1 ,Post Graduate,53,Guntur + Andhra Pradesh,62806111,0
Ullagi David Jayakumar,Hardam Manavtawadi Rashtriya Dal,0,Doctorate,61,Guntur + Andhra Pradesh,131900,0
Umar Basha Shaik,IND,0,Graduate Professional,29,Guntur + Andhra Pradesh,15008000,2000000
Yanamadala Venkata Suresh,IND,0,Graduate,50,Guntur + Andhra Pradesh,1302000,0
Lavu Sri Krishna Devarayalu   Winner ,YSRCP,0,Graduate Professional,36,Narasaraopet + Andhra Pradesh,177710073,10142413
Allu Venkata Reddy,Pyramid Party of India,0,Graduate Professional,49,Narasaraopet + Andhra Pradesh,16364000,1290000
Durgampudi Rami Reddy,IND,0,Illiterate,66,Narasaraopet + Andhra Pradesh,1945300,70000
Gaddala Venu,IND,0,Graduate,28,Narasaraopet + Andhra Pradesh,15000,0
Kanakam Srinivasarao,National Nava Kranthi Party,0,10th Pass,40,Narasaraopet + Andhra Pradesh,50000,0
Kanna Lakshmi Narayana,BJP,0,Graduate,64,Narasaraopet + Andhra Pradesh,391360844,22561506
Kante Sayanna,IND,0,Graduate,40,Narasaraopet + Andhra Pradesh,2251000,0
Narasimharao Parimi,IND, 1 ,Illiterate,31,Narasaraopet + Andhra Pradesh,451000,0
Pakkala Suribabu,INC, 1 ,Post Graduate,60,Narasaraopet + Andhra Pradesh,74537563,19126000
Rayapati Sambasiva Rao,TDP,0,Graduate,75,Narasaraopet + Andhra Pradesh,437940180,1233171
Reddyboina Prasanna Kumar,IND,0,5th Pass,50,Narasaraopet + Andhra Pradesh,12500,0
Shaik Nayub Kamal,Janasena Party,0,12th Pass,50,Narasaraopet + Andhra Pradesh,55264531,5468120
Surabhi Devasahayam,IUML,0,8th Pass,47,Narasaraopet + Andhra Pradesh,423688,0
Magunta Sreenivasulu Reddy   Winner ,YSRCP,0,Graduate,65,Ongole + Andhra Pradesh,266583686,91302133
Bellamkonda Saibabu,Janasena Party,0,Graduate Professional,49,Ongole + Andhra Pradesh,13866784,2472903
Billa Chennaiah,IND,0,12th Pass,49,Ongole + Andhra Pradesh,2837000,1846848
Dr Sirivella Prasad,INC,0,Doctorate,51,Ongole + Andhra Pradesh,2069078,0
Kavuri Venu Babu Naidu,IND,0,10th Pass,41,Ongole + Andhra Pradesh,2291000,1050000
Konda Praveen Kumar,Navodayam Party,0,10th Pass,45,Ongole + Andhra Pradesh,20000,0
Madhu Yattapu,IND,0,Graduate,33,Ongole + Andhra Pradesh,2800000,900000
Maram Srinivasa Reddy,Praja Shanthi Party,0,Post Graduate,27,Ongole + Andhra Pradesh,52197,0
Mohan Ayyappa,IND,0,Post Graduate,29,Ongole + Andhra Pradesh,136431,47495
Sidda Raghava Rao,TDP,0,Graduate,61,Ongole + Andhra Pradesh,916836770,129414369
Thoganti Sreenivasulu,BJP,0,Graduate Professional,44,Ongole + Andhra Pradesh,19563101,2920000
Venkatesan Baburao,India Praja Bandhu Party,0,Graduate,34,Ongole + Andhra Pradesh,850000,0
Venkatesh Vepuri,IND,0,10th Pass,32,Ongole + Andhra Pradesh,41836,0
Pocha Brahmananda Reddy   Winner ,YSRCP, 1 ,Post Graduate,60,Nandyal + Andhra Pradesh,585932911,177035582
Adinarayana Inty,BJP, 1 ,Post Graduate,67,Nandyal + Andhra Pradesh,33885898,4479155
B.C. Ramanatha Reddy,IND, 1 ,Graduate,54,Nandyal + Andhra Pradesh,26418457,2329020
Bhuma Kishor Reddy,IND,0,10th Pass,35,Nandyal + Andhra Pradesh,19574000,2275000
C. Surendra Nath Reddy,IND,0,12th Pass,54,Nandyal + Andhra Pradesh,925000,0
D. Mahammad Rafi,B. C. United Front,0,10th Pass,29,Nandyal + Andhra Pradesh,50000,190000
D. P. Jamal Basha,Anna YSR Congress Party,0,10th Pass,48,Nandyal + Andhra Pradesh,450000,70000
Dr. Lakshmi Kantha Reddy Chitla,IND,0,Doctorate,34,Nandyal + Andhra Pradesh,170000,90000
Elluri Bhupal,IND,0,Graduate,39,Nandyal + Andhra Pradesh,20000,20000
I.V. Pakkir Reddy,IND, 2 ,Graduate,70,Nandyal + Andhra Pradesh,10948558,390264
Jestadi Sudhakar,IND, 1 ,10th Pass,38,Nandyal + Andhra Pradesh,462788,0
K.P. Kambagiriswamy,IND, 1 ,10th Pass,40,Nandyal + Andhra Pradesh,1400000,600000
Lakshmi Narasaiah Jangiti,INC,0,Post Graduate,33,Nandyal + Andhra Pradesh,3305200,877441
Mandra Sivananda Reddy,TDP,0,Graduate Professional,57,Nandyal + Andhra Pradesh,348903562,68693655
Poluru Guruvaiah,IND,0,Illiterate,30,Nandyal + Andhra Pradesh,50000,0
Pula. Nagamaddilety,Ambedkar National Congress,0,10th Pass,40,Nandyal + Andhra Pradesh,50000,0
Ruddireddy Radhakrishna,AIFB,0,Others,38,Nandyal + Andhra Pradesh,500000,280000
S. A. Indumathi,IND,0,Graduate Professional,42,Nandyal + Andhra Pradesh,1960002,3498000
S.P.Y. Reddy,Janasena Party, 1 ,Graduate,69,Nandyal + Andhra Pradesh,333760526,9594811
Vangala Parameswara Reddy.,IND, 3 ,10th Pass,40,Nandyal + Andhra Pradesh,2300000,2500000
Dr Sanjeev Kumar   Winner ,YSRCP,0,Post Graduate,52,Kurnool + Andhra Pradesh,325914387,62070621
Abdul Waris,SDPI, 4 ,8th Pass,58,Kurnool + Andhra Pradesh,5110000,0
Ahmed Ali Khan,INC,0,12th Pass,42,Kurnool + Andhra Pradesh,158831414,0
B. Shiva Kumar,IND,0,10th Pass,40,Kurnool + Andhra Pradesh,5237200,627000
Dandu Seshu Yadav,SP,0,Graduate Professional,39,Kurnool + Andhra Pradesh,1950000,0
Devarapogu Maddilety,IND, 1 ,10th Pass,45,Kurnool + Andhra Pradesh,523616,0
G Sanjeeva Kumar,Samajwadi Forward Bloc,0,10th Pass,38,Kurnool + Andhra Pradesh,160000,0
Hatcholi Thomas	,IND,0,10th Pass,47,Kurnool + Andhra Pradesh,2752615,238020
Kasula Rajasekhar,Pyramid Party of India,0,10th Pass,46,Kurnool + Andhra Pradesh,4650560,1808144
Kommireddy Prabhakar Reddy,CPI(M), 1 ,Graduate Professional,58,Kurnool + Andhra Pradesh,1659077,85000
Kotla Jaya Surya Prakash Reddy	,TDP,0,Graduate,67,Kurnool + Andhra Pradesh,174762674,1450000
M. Naganna,SUCI(C), 1 ,Illiterate,66,Kurnool + Andhra Pradesh,444500,15000
P.V. Parthasarathi,BJP,0,Post Graduate,48,Kurnool + Andhra Pradesh,297510890,62328052
P.V. Srihari,IND,0,Doctorate,51,Kurnool + Andhra Pradesh,25865207,5975759
S.Md. Shafath,Rayalaseema Rashtra Samithi,0,Graduate Professional,30,Kurnool + Andhra Pradesh,5000000,0
T. Beechupally,IND,0,Graduate,26,Kurnool + Andhra Pradesh,192000,0
Talari Rangaiah   Winner ,YSRCP, 1 ,Doctorate,48,Anantapur + Andhra Pradesh,11773091,1135547
G. Lalitha,SUCI(C),0,Graduate,56,Anantapur + Andhra Pradesh,1279676,0
Giddama Ranganayakulu,Vishwa Jana Party,0,Post Graduate,43,Anantapur + Andhra Pradesh,661000,0
Hamsa Devineni,BJP,0,Post Graduate,33,Anantapur + Andhra Pradesh,8762212,1700000
Jagadeesh Devaragudi,CPI, 9 ,8th Pass,58,Anantapur + Andhra Pradesh,25613277,2761973
Juturu Chinna Reddy Pavan Reddy,TDP,0,Graduate,46,Anantapur + Andhra Pradesh,373887429,84550726
K Rajiv Reddy,INC,0,Graduate Professional,30,Anantapur + Andhra Pradesh,7264263,1700000
Lingutla Rangaiah,IND,0,5th Pass,70,Anantapur + Andhra Pradesh,208000,40000
M.Venkatesulu,Pyramid Party of India,0,10th Pass,49,Anantapur + Andhra Pradesh,2345567,312273
Padchuri Radha Krishna,Radical Democrats Party,0,Graduate,40,Anantapur + Andhra Pradesh,1045000,0
Pothuru Rangaiah,IND,0,8th Pass,48,Anantapur + Andhra Pradesh,1509000,130000
Somanath Deshmukh,IND,0,10th Pass,50,Anantapur + Andhra Pradesh,9327000,300000
Vadde Kasinath,IND,0,Others,28,Anantapur + Andhra Pradesh,1054611,350000
Viswa Prasad Yadav Sankireddy	,IND,0,Post Graduate,51,Anantapur + Andhra Pradesh,4165000,0
Kuruva Gorantla Madhav   Winner ,YSRCP, 2 ,Graduate,50,Hindupur + Andhra Pradesh,1787356,730332
Gogula Pulakunta Jayanth,IND,0,Graduate,61,Hindupur + Andhra Pradesh,3196142,16710
K.T.Sreedhar,INC, 1 ,Post Graduate,41,Hindupur + Andhra Pradesh,43462500,8128000
Mitta Parthasarathi,BJP, 2 ,Graduate,60,Hindupur + Andhra Pradesh,357849990,106820000
Mugi Surya Prakash,IND,0,Graduate,63,Hindupur + Andhra Pradesh,43266800,0
N.Kristappa,TDP, 4 ,Graduate,63,Hindupur + Andhra Pradesh,51375301,1011804
Ramamohan D.G.,IND,0,12th Pass,51,Hindupur + Andhra Pradesh,447500,0
S.R.Anjaneyulu,IND,0,Post Graduate,35,Hindupur + Andhra Pradesh,43000,0
S.Ram Mohan,Pyramid Party of India,0,10th Pass,33,Hindupur + Andhra Pradesh,89797,0
Yeduguri Sandinti Avinash Reddy   Winner ,YSRCP, 4 ,Post Graduate,34,Kadapa + Andhra Pradesh,186969794,22833319
Ameen Peeran Shaik,Ambedkar National Congress,0,Post Graduate,48,Kadapa + Andhra Pradesh,83993,9000
Chadipirala Adi Narayana Reddy,TDP,0,Post Graduate,61,Kadapa + Andhra Pradesh,30742398,961319
Chadipiralla Siva Narayana Reddy,Navarang Congress Party,0,Others,53,Kadapa + Andhra Pradesh,11320100,591000
Gona Purushottam Reddy,IND, 4 ,Graduate,40,Kadapa + Andhra Pradesh,22473647,9206703
Gujjula Eswaraiah,CPI, 1 ,Post Graduate,50,Kadapa + Andhra Pradesh,327881,100000
Gundlakunta Sreeramulu,INC,0,12th Pass,42,Kadapa + Andhra Pradesh,16452000,1130000
Jakku Chenna Krishna Reddy,IND, 1 ,10th Pass,44,Kadapa + Andhra Pradesh,24746957,12380000
Lakshmi Reddy Putha,Rajyadhikara Party, 3 ,Graduate Professional,32,Kadapa + Andhra Pradesh,7300000,0
Nyamatulla Shaik,IND,0,Graduate,31,Kadapa + Andhra Pradesh,4909000,1000000
Pedakala Varalakshmi,Pyramid Party of India,0,Graduate Professional,43,Kadapa + Andhra Pradesh,11034583,2402564
Siva Chandra Reddy Komma,Anna YSR Congress Party,0,Post Graduate,0,Kadapa + Andhra Pradesh,5160000,1100000
